player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Kostas Tsimikas,gr GRE,DF,Liverpool,24-282,1996,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,2,2,0,0,0,0,0,0,0,0,Matches
Axel Tuanzebe,eng ENG,DF,Manchester Utd,23-096,1997,1.5,5,2,2,3,0,2,4,50.0,2,24,6,25.0,14,9,1,6,3,0,3,0,5,4,0,Matches
Cengiz Ünder,tr TUR,"MF,FW",Leicester City,23-219,1997,2.7,3,3,0,2,1,1,3,33.3,2,40,15,37.5,11,15,14,4,0,0,4,3,6,0,0,Matches
Yan Valery,fr FRA,"DF,MF",Southampton,21-362,1999,1.1,3,2,1,2,0,0,4,0.0,4,32,9,28.1,13,11,8,4,0,0,4,3,6,5,0,Matches
Jamie Vardy,eng ENG,FW,Leicester City,34-038,1987,17.7,8,3,2,1,5,1,8,12.5,7,182,44,24.2,8,68,106,7,4,0,3,3,11,21,0,Matches
Joël Veltman,nl NED,DF,Brighton,29-034,1992,15.3,43,23,27,12,4,19,39,48.7,20,182,53,29.1,92,66,24,27,4,0,23,20,63,53,0,Matches
Jannik Vestergaard,dk DEN,DF,Southampton,28-199,1992,14.5,24,17,13,8,3,11,25,44.0,14,95,42,44.2,60,29,6,19,12,0,7,17,41,69,0,Matches
Rúben Vinagre,pt POR,DF,Wolves,21-315,1999,1.9,5,3,3,2,0,2,5,40.0,3,26,5,19.2,13,9,4,4,0,0,4,1,6,6,0,Matches
Carlos Vinícius,br BRA,FW,Tottenham,25-330,1995,1.8,1,0,1,0,0,1,1,100.0,0,23,8,34.8,1,11,11,0,0,0,0,0,1,2,0,Matches
Vitinha,pt POR,MF,Wolves,21-005,2000,2.6,6,4,2,3,1,0,5,0.0,5,56,16,28.6,17,31,8,0,0,0,0,0,6,1,0,Matches
Jake Vokins,eng ENG,DF,Southampton,20-338,2000,0.7,0,0,0,0,0,0,1,0.0,1,10,2,20.0,6,4,0,0,0,0,0,0,0,1,0,Matches
Matěj Vydra,cz CZE,FW,Burnley,28-293,1992,5.2,2,1,1,0,1,0,3,0.0,3,87,26,29.9,5,42,40,8,1,0,7,0,2,0,0,Matches
Theo Walcott,eng ENG,"MF,FW",Southampton,31-339,1989,13.7,25,16,11,9,5,11,37,29.7,26,257,75,29.2,72,107,78,18,1,0,17,6,31,3,0,Matches
Theo Walcott,eng ENG,FW,Everton,31-339,1989,0.1,0,0,0,0,0,0,0,,0,5,1,20.0,3,2,0,0,0,0,0,0,0,0,0,Matches
Kyle Walker,eng ENG,DF,Manchester City,30-266,1990,14.3,26,20,12,12,2,12,23,52.2,11,149,51,34.2,55,67,27,19,3,0,16,11,37,23,0,Matches
Kyle Walker-Peters,eng ENG,DF,Southampton,23-311,1997,18.8,57,33,38,17,2,16,36,44.4,20,251,83,33.1,127,98,26,48,12,0,36,24,81,38,2,Matches
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23-084,1997,22.0,77,41,42,29,6,16,31,51.6,15,275,90,32.7,121,115,39,82,11,0,71,28,105,63,0,Matches
Joel Ward,eng ENG,DF,Crystal Palace,31-112,1989,11.1,19,12,14,5,0,11,16,68.8,5,145,43,29.7,70,48,27,30,7,0,23,16,35,48,0,Matches
James Ward-Prowse,eng ENG,MF,Southampton,26-109,1994,23.0,53,37,25,24,4,17,45,37.8,28,326,110,33.7,108,173,45,41,3,0,38,30,83,42,0,Matches
Ollie Watkins,eng ENG,FW,Aston Villa,25-050,1995,22.0,24,15,4,13,7,5,16,31.3,11,335,111,33.1,16,142,177,14,1,0,13,9,33,13,0,Matches
Caleb Watts,au AUS,"MF,FW",Southampton,19-033,2002,0.2,0,0,0,0,0,0,0,,0,6,3,50.0,2,3,1,3,0,0,3,0,0,0,0,Matches
Adam Webster,eng ENG,DF,Brighton,26-045,1995,21.8,23,14,15,6,2,13,24,54.2,11,149,60,40.3,64,65,20,31,14,1,17,26,49,87,0,Matches
Danny Welbeck,eng ENG,FW,Brighton,30-084,1990,7.3,7,4,1,3,3,2,7,28.6,5,97,20,20.6,15,41,41,8,2,0,6,2,9,7,0,Matches
Timo Werner,de GER,FW,Chelsea,24-349,1996,19.3,18,11,7,8,3,5,30,16.7,25,235,71,30.2,56,86,93,18,0,0,18,5,23,3,0,Matches
Ashley Westwood,eng ENG,MF,Burnley,30-323,1990,23.9,19,10,7,9,3,4,25,16.0,21,277,74,26.7,83,157,37,30,6,0,24,22,41,31,0,Matches
Ben White,eng ENG,"DF,MF",Brighton,23-133,1997,22.5,39,22,19,16,4,17,51,33.3,34,275,91,33.1,128,126,21,45,16,0,29,20,59,48,0,Matches
Georginio Wijnaldum,nl NED,MF,Liverpool,30-099,1990,21.7,25,19,7,13,5,9,27,33.3,18,267,97,36.3,79,124,64,26,3,0,23,11,36,15,1,Matches
Brandon Williams,eng ENG,DF,Manchester Utd,20-168,2000,0.1,1,1,0,1,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,0,1,0,0,Matches
Neco Williams,wal WAL,DF,Liverpool,19-311,2001,1.9,2,2,2,0,0,2,4,50.0,2,25,8,32.0,12,6,7,4,0,0,4,4,6,1,0,Matches
Rhys Williams,eng ENG,DF,Liverpool,20-015,2001,1.3,1,1,0,1,0,0,0,,0,5,1,20.0,0,3,2,0,0,0,0,0,1,10,1,Matches
Willian,br BRA,"FW,MF",Arsenal,32-193,1988,11.4,13,4,6,6,1,6,20,30.0,14,151,34,22.5,36,58,57,21,0,0,21,7,20,3,0,Matches
Joe Willock,eng ENG,MF,Arsenal,21-182,1999,2.6,4,4,2,1,1,0,7,0.0,7,42,15,35.7,14,16,12,9,1,0,8,5,9,0,0,Matches
Joe Willock,eng ENG,MF,Newcastle Utd,21-182,1999,1.9,4,3,3,1,0,3,10,30.0,7,43,11,25.6,15,19,9,3,0,0,3,7,11,3,0,Matches
Callum Wilson,eng ENG,FW,Newcastle Utd,28-357,1992,20.1,11,8,2,5,4,3,11,27.3,8,279,83,29.7,21,111,147,17,3,0,14,2,13,10,1,Matches
Harry Winks,eng ENG,MF,Tottenham,25-016,1996,6.3,13,8,9,4,0,5,15,33.3,10,103,36,35.0,47,47,9,9,3,0,6,10,23,6,0,Matches
Chris Wood,nz NZL,FW,Burnley,29-073,1991,18.7,9,7,0,3,6,3,10,30.0,7,174,39,22.4,9,64,101,13,2,0,11,3,12,8,0,Matches
Granit Xhaka,ch SUI,MF,Arsenal,28-144,1992,18.1,33,21,11,15,7,21,42,50.0,21,207,54,26.1,60,97,50,24,5,0,19,13,46,34,0,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31-118,1989,4.0,5,3,3,1,1,1,5,20.0,4,51,17,33.3,22,19,10,7,0,0,7,3,8,1,0,Matches
DeAndre Yedlin,us USA,DF,Newcastle Utd,27-224,1993,4.8,10,6,10,0,0,4,12,33.3,8,65,19,29.2,37,17,11,9,1,0,8,3,13,19,0,Matches
Okay Yokuşlu,tr TUR,MF,West Brom,26-346,1994,0.9,4,2,2,2,0,1,2,50.0,1,19,5,26.3,11,8,0,1,0,0,1,5,9,4,0,Matches
Wilfried Zaha,ci CIV,FW,Crystal Palace,28-100,1992,18.5,12,9,4,6,2,3,17,17.6,14,327,65,19.9,59,160,108,14,0,0,14,14,26,1,0,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,25-094,1995,19.1,61,35,19,32,10,17,40,42.5,23,351,102,29.1,116,172,63,33,4,0,29,41,102,19,1,Matches
Andi Zeqiri,ch SUI,"FW,DF",Brighton,21-241,1999,0.8,1,1,0,1,0,0,0,,0,12,2,16.7,2,5,5,1,1,0,0,0,1,0,0,Matches
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-065,1996,8.1,15,7,6,5,4,10,18,55.6,8,77,24,31.2,29,27,21,11,1,0,10,8,23,26,0,Matches
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,27-336,1993,7.0,3,2,2,1,0,1,7,14.3,6,91,22,24.2,19,32,40,8,0,0,8,8,11,0,0,Matches
Kurt Zouma,fr FRA,DF,Chelsea,26-114,1994,15.0,13,8,6,6,1,5,7,71.4,2,58,22,37.9,27,29,2,19,9,0,10,13,26,85,0,Matches
Martin Ødegaard,no NOR,MF,Arsenal,22-063,1998,1.2,0,0,0,0,0,0,1,0.0,1,27,9,33.3,6,14,7,1,0,0,1,1,1,0,0,Matches
