,Unnamed: 0,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
97,97,Liam Cooper,sco SCO,DF,Leeds United,29-167,1991,16,16,1421,15.8,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.7,0.7,0.0,0.7,0.05,0.0,0.05,0.05,0.05,Matches
98,98,Jack Cork,eng ENG,MF,Burnley,31-233,1989,4,3,295,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,Matches
99,99,Hélder Costa,pt POR,MF,Leeds United,27-032,1994,13,8,694,7.7,2,2,2,0,0,0,0,0.26,0.26,0.52,0.26,0.52,1.0,1.0,0.8,1.8,0.13,0.11,0.24,0.13,0.24,Matches
100,100,Vladimír Coufal,cz CZE,DF,West Ham,28-175,1992,19,19,1704,18.9,0,3,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.5,0.5,2.4,2.8,0.02,0.13,0.15,0.02,0.15,Matches
101,101,Aaron Cresswell,eng ENG,DF,West Ham,31-060,1989,23,23,2070,23.0,0,5,0,0,0,1,0,0.0,0.22,0.22,0.0,0.22,0.7,0.7,3.5,4.3,0.03,0.15,0.19,0.03,0.19,Matches
102,102,Patrick Cutrone,it ITA,"FW,MF",Wolves,23-041,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.61,0.0,0.61,0.61,0.61,Matches
103,103,Stuart Dallas,nir NIR,"DF,MF",Leeds United,29-300,1991,22,22,1970,21.9,4,2,4,0,0,4,0,0.18,0.09,0.27,0.18,0.27,2.4,2.4,1.2,3.6,0.11,0.06,0.17,0.11,0.17,Matches
104,104,Scott Dann,eng ENG,DF,Crystal Palace,33-365,1987,11,11,990,11.0,1,0,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.0,0.4,0.03,0.0,0.03,0.03,0.03,Matches
105,105,Karl Darlow,eng ENG,GK,Newcastle Utd,30-128,1990,23,23,2070,23.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
106,106,Ben Davies,wal WAL,DF,Tottenham,27-295,1993,17,12,1132,12.6,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.6,0.8,0.01,0.05,0.06,0.01,0.06,Matches
