player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Alex Telles,br BRA,DF,Manchester Utd,28-060,1992,5.7,507,21,126,238,168,2,428,2,2,100.0,2,0,293,1509,922,36,9,0,4,8,357,332,93.0,12,Matches
Kenny Tete,nl NED,DF,Fulham,25-127,1995,6.6,399,23,131,159,123,10,361,1,6,16.7,2,0,227,1033,482,17,4,2,7,4,259,213,82.2,20,Matches
Luke Thomas,eng ENG,DF,Leicester City,19-248,2001,3.0,159,15,45,67,51,3,145,3,6,50.0,3,0,92,307,155,11,0,2,5,7,109,87,79.8,6,Matches
Youri Tielemans,be BEL,MF,Leicester City,23-282,1997,22.4,1722,34,379,1030,409,19,1648,29,40,72.5,32,6,1142,4387,2455,81,27,2,15,26,1317,1245,94.5,35,Matches
Kieran Tierney,sco SCO,DF,Arsenal,23-253,1997,16.9,1208,79,375,520,404,35,1061,15,26,57.7,16,0,784,3904,2402,102,34,16,12,11,861,790,91.8,62,Matches
James Tomkins,eng ENG,DF,Crystal Palace,31-321,1989,4.3,175,43,126,49,4,4,170,0,0,,0,0,76,279,155,2,0,0,0,0,98,92,93.9,1,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,23-056,1997,0.5,41,19,36,6,0,0,40,0,0,,0,0,21,90,38,0,0,0,0,0,21,21,100.0,0,Matches
Ferrán Torres,es ESP,FW,Manchester City,20-350,2000,8.0,328,5,26,111,213,34,324,11,28,39.3,12,0,267,1221,659,43,8,8,11,20,373,270,72.4,47,Matches
Cenk Tosun,tr TUR,FW,Everton,29-251,1991,0.5,14,0,1,5,10,2,13,0,0,,0,0,11,44,15,1,2,1,4,0,22,13,59.1,4,Matches
Andros Townsend,eng ENG,MF,Crystal Palace,29-212,1991,15.9,796,17,178,370,348,22,740,30,44,68.2,32,0,556,3754,2010,82,43,7,28,39,608,470,77.3,44,Matches
Conor Townsend,eng ENG,DF,West Brom,27-346,1993,9.8,643,37,203,323,146,12,551,6,12,50.0,6,0,365,1611,1021,30,7,3,14,6,424,391,92.2,15,Matches
Adama Traoré,es ESP,"FW,DF",Wolves,25-019,1996,15.8,699,9,78,363,346,51,678,93,119,78.2,98,3,604,4621,3114,163,45,29,40,42,761,543,71.4,66,Matches
Bertrand Traoré,bf BFA,FW,Aston Villa,25-160,1995,11.5,563,17,80,217,297,43,507,20,35,57.1,23,4,364,1916,896,43,10,6,18,20,506,385,76.1,43,Matches
Trézéguet,eg EGY,FW,Aston Villa,26-135,1994,8.7,350,17,68,134,178,48,348,16,23,69.6,17,2,227,1227,761,45,14,11,18,8,329,212,64.4,41,Matches
Leandro Trossard,be BEL,"FW,MF",Brighton,26-071,1994,16.3,805,3,71,356,440,72,752,17,31,54.8,18,2,591,3559,1808,87,26,13,25,38,782,566,72.4,126,Matches
Kostas Tsimikas,gr GRE,DF,Liverpool,24-277,1996,0.1,10,0,1,3,6,0,8,0,0,,0,0,8,29,12,2,0,0,1,1,11,8,72.7,1,Matches
Axel Tuanzebe,eng ENG,DF,Manchester Utd,23-091,1997,1.5,136,12,53,77,12,0,129,0,1,0.0,0,0,89,494,280,11,2,0,2,1,93,92,98.9,0,Matches
Cengiz Ünder,tr TUR,"MF,FW",Leicester City,23-214,1997,2.7,154,2,13,55,99,10,144,11,18,61.1,12,1,130,908,407,26,6,2,9,9,146,112,76.7,32,Matches
Yan Valery,fr FRA,"DF,MF",Southampton,21-357,1999,1.1,94,4,35,35,28,2,78,1,4,25.0,1,0,50,290,161,8,1,1,3,5,58,47,81.0,5,Matches
Jamie Vardy,eng ENG,FW,Leicester City,34-033,1987,16.7,369,21,31,140,220,101,339,16,24,66.7,19,3,203,1156,583,37,9,17,36,13,676,267,39.5,124,Matches
Joël Veltman,nl NED,DF,Brighton,29-029,1992,14.3,969,65,353,427,244,18,860,11,16,68.8,13,1,534,2766,1408,60,19,5,5,5,608,561,92.3,21,Matches
Jannik Vestergaard,dk DEN,DF,Southampton,28-194,1992,13.5,1032,102,496,527,69,27,1013,7,10,70.0,7,0,626,3545,2042,74,12,0,4,4,727,715,98.3,2,Matches
Rúben Vinagre,pt POR,DF,Wolves,21-310,1999,1.9,120,3,39,60,30,0,104,3,7,42.9,4,0,67,392,242,14,3,0,1,2,80,68,85.0,4,Matches
Carlos Vinícius,br BRA,FW,Tottenham,25-325,1995,1.8,47,2,6,23,23,10,46,3,3,100.0,3,0,34,122,54,2,0,0,5,6,92,36,39.1,10,Matches
Vitinha,pt POR,MF,Wolves,21-000,2000,2.6,191,2,20,123,60,3,188,4,4,100.0,4,0,141,704,385,21,6,0,4,4,186,162,87.1,14,Matches
Jake Vokins,eng ENG,DF,Southampton,20-333,2000,0.7,23,1,3,16,7,0,16,0,0,,0,0,13,110,70,2,2,0,0,0,17,13,76.5,0,Matches
Matěj Vydra,cz CZE,FW,Burnley,28-288,1992,5.2,145,2,4,55,88,32,144,6,11,54.5,7,1,88,370,167,11,2,4,17,5,285,109,38.2,45,Matches
Theo Walcott,eng ENG,"MF,FW",Southampton,31-334,1989,13.7,518,7,72,245,250,52,514,17,39,43.6,18,0,362,1867,1192,65,23,11,38,31,541,357,66.0,79,Matches
Theo Walcott,eng ENG,FW,Everton,31-334,1989,0.1,2,0,1,1,1,0,2,0,0,,0,0,2,64,63,0,1,0,1,0,5,2,40.0,0,Matches
Kyle Walker,eng ENG,DF,Manchester City,30-261,1990,13.3,1226,32,263,795,266,10,1108,22,34,64.7,24,1,865,4434,2244,110,34,4,6,12,947,910,96.1,25,Matches
Kyle Walker-Peters,eng ENG,DF,Southampton,23-306,1997,18.0,1288,69,396,708,296,32,1080,34,49,69.4,35,0,797,4645,2598,126,41,12,11,30,816,740,90.7,30,Matches
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23-079,1997,21.0,1525,76,507,692,431,23,1349,24,37,64.9,26,1,911,4864,2845,137,51,2,12,14,985,910,92.4,49,Matches
Joel Ward,eng ENG,DF,Crystal Palace,31-107,1989,11.1,608,61,224,263,145,6,488,2,3,66.7,2,0,254,1162,625,29,14,0,9,5,276,250,90.6,11,Matches
James Ward-Prowse,eng ENG,MF,Southampton,26-104,1994,22.0,1798,58,386,1094,402,12,1606,7,13,53.8,8,0,924,4000,1992,74,22,0,9,10,1220,1124,92.1,25,Matches
Ollie Watkins,eng ENG,FW,Aston Villa,25-045,1995,21.0,730,15,37,288,444,144,700,29,43,67.4,31,1,462,2373,1389,83,18,29,65,45,1130,568,50.3,203,Matches
Caleb Watts,au AUS,"MF,FW",Southampton,19-028,2002,0.2,9,1,1,2,6,0,9,0,0,,0,0,4,13,6,1,0,0,0,0,5,5,100.0,1,Matches
Adam Webster,eng ENG,DF,Brighton,26-040,1995,21.8,1535,161,788,744,172,27,1492,7,10,70.0,9,0,980,7324,4845,133,46,2,12,13,1081,1058,97.9,4,Matches
Danny Welbeck,eng ENG,FW,Brighton,30-079,1990,7.2,182,12,18,73,106,40,180,9,17,52.9,9,0,123,636,403,21,9,3,20,11,311,123,39.5,45,Matches
Timo Werner,de GER,FW,Chelsea,24-344,1996,18.3,810,4,79,331,461,125,792,20,47,42.6,24,2,558,3546,2131,100,31,36,48,31,942,631,67.0,166,Matches
Ashley Westwood,eng ENG,MF,Burnley,30-318,1990,21.9,1357,44,269,823,321,16,1218,6,10,60.0,8,0,773,2968,1335,52,18,0,12,11,927,864,93.2,18,Matches
Ben White,eng ENG,"DF,MF",Brighton,23-128,1997,21.5,1177,119,511,558,176,16,1144,12,23,52.2,16,0,743,3634,1802,49,20,0,5,11,805,769,95.5,16,Matches
Georginio Wijnaldum,nl NED,MF,Liverpool,30-094,1990,20.7,1291,24,198,841,363,29,1271,19,30,63.3,21,2,978,5357,2365,110,43,4,16,22,1092,991,90.8,62,Matches
Brandon Williams,eng ENG,DF,Manchester Utd,20-163,2000,0.1,8,0,2,5,1,0,8,0,0,,0,0,6,30,3,0,0,0,0,0,5,5,100.0,1,Matches
Neco Williams,wal WAL,DF,Liverpool,19-306,2001,1.9,166,0,43,73,58,3,142,5,6,83.3,5,0,117,543,285,15,4,0,1,2,120,110,91.7,7,Matches
Rhys Williams,eng ENG,DF,Liverpool,20-010,2001,1.3,113,10,44,72,6,1,112,0,0,,0,0,67,375,191,5,2,0,0,0,73,73,100.0,1,Matches
Willian,br BRA,"FW,MF",Arsenal,32-188,1988,11.1,678,7,80,264,377,31,603,7,11,63.6,7,0,465,2922,1504,89,30,5,14,17,578,482,83.4,56,Matches
Joe Willock,eng ENG,MF,Arsenal,21-177,1999,2.6,134,7,22,68,61,14,134,3,7,42.9,3,0,101,594,258,18,8,0,5,10,118,93,78.8,16,Matches
Joe Willock,eng ENG,MF,Newcastle Utd,21-177,1999,1.0,27,3,12,9,8,4,27,2,3,66.7,2,1,15,98,78,3,0,1,3,0,18,9,50.0,1,Matches
Callum Wilson,eng ENG,FW,Newcastle Utd,28-352,1992,20.1,563,11,48,249,309,97,539,25,44,56.8,29,1,385,2034,1216,61,23,22,58,47,952,409,43.0,136,Matches
Harry Winks,eng ENG,MF,Tottenham,25-011,1996,6.3,462,23,117,312,49,1,454,1,3,33.3,2,0,300,1221,593,19,5,0,1,4,359,344,95.8,6,Matches
Chris Wood,nz NZL,FW,Burnley,29-068,1991,18.7,543,10,29,256,280,64,533,5,11,45.5,5,0,288,796,300,14,8,3,49,37,952,443,46.5,148,Matches
Granit Xhaka,ch SUI,MF,Arsenal,28-139,1992,17.1,1394,71,352,922,223,8,1355,8,11,72.7,8,1,990,5229,2867,94,25,0,3,10,1079,1029,95.4,16,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31-113,1989,4.0,187,2,35,77,93,17,181,7,7,100.0,7,1,149,1040,548,30,7,4,6,13,198,136,68.7,25,Matches
DeAndre Yedlin,us USA,DF,Newcastle Utd,27-219,1993,4.8,222,16,77,79,73,5,192,1,2,50.0,1,0,101,359,246,16,6,1,3,1,140,116,82.9,8,Matches
Okay Yokuşlu,tr TUR,MF,West Brom,26-341,1994,0.1,11,1,4,6,1,1,11,0,0,,0,0,7,37,16,0,0,0,0,0,7,6,85.7,0,Matches
Wilfried Zaha,ci CIV,FW,Crystal Palace,28-095,1992,18.5,811,0,50,358,474,103,799,31,70,44.3,34,4,665,3332,2001,114,33,30,56,76,972,644,66.3,168,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,25-089,1995,18.7,1204,33,275,751,290,33,1192,60,78,76.9,62,1,895,4945,2606,112,42,10,33,49,916,808,88.2,53,Matches
Andi Zeqiri,ch SUI,"FW,DF",Brighton,21-236,1999,0.8,21,0,0,4,18,9,21,0,0,,0,0,13,60,47,4,1,1,1,2,35,13,37.1,4,Matches
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-060,1996,7.1,699,22,145,395,193,1,628,1,5,20.0,1,0,416,1906,1054,53,15,0,4,1,534,505,94.6,13,Matches
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,27-331,1993,7.0,542,6,44,224,295,18,509,7,17,41.2,8,2,413,1507,705,44,11,6,12,7,506,423,83.6,54,Matches
Kurt Zouma,fr FRA,DF,Chelsea,26-109,1994,15.0,1259,180,660,643,31,18,1239,3,4,75.0,3,0,827,4026,2220,49,5,0,3,2,963,946,98.2,4,Matches
Martin Ødegaard,no NOR,"MF,DF",Arsenal,22-058,1998,0.4,35,0,0,13,22,3,32,0,0,,0,0,29,167,89,5,0,0,2,1,37,32,86.5,2,Matches
