player,nationality,position,squad,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Sadio Mané,sn SEN,FW,Liverpool,28-314,1992,19.8,502,682,73.6,8189,1722,269,336,80.1,169,224,75.4,51,73,69.9,3,3.5,-0.5,36,20,42,4,67,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,26-289,1994,8.0,252,338,74.6,4055,1698,149,160,93.1,74,106,69.8,24,53,45.3,0,0.2,-0.2,4,13,4,2,17,Matches
Fernando Marçal,br BRA,DF,Wolves,31-365,1989,6.6,294,350,84.0,5272,1986,147,156,94.2,113,131,86.3,33,55,60.0,0,0.1,-0.1,3,15,2,1,24,Matches
Solly March,eng ENG,DF,Brighton,26-213,1994,18.6,681,975,69.8,12842,4325,319,374,85.3,261,350,74.6,94,205,45.9,1,1.7,-0.7,27,39,34,13,77,Matches
Pablo Marí,es ESP,DF,Arsenal,27-171,1993,3.0,155,175,88.6,3311,734,38,40,95.0,89,93,95.7,24,36,66.7,0,0.0,0.0,0,5,0,0,7,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,25-075,1995,14.6,362,442,81.9,5056,1013,229,262,87.4,106,127,83.5,14,18,77.8,3,2.0,+1.0,13,26,14,0,39,Matches
Martinelli,br BRA,FW,Arsenal,19-245,2001,2.3,29,40,72.5,427,161,19,24,79.2,8,10,80.0,2,4,50.0,0,0.0,0.0,1,1,1,0,4,Matches
Emiliano Martínez,ar ARG,GK,Aston Villa,28-169,1992,22.0,482,765,63.0,17035,11317,52,52,100.0,215,216,99.5,213,494,43.1,0,0.2,-0.2,2,13,0,0,0,Matches
Arthur Masuaku,cd COD,DF,West Ham,27-103,1993,9.4,389,486,80.0,6552,2246,218,241,90.5,129,166,77.7,37,60,61.7,1,1.6,-0.6,11,22,15,10,32,Matches
Juan Mata,es ESP,FW,Manchester Utd,32-296,1988,3.7,154,186,82.8,2343,588,96,105,91.4,42,51,82.4,14,24,58.3,2,0.8,+1.2,8,13,3,1,15,Matches
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-235,1997,0.9,18,23,78.3,190,50,15,16,93.8,2,5,40.0,0,0,,0,0.0,0.0,1,0,0,0,2,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,32-201,1988,8.1,563,612,92.0,10491,2979,224,237,94.5,265,283,93.6,66,78,84.6,0,0.3,-0.3,5,55,6,2,51,Matches
Joël Matip,cm CMR,DF,Liverpool,29-194,1991,7.7,466,527,88.4,10049,2586,128,137,93.4,255,270,94.4,80,114,70.2,2,1.0,+1.0,2,30,1,0,15,Matches
Neal Maupay,fr FRA,"FW,MF",Brighton,24-188,1996,17.9,321,403,79.7,4906,886,167,198,84.3,115,132,87.1,20,33,60.6,1,1.7,-0.7,17,24,16,1,29,Matches
James McArthur,sco SCO,MF,Crystal Palace,33-134,1987,16.3,627,770,81.4,11875,3392,239,277,86.3,290,328,88.4,82,127,64.6,2,0.9,+1.1,13,62,6,0,58,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-259,1996,11.1,212,327,64.8,2821,849,135,190,71.1,61,97,62.9,6,11,54.5,0,1.0,-1.0,13,17,14,0,34,Matches
Alex McCarthy,eng ENG,GK,Southampton,31-077,1989,22.0,502,788,63.7,13280,8292,135,136,99.3,216,219,98.6,148,429,34.5,0,0.0,0.0,0,7,2,0,0,Matches
James McCarthy,ie IRL,MF,Crystal Palace,30-098,1990,5.2,142,186,76.3,2980,621,48,57,84.2,63,77,81.8,28,44,63.6,0,0.0,0.0,2,10,2,1,14,Matches
John McGinn,sco SCO,MF,Aston Villa,26-123,1994,21.0,585,757,77.3,12349,4083,199,231,86.1,258,311,83.0,108,172,62.8,4,1.9,+2.1,20,98,19,3,96,Matches
David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-081,1987,15.8,425,560,75.9,7171,1331,228,288,79.2,147,189,77.8,44,60,73.3,1,1.0,0.0,8,37,12,3,35,Matches
Dwight McNeil,eng ENG,MF,Burnley,21-088,1999,20.7,527,753,70.0,10715,2835,208,242,86.0,202,253,79.8,103,209,49.3,3,3.3,-0.3,25,39,24,17,39,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,24-072,1996,14.7,686,787,87.2,13623,3461,252,278,90.6,328,363,90.4,96,127,75.6,1,0.8,+0.2,10,71,7,0,65,Matches
Ben Mee,eng ENG,DF,Burnley,31-148,1989,16.9,437,594,73.6,10138,4051,133,160,83.1,190,227,83.7,107,196,54.6,0,0.1,-0.1,3,21,0,0,28,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,26-216,1994,5.6,310,381,81.4,5582,1556,122,141,86.5,158,177,89.3,28,49,57.1,0,0.0,0.0,1,15,3,1,26,Matches
Edouard Mendy,sn SEN,GK,Chelsea,28-354,1992,19.0,524,629,83.3,13670,7112,124,126,98.4,243,246,98.8,157,257,61.1,0,0.0,0.0,0,4,0,0,0,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,28-240,1992,14.2,784,856,91.6,13409,2816,365,391,93.4,334,356,93.8,70,88,79.5,1,0.3,+0.7,4,70,0,0,46,Matches
Illan Meslier,fr FRA,GK,Leeds United,20-353,2000,22.0,718,853,84.2,17812,8546,179,181,98.9,340,344,98.8,197,326,60.4,0,0.1,-0.1,1,2,0,0,0,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,29-317,1991,15.6,664,817,81.3,13287,4018,245,273,89.7,305,359,85.0,104,160,65.0,0,0.5,-0.5,10,64,7,1,71,Matches
James Milner,eng ENG,"MF,DF",Liverpool,35-045,1986,6.9,482,569,84.7,9206,2526,213,231,92.2,190,211,90.0,74,100,74.0,1,1.1,-0.1,10,47,18,5,52,Matches
Yerry Mina,co COL,DF,Everton,26-148,1994,18.2,948,1047,90.5,19428,5214,252,269,93.7,541,568,95.2,131,177,74.0,0,0.0,0.0,0,44,0,0,41,Matches
Takumi Minamino,jp JPN,MF,Southampton,26-033,1995,1.7,47,63,74.6,617,77,27,30,90.0,15,21,71.4,1,5,20.0,0,0.0,0.0,0,4,0,0,2,Matches
Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-033,1995,3.3,111,139,79.9,1589,332,66,73,90.4,40,49,81.6,3,12,25.0,0,0.0,0.0,0,11,2,0,4,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,27-342,1993,20.5,730,926,78.8,17236,6509,168,190,88.4,399,439,90.9,157,277,56.7,1,0.2,+0.8,5,66,1,0,58,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-170,1999,12.0,365,517,70.6,6013,3878,179,209,85.6,151,208,72.6,28,68,41.2,0,0.3,-0.3,2,35,8,4,43,Matches
Aleksandar Mitrović,rs SRB,FW,Fulham,26-155,1994,11.2,218,284,76.8,2958,477,134,161,83.2,61,84,72.6,10,16,62.5,3,2.4,+0.6,19,8,10,1,15,Matches
Jayson Molumby,ie IRL,MF,Brighton,21-196,1999,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Wes Morgan,jm JAM,DF,Leicester City,37-028,1984,0.2,5,5,100.0,93,78,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,Matches
Mason Mount,eng ENG,"MF,FW",Chelsea,22-039,1999,20.7,1037,1244,83.4,18693,5130,498,543,91.7,365,418,87.3,142,209,67.9,3,4.4,-1.4,63,104,34,5,118,Matches
Lucas Moura,br BRA,"FW,MF",Tottenham,28-189,1992,7.3,192,267,71.9,2845,719,114,143,79.7,64,80,80.0,9,22,40.9,1,0.4,+0.6,4,10,5,1,20,Matches
Lys Mousset,fr FRA,FW,Sheffield Utd,25-010,1996,2.3,28,35,80.0,444,80,16,22,72.7,10,11,90.9,1,1,100.0,0,0.3,-0.3,3,4,0,0,2,Matches
João Moutinho,pt POR,MF,Wolves,34-163,1986,17.6,960,1126,85.3,19480,4520,339,368,92.1,431,470,91.7,173,251,68.9,0,1.7,-1.7,26,73,11,4,74,Matches
Joel Mumbongo,se SWE,FW,Burnley,22-040,1999,0.3,3,4,75.0,25,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25-360,1995,8.2,148,236,62.7,2502,1013,69,88,78.4,55,81,67.9,18,48,37.5,1,0.6,+0.4,8,9,17,4,20,Matches
Shkodran Mustafi,de GER,DF,Arsenal,28-307,1992,0.5,41,48,85.4,1100,210,2,2,100.0,31,34,91.2,8,12,66.7,0,0.0,0.0,0,2,0,0,4,Matches
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-030,1994,3.2,108,120,90.0,1975,489,51,55,92.7,41,46,89.1,15,18,83.3,0,0.0,0.0,1,9,0,0,3,Matches
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-064,1996,10.6,514,584,88.0,9892,2288,204,233,87.6,216,232,93.1,78,96,81.3,1,0.5,+0.5,4,26,0,0,20,Matches
Tanguy Ndombele,fr FRA,MF,Tottenham,24-052,1996,15.1,629,760,82.8,9968,2532,338,388,87.1,215,262,82.1,51,69,73.9,1,1.9,-0.9,12,63,11,0,60,Matches
Reiss Nelson,eng ENG,FW,Arsenal,21-070,1999,0.8,17,30,56.7,319,94,9,9,100.0,6,9,66.7,2,9,22.2,0,0.0,0.0,0,2,1,0,2,Matches
Pedro Neto,pt POR,"FW,MF",Wolves,20-346,2000,22.0,738,936,78.8,11791,2487,404,445,90.8,243,298,81.5,66,134,49.3,4,4.5,-0.5,48,24,29,20,34,Matches
Rúben Neves,pt POR,MF,Wolves,23-342,1997,18.3,1009,1194,84.5,24208,5090,237,277,85.6,494,546,90.5,270,345,78.3,1,1.4,-0.4,19,119,15,2,85,Matches
Eddie Nketiah,eng ENG,FW,Arsenal,21-264,1999,3.6,54,68,79.4,695,64,39,48,81.3,13,17,76.5,1,1,100.0,1,0.6,+0.4,3,0,1,0,1,Matches
Niels Nkounkou,fr FRA,DF,Everton,20-109,2000,0.8,24,29,82.8,441,89,13,13,100.0,7,9,77.8,4,6,66.7,0,0.0,0.0,0,2,0,0,1,Matches
Dan Nlundulu,eng ENG,"FW,MF",Southampton,22-013,1999,1.0,21,28,75.0,376,55,10,13,76.9,10,12,83.3,1,1,100.0,0,0.0,0.0,1,3,1,0,2,Matches
Mark Noble,eng ENG,MF,West Ham,33-286,1987,3.5,166,192,86.5,3185,739,66,73,90.4,74,83,89.2,23,28,82.1,0,0.1,-0.1,2,17,3,1,11,Matches
Oliver Norwood,nir NIR,MF,Sheffield Utd,29-312,1991,12.1,613,780,78.6,13749,3692,182,206,88.3,291,332,87.7,137,235,58.3,0,0.8,-0.8,15,68,15,3,60,Matches
Jack O'Connell,eng ENG,DF,Sheffield Utd,26-326,1994,2.0,60,77,77.9,1225,531,23,24,95.8,24,30,80.0,12,20,60.0,0,0.0,0.0,0,4,2,0,6,Matches
Dara O'Shea,ie IRL,DF,West Brom,21-351,1999,15.4,391,596,65.6,8189,4156,167,193,86.5,140,207,67.6,78,174,44.8,0,0.1,-0.1,4,44,1,0,37,Matches
Michael Obafemi,ie IRL,FW,Southampton,20-227,2000,0.2,3,3,100.0,22,12,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Denis Odoi,be BEL,DF,Fulham,32-267,1988,3.0,153,185,82.7,3165,1036,54,60,90.0,72,82,87.8,25,36,69.4,0,0.1,-0.1,1,11,2,1,10,Matches
Angelo Ogbonna,it ITA,DF,West Ham,32-271,1988,22.7,649,776,83.6,14350,3787,146,166,88.0,373,414,90.1,119,179,66.5,0,1.0,-1.0,3,20,0,0,21,Matches
Robin Olsen,se SWE,GK,Everton,31-041,1990,5.0,98,139,70.5,3553,2497,11,11,100.0,41,41,100.0,46,87,52.9,0,0.0,0.0,0,1,0,0,0,Matches
Josh Onomah,eng ENG,MF,Fulham,23-297,1997,1.6,40,50,80.0,563,116,20,27,74.1,17,18,94.4,0,2,0.0,0,0.0,0.0,1,4,2,0,3,Matches
Divock Origi,be BEL,FW,Liverpool,25-306,1995,2.0,45,59,76.3,565,79,25,30,83.3,15,19,78.9,0,2,0.0,0,0.2,-0.2,2,2,0,0,1,Matches
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-197,1994,9.5,392,499,78.6,6401,2549,218,244,89.3,126,150,84.0,39,84,46.4,0,1.4,-1.4,12,39,16,8,41,Matches
Owen Otasowie,us USA,MF,Wolves,19-304,2001,1.3,35,46,76.1,566,88,17,24,70.8,14,17,82.4,3,4,75.0,1,0.1,+0.9,2,0,0,0,1,Matches
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27-187,1993,2.1,80,106,75.5,1643,333,30,39,76.9,35,43,81.4,12,14,85.7,1,0.2,+0.8,2,12,2,0,10,Matches
Emerson Palmieri,it ITA,DF,Chelsea,26-199,1994,1.0,51,63,81.0,927,203,27,28,96.4,15,19,78.9,8,11,72.7,0,0.0,0.0,0,1,1,1,0,Matches
Thomas Partey,gh GHA,MF,Arsenal,27-250,1993,7.5,400,454,88.1,8042,2283,151,165,91.5,177,191,92.7,63,83,75.9,1,0.5,+0.5,6,57,6,0,49,Matches
Rui Patrício,pt POR,GK,Wolves,33-003,1988,24.0,347,508,68.3,12262,7966,61,62,98.4,99,100,99.0,186,344,54.1,0,0.0,0.0,0,2,0,0,0,Matches
Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-112,1996,1.0,14,32,43.8,798,717,0,0,,3,3,100.0,11,28,39.3,0,0.0,0.0,0,0,0,0,0,Matches
Lee Peltier,eng ENG,DF,West Brom,34-069,1986,2.5,48,76,63.2,895,258,21,23,91.3,22,28,78.6,5,21,23.8,0,0.0,0.0,1,4,2,1,2,Matches
Nicolas Pépé,ci CIV,"FW,MF",Arsenal,25-265,1995,9.0,208,295,70.5,3081,682,118,146,80.8,72,90,80.0,12,31,38.7,0,0.4,-0.4,6,6,8,1,17,Matches
Matheus Pereira,br BRA,"MF,FW",West Brom,24-289,1996,16.3,436,598,72.9,7778,2664,220,256,85.9,135,173,78.0,66,130,50.8,3,2.1,+0.9,33,41,24,6,55,Matches
Ricardo Pereira,pt POR,DF,Leicester City,27-135,1993,3.8,124,172,72.1,1905,720,65,76,85.5,50,65,76.9,7,18,38.9,0,0.1,-0.1,1,4,2,0,10,Matches
Ayoze Pérez,es ESP,"FW,MF",Leicester City,27-210,1993,9.8,247,322,76.7,3436,995,161,187,86.1,68,86,79.1,11,25,44.0,0,1.1,-1.1,18,15,19,4,35,Matches
Kalvin Phillips,eng ENG,MF,Leeds United,25-078,1995,17.5,867,1047,82.8,20266,5102,236,258,91.5,392,433,90.5,226,327,69.1,2,3.0,-1.0,24,105,12,3,75,Matches
Matt Phillips,sco SCO,"MF,DF",West Brom,29-342,1991,8.7,198,291,68.0,3338,1153,96,121,79.3,70,98,71.4,23,51,45.1,1,1.2,-0.2,14,12,12,8,18,Matches
Nathaniel Phillips,eng ENG,DF,Liverpool,23-334,1997,5.5,325,377,86.2,7098,2239,84,93,90.3,181,191,94.8,57,87,65.5,0,0.0,0.0,1,29,0,0,21,Matches
Jordan Pickford,eng ENG,GK,Everton,26-348,1994,18.0,427,649,65.8,14538,10329,107,109,98.2,130,131,99.2,185,402,46.0,0,0.0,0.0,1,14,0,0,0,Matches
Erik Pieters,nl NED,"DF,MF",Burnley,32-195,1988,11.4,338,455,74.3,5968,2219,148,167,88.6,139,175,79.4,38,86,44.2,1,0.2,+0.8,4,24,2,0,23,Matches
Daniel Podence,pt POR,"FW,MF",Wolves,25-120,1995,14.6,380,506,75.1,7045,1871,189,221,85.5,131,174,75.3,53,80,66.3,2,1.0,+1.0,16,38,14,2,55,Matches
Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27-340,1993,15.0,829,999,83.0,15872,3750,376,421,89.3,302,336,89.9,130,195,66.7,0,1.1,-1.1,14,80,20,0,78,Matches
Nick Pope,eng ENG,GK,Burnley,28-305,1992,23.0,363,713,50.9,17087,13677,20,22,90.9,75,79,94.9,268,611,43.9,0,0.2,-0.2,1,26,1,0,0,Matches
Dennis Praet,be BEL,"MF,FW",Leicester City,26-280,1994,7.3,215,272,79.0,3376,766,116,131,88.5,78,100,78.0,14,28,50.0,1,0.8,+0.2,7,9,7,2,18,Matches
Davy Pröpper,nl NED,MF,Brighton,29-169,1991,2.2,67,87,77.0,1260,381,24,32,75.0,36,44,81.8,6,8,75.0,0,0.0,0.0,0,7,5,1,13,Matches
Christian Pulisic,us USA,"FW,MF",Chelsea,22-153,1998,10.7,281,367,76.6,4499,1126,156,185,84.3,99,133,74.4,20,30,66.7,1,1.4,-0.4,12,16,24,1,39,Matches
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-280,1998,24.0,318,692,46.0,14829,11728,31,32,96.9,83,85,97.6,204,573,35.6,0,0.1,-0.1,1,34,0,0,0,Matches
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,19-266,2001,1.8,36,47,76.6,506,128,22,26,84.6,11,13,84.6,1,2,50.0,0,0.0,0.0,1,2,0,0,4,Matches
Kayne Ramsey,eng ENG,DF,Southampton,20-131,2000,1.0,18,26,69.2,286,101,6,7,85.7,8,10,80.0,1,4,25.0,0,0.0,0.0,0,0,0,0,0,Matches
Darren Randolph,ie IRL,GK,West Ham,33-282,1987,1.0,13,22,59.1,496,411,3,3,100.0,3,3,100.0,7,16,43.8,0,0.0,0.0,0,0,0,0,0,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,23-110,1997,21.6,646,815,79.3,10131,1855,353,408,86.5,223,271,82.3,50,81,61.7,6,2.1,+3.9,25,19,30,3,58,Matches
Tim Ream,us USA,DF,Fulham,33-136,1987,5.0,267,292,91.4,5879,1834,74,76,97.4,139,146,95.2,53,67,79.1,0,0.0,0.0,0,15,0,0,13,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,26-349,1994,8.0,266,338,78.7,4503,1027,133,155,85.8,103,129,79.8,24,37,64.9,0,1.0,-1.0,8,16,18,2,37,Matches
Harrison Reed,eng ENG,MF,Fulham,26-022,1995,15.9,827,955,86.6,15634,3850,313,343,91.3,407,449,90.6,96,140,68.6,2,1.1,+0.9,15,65,8,3,60,Matches
Sergio Reguilón,es ESP,DF,Tottenham,24-064,1996,11.8,448,597,75.0,7784,2680,216,250,86.4,192,237,81.0,33,88,37.5,3,1.0,+2.0,8,24,10,6,36,Matches
Bobby Reid,jm JAM,"DF,FW",Fulham,28-016,1993,16.9,385,522,73.8,6335,1894,200,232,86.2,136,180,75.6,35,80,43.8,0,0.7,-0.7,9,24,19,2,43,Matches
Declan Rice,eng ENG,MF,West Ham,22-035,1999,24.0,1001,1171,85.5,19618,4814,399,446,89.5,431,481,89.6,162,215,75.3,1,2.0,-1.0,16,90,19,9,78,Matches
Richarlison,br BRA,"FW,MF",Everton,23-284,1997,17.1,323,449,71.9,4962,1055,188,232,81.0,109,144,75.7,21,36,58.3,3,1.9,+1.1,12,11,8,1,20,Matches
Jaïro Riedewald,nl NED,MF,Crystal Palace,24-162,1996,10.6,328,373,87.9,6049,1577,135,146,92.5,147,163,90.2,39,53,73.6,0,0.9,-0.9,8,34,6,0,31,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,31-161,1989,5.9,166,266,62.4,3285,1463,71,85,83.5,61,87,70.1,32,81,39.5,0,0.7,-0.7,12,13,7,5,17,Matches
Tyler Roberts,wal WAL,"MF,FW",Leeds United,22-037,1999,4.1,97,135,71.9,1591,399,46,59,78.0,35,45,77.8,9,15,60.0,1,0.7,+0.3,5,6,7,0,16,Matches
Andrew Robertson,sco SCO,DF,Liverpool,26-344,1994,23.9,1711,2151,79.5,31410,10363,742,838,88.5,779,903,86.3,171,346,49.4,5,4.2,+0.8,42,123,45,17,178,Matches
Antonee Robinson,us USA,DF,Fulham,23-194,1997,16.5,670,926,72.4,12235,4848,293,341,85.9,297,376,79.0,76,173,43.9,0,1.2,-1.2,21,25,28,16,60,Matches
Callum Robinson,ie IRL,"FW,MF",West Brom,26-016,1995,13.2,229,340,67.4,3581,698,122,156,78.2,74,99,74.7,22,47,46.8,0,0.6,-0.6,10,11,8,6,9,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,27-170,1993,6.7,251,319,78.7,4971,1727,99,110,90.0,104,125,83.2,44,74,59.5,0,0.0,0.0,0,21,1,0,17,Matches
Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,31-273,1989,2.5,16,24,66.7,255,63,7,11,63.6,5,6,83.3,2,4,50.0,0,0.0,0.0,1,2,1,0,3,Matches
Marek Rodák,sk SVK,GK,Fulham,24-067,1996,1.0,19,26,73.1,596,359,3,3,100.0,8,8,100.0,8,15,53.3,0,0.0,0.0,0,0,0,0,0,Matches
Joe Rodon,wal WAL,DF,Tottenham,23-119,1997,4.1,221,249,88.8,4726,1144,61,65,93.8,124,131,94.7,35,51,68.6,0,0.0,0.0,0,5,0,0,7,Matches
Rodri,es ESP,MF,Manchester City,24-241,1996,21.1,1700,1878,90.5,34305,7392,632,674,93.8,752,815,92.3,297,352,84.4,1,1.4,-0.4,17,172,13,1,117,Matches
Rodrigo,es ESP,MF,Leeds United,29-349,1991,11.0,351,465,75.5,6239,1495,168,203,82.8,129,164,78.7,43,67,64.2,1,1.7,-0.7,20,33,15,3,46,Matches
James Rodríguez,co COL,"FW,MF",Everton,29-221,1991,14.3,620,797,77.8,13064,4005,255,296,86.1,206,245,84.1,145,223,65.0,3,3.8,-0.8,32,73,31,5,102,Matches
Jay Rodriguez,eng ENG,"FW,MF",Burnley,31-204,1989,10.5,159,214,74.3,1959,420,106,134,79.1,35,51,68.6,6,12,50.0,2,1.2,+0.8,6,7,6,1,14,Matches
Oriol Romeu,es ESP,MF,Southampton,29-147,1991,17.5,971,1164,83.4,16460,3306,468,529,88.5,413,466,88.6,74,134,55.2,1,1.0,0.0,13,57,13,1,75,Matches
Antonio Rüdiger,de GER,DF,Chelsea,27-352,1993,9.0,665,718,92.6,14227,3517,175,178,98.3,372,383,97.1,112,145,77.2,0,0.3,-0.3,2,41,3,1,22,Matches
Mathew Ryan,au AUS,GK,Brighton,28-316,1992,11.0,314,399,78.7,8454,4146,62,62,100.0,160,160,100.0,92,177,52.0,0,0.0,0.0,0,1,0,0,0,Matches
Mathew Ryan,au AUS,GK,Arsenal,28-316,1992,1.0,17,17,100.0,509,310,2,2,100.0,8,8,100.0,7,7,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23-343,1997,9.1,182,224,81.3,3113,687,83,97,85.6,81,91,89.0,15,22,68.2,3,1.8,+1.2,12,12,5,1,23,Matches
Romain Saïss,ma MAR,DF,Wolves,30-329,1990,14.7,653,785,83.2,14018,5467,198,212,93.4,330,374,88.2,118,179,65.9,0,0.1,-0.1,1,56,2,1,63,Matches
Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-166,2001,19.7,583,793,73.5,9184,2495,321,377,85.1,199,248,80.2,46,118,39.0,2,3.3,-1.3,26,38,20,8,48,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,31-005,1990,3.1,72,82,87.8,1518,639,22,26,84.6,33,33,100.0,16,22,72.7,0,0.0,0.0,0,2,0,0,3,Matches
Mohamed Salah,eg EGY,FW,Liverpool,28-248,1992,21.4,706,843,83.7,10819,2399,419,456,91.9,219,260,84.2,47,76,61.8,3,3.5,-0.5,32,42,48,7,85,Matches
Mohammed Salisu,gh GHA,DF,Southampton,21-307,1999,0.2,9,11,81.8,168,51,3,4,75.0,6,6,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
Davinson Sánchez,co COL,DF,Tottenham,24-251,1996,8.5,439,501,87.6,9395,2355,126,139,90.6,233,253,92.1,76,97,78.4,0,0.0,0.0,0,7,0,0,18,Matches
Robert Sánchez,es ESP,GK,Brighton,23-092,1997,13.0,336,508,66.1,11055,6506,43,44,97.7,157,159,98.7,136,304,44.7,0,0.0,0.0,0,11,0,0,0,Matches
Morgan Sanson,fr FRA,MF,Aston Villa,26-184,1994,0.3,11,12,91.7,138,40,9,9,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Romaine Sawyers,kn SKN,MF,West Brom,29-108,1991,16.5,601,709,84.8,11776,3125,230,260,88.5,274,310,88.4,88,116,75.9,0,0.4,-0.4,5,57,5,2,52,Matches
Dane Scarlett,eng ENG,FW,Tottenham,16-331,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Fabian Schär,ch SUI,DF,Newcastle Utd,29-060,1991,13.4,427,554,77.1,10269,4346,124,138,89.9,193,221,87.3,109,189,57.7,0,0.0,0.0,1,39,11,0,37,Matches
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-057,1992,10.8,198,285,69.5,3034,807,106,137,77.4,73,103,70.9,11,20,55.0,1,0.9,+0.1,11,19,6,1,23,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,34-105,1986,24.0,549,770,71.3,17342,9549,69,70,98.6,245,247,99.2,233,451,51.7,0,0.0,0.0,0,3,0,0,0,Matches
Nélson Semedo,pt POR,DF,Wolves,27-094,1993,20.7,962,1193,80.6,15471,4680,557,609,91.5,307,372,82.5,81,146,55.5,1,0.5,+0.5,10,60,16,8,60,Matches
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-133,1999,4.4,156,179,87.2,2530,564,76,85,89.4,62,69,89.9,12,14,85.7,0,0.3,-0.3,2,7,1,1,7,Matches
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-131,1991,4.5,241,292,82.5,4193,1003,110,123,89.4,91,105,86.7,30,43,69.8,2,1.7,+0.3,11,17,18,3,24,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,35-013,1986,5.8,71,102,69.6,949,158,36,47,76.6,26,36,72.2,0,1,0.0,0,0.4,-0.4,3,2,2,0,5,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,25-221,1995,17.5,975,1207,80.8,15302,6546,559,606,92.2,329,401,82.0,65,145,44.8,5,3.1,+1.9,39,52,27,10,100,Matches
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28-357,1992,15.1,573,789,72.6,14278,4134,172,204,84.3,242,295,82.0,155,274,56.6,1,1.2,-0.2,22,80,15,3,67,Matches
Gylfi Sigurðsson,is ISL,MF,Everton,31-163,1989,14.3,470,591,79.5,8773,2083,198,231,85.7,189,210,90.0,70,123,56.9,2,2.0,0.0,24,32,8,2,32,Matches
Bernardo Silva,pt POR,"MF,FW",Manchester City,26-192,1994,15.5,897,999,89.8,15538,2461,431,464,92.9,356,382,93.2,92,113,81.4,3,2.2,+0.8,17,60,20,0,50,Matches
Fábio Silva,pt POR,FW,Wolves,18-214,2002,8.2,119,159,74.8,1721,243,69,85,81.2,36,45,80.0,7,15,46.7,0,0.3,-0.3,7,3,3,0,7,Matches
Thiago Silva,br BRA,DF,Chelsea,36-149,1984,16.2,1352,1446,93.5,29610,9143,365,380,96.1,726,751,96.7,254,301,84.4,0,0.2,-0.2,3,90,4,0,66,Matches
Moussa Sissoko,fr FRA,MF,Tottenham,31-186,1989,15.3,572,676,84.6,10243,2218,249,286,87.1,249,274,90.9,63,94,67.0,0,0.5,-0.5,5,41,6,2,30,Matches
