player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Chris Richards,us USA,DF,Bayern Munich,20-322,2000,1.0,0,0,0,0,0,0,4,0,1,0,0,0,4,2,3,40.0,Matches
Chris Richards,us USA,DF,Hoffenheim,20-322,2000,1.0,0,0,0,1,0,0,0,0,1,0,0,0,13,3,2,60.0,Matches
Marco Richter,de GER,"FW,MF",Augsburg,23-081,1997,7.9,3,1,1,10,18,2,24,2,5,0,0,0,59,8,16,33.3,Matches
Marc Roca,es ESP,MF,Bayern Munich,24-079,1996,1.0,1,0,0,3,1,0,1,1,2,0,0,0,13,1,2,33.3,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,30-125,1990,9.9,5,0,0,17,13,0,3,19,18,0,0,0,136,19,13,59.4,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,28-038,1993,10.3,0,0,0,5,12,0,37,8,11,0,0,0,91,9,11,45.0,Matches
Sebastian Rudy,de GER,DF,Schalke 04,30-351,1990,2.0,0,0,0,1,0,0,3,0,1,0,0,0,26,5,2,71.4,Matches
Sebastian Rudy,de GER,"MF,DF",Hoffenheim,30-351,1990,11.8,2,0,0,21,11,0,23,3,17,0,0,0,117,9,16,36.0,Matches
Julian Ryerson,no NOR,"DF,MF",Union Berlin,23-088,1997,5.6,1,0,0,5,7,0,6,6,1,0,0,0,51,7,13,35.0,Matches
Frederik Rønnow,dk DEN,GK,Schalke 04,28-193,1992,6.5,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,,Matches
João Victor Santos Sá,br BRA,"FW,MF",Wolfsburg,26-323,1994,2.9,0,0,0,4,3,3,2,2,7,0,0,0,25,6,8,42.9,Matches
Marcel Sabitzer,at AUT,MF,RB Leipzig,26-333,1994,13.1,3,0,0,11,19,4,13,25,17,0,0,0,169,13,14,48.1,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,23-267,1997,10.6,2,0,0,30,28,6,25,7,8,1,0,0,61,19,29,39.6,Matches
Lazar Samardzic,de GER,"MF,FW",RB Leipzig,18-355,2002,2.0,0,0,0,5,3,0,0,5,6,0,0,0,13,1,1,50.0,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,25-033,1996,16.6,0,0,0,28,30,0,5,42,30,0,0,0,223,25,31,44.6,Matches
Jadon Sancho,eng ENG,FW,Dortmund,20-325,2000,16.7,0,0,0,0,14,8,37,10,9,0,0,0,107,3,15,16.7,Matches
Leroy Sané,de GER,"FW,MF",Bayern Munich,25-033,1996,10.4,1,0,0,10,14,4,23,2,10,1,0,0,71,5,15,25.0,Matches
Salif Sané,sn SEN,DF,Schalke 04,30-172,1990,8.5,4,0,0,11,12,0,3,12,5,0,1,0,131,52,8,86.7,Matches
Baptiste Santamaria,fr FRA,MF,Freiburg,25-341,1995,15.1,2,0,0,16,20,1,16,27,26,0,0,0,185,34,25,57.6,Matches
Josh Sargent,us USA,FW,Werder Bremen,20-359,2000,16.2,3,0,0,26,28,4,7,11,16,0,0,0,88,35,72,32.7,Matches
Bouna Sarr,gn GUI,DF,Bayern Munich,29-013,1992,3.0,0,0,0,7,3,0,5,1,3,0,0,0,38,6,5,54.5,Matches
Patrik Schick,cz CZE,FW,Leverkusen,25-020,1996,10.5,1,0,0,14,11,6,1,0,6,0,0,0,36,42,42,50.0,Matches
Sven Schipplock,de GER,"FW,MF",Arminia,32-097,1988,6.8,3,0,0,30,23,3,8,2,5,0,0,0,46,17,22,43.6,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,23-138,1997,16.9,4,0,0,22,19,0,5,22,46,1,0,0,217,33,29,53.2,Matches
Keven Schlotterbeck,de GER,DF,Freiburg,23-291,1997,12.4,1,0,0,12,21,0,1,18,6,0,0,1,121,33,22,60.0,Matches
Nico Schlotterbeck,de GER,DF,Union Berlin,21-074,1999,4.3,3,1,1,7,7,0,0,8,5,0,1,0,47,13,15,46.4,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,30-232,1990,14.9,2,0,0,10,10,0,37,7,20,0,0,0,131,13,15,46.4,Matches
Romano Schmid,at AUT,FW,Werder Bremen,21-017,2000,5.3,1,0,0,8,10,2,5,6,8,1,0,0,43,3,10,23.1,Matches
Benno Schmitz,de GER,DF,Köln,26-088,1994,1.3,0,0,0,5,2,0,0,3,3,0,0,0,10,2,2,50.0,Matches
Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,27-006,1994,7.9,0,0,0,9,12,3,5,2,10,0,0,0,62,7,12,36.8,Matches
Nico Schulz,de GER,DF,Dortmund,27-318,1993,1.6,0,0,0,4,1,0,3,2,3,0,0,0,21,2,2,50.0,Matches
Alexander Schwolow,de GER,GK,Hertha BSC,28-256,1992,18.0,0,0,0,0,2,0,0,0,0,0,0,0,75,0,0,,Matches
Davie Selke,de GER,FW,Werder Bremen,26-024,1995,4.1,4,0,0,10,13,4,4,1,2,0,0,0,25,36,33,52.2,Matches
Suat Serdar,de GER,MF,Schalke 04,23-308,1997,11.5,2,0,0,13,24,1,5,16,24,1,0,1,107,12,10,54.5,Matches
Ryan Sessegnon,eng ENG,DF,Hoffenheim,20-271,2000,9.2,2,0,0,18,4,4,29,8,14,0,0,0,84,7,9,43.8,Matches
Nils Seufert,de GER,"MF,FW",Arminia,24-010,1997,3.3,1,0,0,5,7,0,2,2,7,0,0,0,28,3,3,50.0,Matches
André Silva,pt POR,FW,Eint Frankfurt,25-099,1995,18.1,0,0,0,9,24,16,9,3,4,3,0,0,76,50,78,39.1,Matches
Jóan Símun Edmundsson,fo FRO,"MF,FW",Arminia,29-202,1991,0.6,0,0,0,3,2,0,0,0,1,0,0,0,1,1,3,25.0,Matches
Daley Sinkgraven,nl NED,DF,Leverkusen,25-224,1995,14.7,3,0,0,14,21,1,16,18,20,0,1,0,179,11,17,39.3,Matches
Tobias Sippel,de GER,GK,M'Gladbach,32-328,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Ellyes Skhiri,tn TUN,MF,Köln,25-279,1995,18.2,3,0,0,25,12,1,2,51,25,0,0,0,220,23,22,51.1,Matches
Robert Skov,dk DEN,"DF,FW",Hoffenheim,24-269,1996,7.1,0,1,0,7,7,3,24,4,11,0,0,0,49,4,11,26.7,Matches
Steven Skrzybski,de GER,FW,Schalke 04,28-087,1992,4.1,2,0,0,4,12,2,4,5,5,0,0,0,30,3,6,33.3,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,32-058,1988,19.0,1,0,0,0,1,0,0,0,0,0,0,0,83,0,0,,Matches
Borna Sosa,hr CRO,DF,Stuttgart,23-023,1998,12.5,1,0,0,10,7,1,80,16,7,0,1,0,91,13,10,56.5,Matches
Cebio Soukou,bj BEN,"FW,MF",Arminia,28-134,1992,4.7,2,0,0,7,6,1,2,1,6,0,0,0,33,4,6,40.0,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,24-007,1997,13.1,4,0,0,22,18,1,4,28,23,0,0,0,132,16,18,47.1,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,24-117,1996,18.0,3,0,0,22,19,1,9,23,24,0,0,1,169,31,45,40.8,Matches
Benjamin Stambouli,fr FRA,"MF,DF",Schalke 04,30-184,1990,14.0,4,0,0,14,10,2,5,30,28,0,0,0,166,25,21,54.3,Matches
Niklas Stark,de GER,"MF,DF",Hertha BSC,25-305,1995,19.9,1,0,0,32,17,2,5,25,23,0,0,0,189,41,32,56.2,Matches
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,29-102,1991,14.0,2,0,0,25,14,3,29,12,11,0,0,0,116,22,19,53.7,Matches
Pascal Stenzel,de GER,DF,Stuttgart,24-330,1996,11.4,3,1,1,16,4,0,4,13,15,0,1,0,161,8,8,50.0,Matches
Lars Stindl,de GER,"MF,FW",M'Gladbach,32-171,1988,14.1,4,0,0,29,22,4,5,4,13,0,0,0,100,19,30,38.8,Matches
Kevin Stöger,at AUT,"MF,FW",Mainz 05,27-170,1993,4.0,2,0,0,8,14,1,7,8,6,0,0,0,39,2,4,33.3,Matches
Tobias Strobl,de GER,MF,Augsburg,30-277,1990,13.9,2,0,0,12,23,0,7,20,10,0,0,0,134,20,28,41.7,Matches
Marek Suchý,cz CZE,DF,Augsburg,32-321,1988,1.9,1,0,0,4,3,0,1,0,2,0,0,0,14,5,3,62.5,Matches
Niklas Süle,de GER,DF,Bayern Munich,25-163,1995,9.9,1,0,0,4,2,0,2,12,12,0,0,0,110,20,12,62.5,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,33-066,1987,1.7,0,0,0,6,2,0,2,1,3,0,0,0,14,12,12,50.0,Matches
Frederik Sørensen,dk DEN,DF,Köln,28-305,1992,1.1,2,0,0,5,1,0,0,0,2,0,0,0,14,5,3,62.5,Matches
Alexander Sørloth,no NOR,FW,RB Leipzig,25-070,1995,9.9,2,0,0,15,6,6,15,4,4,1,0,0,29,68,28,70.8,Matches
Jonathan Tah,de GER,DF,Leverkusen,25-002,1996,13.5,2,0,0,17,7,1,0,34,12,0,0,0,196,43,21,67.2,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,22-011,1999,16.5,0,0,0,29,5,3,1,28,20,0,0,1,247,39,27,59.1,Matches
Niklas Tauer,de GER,"MF,DF",Mainz 05,19-362,2001,0.8,0,0,0,0,1,0,1,0,0,0,0,0,10,4,3,57.1,Matches
Lino Tempelmann,de GER,"MF,DF",Freiburg,22-011,1999,2.6,2,0,0,4,5,0,3,0,2,0,0,0,40,6,4,60.0,Matches
Cedric Teuchert,de GER,"FW,MF",Union Berlin,24-030,1997,6.6,1,0,0,13,12,2,1,10,5,0,0,0,42,3,22,12.0,Matches
Malick Thiaw,fi FIN,DF,Schalke 04,19-189,2001,6.4,2,0,0,10,2,2,1,9,9,0,0,1,51,18,18,50.0,Matches
Jan Thielmann,de GER,FW,Köln,18-263,2002,8.8,0,0,0,10,6,1,11,5,5,0,0,0,75,10,20,33.3,Matches
Erik Thommy,de GER,DF,Stuttgart,26-177,1994,0.6,0,0,0,1,2,0,3,3,0,0,0,0,4,0,1,0.0,Matches
Marcus Thuram,fr FRA,"FW,MF",M'Gladbach,23-191,1997,9.3,3,1,0,21,20,3,8,8,7,3,0,0,69,36,32,52.9,Matches
Steffen Tigges,de GER,"FW,DF",Dortmund,22-197,1998,0.2,0,0,0,1,0,0,0,0,3,0,0,0,2,3,1,75.0,Matches
Guus Til,nl NED,"FW,MF",Freiburg,23-053,1997,0.2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,33.3,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,26-194,1994,7.1,0,1,0,7,11,2,4,3,10,0,0,0,70,14,9,60.9,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,31-207,1989,11.6,0,0,0,8,13,0,0,27,7,0,0,0,119,29,7,80.6,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,23-190,1997,7.5,2,0,0,9,1,0,1,14,4,0,0,0,61,20,15,57.1,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,24-291,1996,6.4,1,0,0,11,1,6,33,8,11,0,1,0,53,15,16,48.4,Matches
Lucas Tousart,fr FRA,MF,Hertha BSC,23-290,1997,13.8,4,0,0,20,13,0,5,21,15,0,0,0,168,46,30,60.5,Matches
Ibrahima Traoré,gn GUI,FW,M'Gladbach,32-298,1988,0.9,0,0,0,0,1,1,4,0,0,0,0,0,4,0,0,,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,30-220,1990,20.0,0,0,0,0,2,0,0,0,0,0,0,0,105,0,0,,Matches
Christopher Trimmel,at AUT,DF,Union Berlin,33-355,1987,16.1,6,0,0,19,7,2,44,26,22,0,0,0,154,16,15,51.6,Matches
Tuta,br BRA,DF,Eint Frankfurt,21-224,1999,6.3,3,0,0,11,4,0,1,13,8,0,0,0,79,22,10,68.8,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,22-109,1998,17.8,3,0,0,22,6,0,2,21,23,0,0,0,265,61,23,72.6,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,29-173,1991,14.4,4,0,0,24,24,9,18,15,16,0,0,0,67,6,14,30.0,Matches
Ruben Vargas,ch SUI,"MF,FW",Augsburg,22-192,1998,12.0,2,0,0,21,20,5,12,15,9,0,0,0,87,8,20,28.6,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,25-140,1995,10.5,0,0,0,3,3,0,1,12,10,0,0,0,73,16,28,36.4,Matches
Andreas Voglsammer,de GER,MF,Arminia,29-035,1992,0.6,0,0,0,1,1,0,0,0,1,0,0,0,2,4,4,50.0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,29-143,1991,15.5,4,0,0,15,9,0,0,7,11,0,1,0,172,17,10,63.0,Matches
Silas Wamangituka,cd COD,"DF,FW",Stuttgart,21-130,1999,16.4,5,0,0,27,30,11,29,19,21,1,0,0,111,10,25,28.6,Matches
Wout Weghorst,nl NED,FW,Wolfsburg,28-190,1992,18.9,3,0,0,17,16,16,5,5,6,0,0,0,96,76,46,62.3,Matches
Mitchell Weiser,de GER,DF,Leverkusen,26-298,1994,2.5,0,0,0,2,3,0,4,2,2,0,0,0,26,3,3,50.0,Matches
Wendell,br BRA,DF,Leverkusen,27-208,1993,4.9,0,0,0,9,6,0,6,9,7,0,0,0,69,8,4,66.7,Matches
Oscar Wendt,se SWE,DF,M'Gladbach,35-112,1985,10.5,3,0,0,14,2,2,15,10,5,0,0,0,78,8,17,32.0,Matches
William,br BRA,FW,Wolfsburg,25-316,1995,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
William,br BRA,"DF,FW",Schalke 04,25-316,1995,1.2,0,0,0,2,0,0,0,7,2,0,0,0,8,1,2,33.3,Matches
Florian Wirtz,de GER,MF,Leverkusen,17-286,2003,15.7,1,0,0,14,10,3,10,14,11,0,0,0,131,5,25,16.7,Matches
Axel Witsel,be BEL,MF,Dortmund,32-032,1989,12.6,4,0,0,15,20,0,1,14,15,0,0,0,152,20,5,80.0,Matches
Hannes Wolf,at AUT,"FW,MF",M'Gladbach,21-303,1999,9.6,0,0,0,23,20,1,3,4,12,0,0,0,72,5,14,26.3,Matches
Marius Wolf,de GER,"DF,MF",Köln,25-262,1995,16.3,2,0,0,19,36,3,32,20,11,1,1,0,124,16,34,32.0,Matches
Nick Woltemade,de GER,"MF,FW",Werder Bremen,18-365,2002,1.6,1,0,0,2,2,0,1,1,1,0,0,0,12,3,7,30.0,Matches
Jeong Woo-yeong,kr KOR,"FW,MF",Freiburg,21-146,1999,5.7,0,0,0,5,8,0,6,7,3,0,0,0,42,6,8,42.9,Matches
Joscha Wosz,de GER,"DF,FW",RB Leipzig,18-208,2002,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,Matches
Reinhold Yabo,de GER,"MF,FW",Arminia,29-003,1992,7.2,1,0,0,6,6,5,3,7,7,0,0,0,40,4,10,28.6,Matches
Amin Younes,de GER,"FW,MF",Eint Frankfurt,27-191,1993,8.9,3,0,0,27,15,4,16,5,10,0,0,0,55,0,16,0.0,Matches
Dan-Axel Zagadou,fr FRA,DF,Dortmund,21-255,1999,1.9,0,0,0,0,1,0,0,3,1,0,0,0,35,9,2,81.8,Matches
Denis Zakaria,ch SUI,"MF,DF",M'Gladbach,24-085,1996,7.5,3,0,0,12,6,0,0,11,13,0,0,0,59,10,9,52.6,Matches
Deyovaisio Zeefuik,nl NED,"DF,MF",Hertha BSC,22-339,1998,3.9,2,1,1,12,9,0,7,4,8,0,1,0,45,12,10,54.5,Matches
Robin Zentner,de GER,GK,Mainz 05,26-108,1994,19.0,1,0,0,0,3,0,0,0,0,0,0,0,123,0,1,0.0,Matches
Ron-Robert Zieler,de GER,GK,Köln,32-001,1989,0.6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Joshua Zirkzee,nl NED,FW,Bayern Munich,19-267,2001,1.0,0,0,0,2,1,1,0,0,0,0,0,0,6,2,3,40.0,Matches
Steven Zuber,ch SUI,DF,Eint Frankfurt,29-180,1991,5.1,1,0,0,11,9,1,12,1,10,0,0,0,40,1,8,11.1,Matches
