player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Adrián Marín,es ESP,DF,Granada,24-035,1997,0.5,25,15,10,0,0,2,0,0,0,0,0,0,11,3,11,14,0,1,10,0,16,0,1,1,0,Matches
Roger Martí,es ESP,FW,Levante,30-041,1991,13.9,333,311,22,1,2,60,9,13,0,0,0,0,236,47,50,36,268,11,0,11,227,5,5,12,19,Matches
Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4.0,175,140,35,4,0,11,3,8,0,0,0,0,108,44,23,132,10,0,31,0,141,0,2,4,8,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19.0,976,913,63,54,1,70,58,7,0,0,0,0,639,107,230,682,200,59,9,5,813,4,19,14,14,Matches
Javi Martínez,es ESP,MF,Osasuna,21-053,1999,2.1,59,59,0,0,0,5,1,0,0,0,0,0,31,11,17,4,44,9,0,1,42,0,1,1,2,Matches
Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16.0,479,284,195,53,0,24,7,0,0,0,0,0,117,23,339,11,367,0,0,54,250,3,15,1,1,Matches
Jaime Mata,es ESP,FW,Getafe,32-112,1988,13.0,350,333,17,0,0,79,6,18,1,1,0,0,200,77,73,34,232,42,6,7,234,1,8,10,20,Matches
Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,0.3,5,5,0,0,0,1,1,0,0,0,0,0,3,1,1,1,4,0,0,0,3,0,0,0,1,Matches
Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,14.6,744,714,30,16,3,128,9,2,3,0,0,0,613,83,48,66,615,28,5,13,666,1,9,13,14,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,16.5,619,595,24,8,3,114,21,10,9,3,5,0,436,90,93,507,59,32,4,4,480,1,11,21,25,Matches
Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,13.8,305,283,22,1,0,66,16,26,0,0,0,0,144,59,102,32,204,22,15,3,173,5,12,10,23,Matches
Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,0.7,11,11,0,0,0,4,0,0,0,0,0,0,8,3,0,0,9,2,0,0,5,0,1,0,2,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,16.5,1021,903,118,9,1,112,21,32,0,0,0,0,769,152,100,629,260,15,109,3,918,3,8,18,16,Matches
Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,19.2,973,952,21,20,4,212,26,8,0,0,0,0,652,138,183,770,98,53,1,5,744,12,24,18,29,Matches
Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,4.7,198,162,36,11,0,26,14,13,22,8,8,1,121,26,51,165,19,7,3,2,127,4,4,8,18,Matches
Roque Mesa,es ESP,MF,Valladolid,31-251,1989,7.8,411,378,33,15,1,53,25,9,16,7,2,2,304,30,77,74,317,15,0,1,324,2,6,11,10,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,17.6,1275,1147,128,50,12,218,25,32,61,23,11,3,990,119,166,1129,120,6,1,10,1043,9,16,26,47,Matches
Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,4.0,172,166,6,5,0,36,4,1,0,0,0,0,129,20,23,18,141,10,1,1,149,0,5,1,5,Matches
Míchel,es ESP,MF,Valladolid,32-199,1988,6.3,370,321,49,33,0,64,21,17,14,6,4,0,235,41,94,40,306,16,2,1,290,1,9,7,10,Matches
Éder Militão,br BRA,"DF,MF",Real Madrid,23-026,1998,2.6,178,173,5,4,0,16,16,0,0,0,0,0,134,15,29,25,136,9,1,2,159,0,1,3,2,Matches
Luis Milla,es ESP,MF,Granada,26-129,1994,13.9,535,478,57,36,1,96,27,10,17,5,6,1,348,42,145,48,452,22,1,1,416,5,12,13,10,Matches
Pere Milla,es ESP,"FW,MF",Elche,28-143,1992,12.7,334,325,9,0,0,98,5,3,0,0,0,0,229,55,50,233,51,22,4,13,248,3,10,10,18,Matches
Alejandro Millán,es ESP,FW,Villarreal,21-098,1999,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
Santi Mina,es ESP,FW,Celta Vigo,25-068,1995,14.6,319,304,15,1,0,90,9,3,0,0,0,0,188,67,64,22,217,28,3,13,239,2,8,6,13,Matches
Óscar Mingueza,es ESP,DF,Barcelona,21-276,1999,9.7,684,637,47,17,1,60,4,8,0,0,0,0,570,66,48,67,566,18,29,1,616,1,8,6,11,Matches
Rafa Mir,es ESP,FW,Huesca,23-240,1997,16.3,254,240,14,0,0,85,7,13,0,0,0,0,120,73,61,14,154,37,1,8,149,6,8,6,19,Matches
Jorge Miramón,es ESP,DF,Levante,31-256,1989,13.0,711,583,128,6,0,57,13,33,0,0,0,0,407,161,143,25,530,26,122,1,564,1,15,18,30,Matches
Juan Miranda,es ESP,DF,Betis,21-025,2000,7.8,435,338,97,6,0,24,9,25,2,1,1,0,219,95,121,286,20,26,89,3,315,2,12,12,10,Matches
Luka Modrić,hr CRO,MF,Real Madrid,35-157,1985,18.1,1347,1280,67,39,6,158,60,34,18,4,8,1,1018,150,179,158,1144,14,10,10,1176,4,19,23,26,Matches
Johan Mojica,co COL,DF,Elche,28-176,1992,4.3,204,176,28,4,0,32,2,14,0,0,0,0,121,42,41,164,8,6,24,0,151,1,1,7,12,Matches
Guillem Molina Gutiérrez,es ESP,DF,Valencia,20-286,2000,0.8,26,21,5,1,0,3,0,0,0,0,0,0,17,7,2,0,18,2,4,0,19,0,1,1,0,Matches
Jorge Molina,es ESP,"FW,MF",Granada,38-297,1982,7.7,200,182,18,0,2,64,4,3,0,0,0,0,108,43,49,50,94,21,1,3,116,1,4,5,14,Matches
Victor Mollejo,es ESP,"MF,DF",Getafe,20-023,2001,0.8,34,31,3,0,0,5,0,2,0,0,0,0,21,6,7,22,4,4,3,0,24,0,0,0,2,Matches
Jon Moncayola,es ESP,MF,Osasuna,22-276,1998,17.5,635,624,11,6,1,81,29,11,1,0,1,0,397,86,152,55,513,43,4,3,509,0,20,10,10,Matches
Nacho Monreal,es ESP,DF,Real Sociedad,34-353,1986,11.1,638,526,112,12,1,79,3,21,0,0,0,0,402,133,103,433,55,33,100,2,522,5,4,4,28,Matches
Ángel Montoro,es ESP,MF,Granada,32-233,1988,9.2,406,335,71,45,2,62,34,20,16,3,3,3,219,51,136,40,344,10,2,2,284,5,19,6,15,Matches
Martín Montoya,es ESP,DF,Betis,29-305,1991,2.6,158,130,28,4,0,14,3,5,0,0,0,0,94,30,34,19,101,8,24,0,123,1,3,3,4,Matches
Emre Mor,tr TUR,"FW,MF",Celta Vigo,23-204,1997,5.6,124,110,14,4,0,24,2,4,2,2,0,0,89,22,13,104,10,3,2,1,95,0,5,6,2,Matches
Jon Morcillo,es ESP,"FW,MF",Athletic Club,22-151,1998,6.2,232,192,40,15,0,38,23,45,23,7,13,1,114,28,90,186,29,8,2,1,135,1,8,3,9,Matches
Álex Moreno,es ESP,DF,Betis,27-250,1993,14.4,886,745,141,8,0,94,17,35,1,0,1,0,518,184,184,623,64,51,132,3,700,4,21,13,26,Matches
Gerard Moreno,es ESP,"FW,MF",Villarreal,28-312,1992,16.2,619,608,11,0,6,165,17,29,0,0,0,0,397,108,114,439,121,22,2,6,415,9,16,21,31,Matches
Tete Morente,es ESP,"MF,FW",Elche,24-071,1996,13.7,432,424,8,3,0,83,15,20,2,1,1,0,302,71,59,63,324,27,2,3,339,2,4,4,21,Matches
Loren Morón,es ESP,FW,Betis,27-045,1993,7.2,123,114,9,0,0,40,6,1,0,0,0,0,70,26,27,4,91,8,1,5,81,1,3,1,6,Matches
Pedro Mosquera,es ESP,MF,Huesca,32-298,1988,17.9,936,870,66,66,0,174,43,1,0,0,0,0,657,83,196,767,95,53,0,1,809,0,9,13,7,Matches
Javi Moyano,es ESP,DF,Valladolid,34-356,1986,1.1,41,27,14,2,0,6,1,1,0,0,0,0,17,5,19,4,20,2,12,0,28,0,1,0,1,Matches
Iker Muniain,es ESP,"MF,FW",Athletic Club,28-056,1992,15.6,682,619,63,20,0,91,17,19,13,5,6,0,506,104,72,41,595,17,16,4,563,5,7,19,15,Matches
Aihen Muñoz,es ESP,DF,Real Sociedad,23-181,1997,11.0,590,454,136,6,0,57,9,41,2,2,0,0,282,114,194,382,43,31,128,1,400,1,18,17,27,Matches
Joaquín Muñoz,es ESP,FW,Huesca,21-340,1999,0.5,19,16,3,0,0,6,0,0,0,0,0,0,10,6,3,3,11,0,3,1,12,1,0,0,3,Matches
Jeison Murillo,co COL,DF,Celta Vigo,28-262,1992,20.5,1096,1056,40,36,1,75,53,0,0,0,0,0,859,90,147,277,746,41,4,4,981,0,19,6,7,Matches
Yunus Musah,us USA,MF,Valencia,18-076,2002,13.1,335,327,8,1,0,67,5,14,2,0,1,0,246,56,33,43,261,15,5,3,248,2,8,5,11,Matches
Yoshinori Mutō,jp JPN,"FW,MF",Eibar,28-213,1992,10.7,198,188,10,1,2,52,1,6,0,0,0,0,113,46,39,42,89,28,3,9,130,0,4,7,15,Matches
Nacho,es ESP,DF,Valladolid,31-343,1989,16.0,842,666,176,30,0,89,28,32,2,0,0,0,383,169,290,562,100,27,144,3,604,6,14,24,36,Matches
Nacho,es ESP,DF,Real Madrid,31-026,1990,8.5,449,415,34,9,0,42,16,7,0,0,0,0,326,63,60,70,338,8,25,1,398,2,5,2,9,Matches
Nano,es ESP,"FW,MF",Cádiz,26-008,1995,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,Matches
Roberto Navarro,es ESP,MF,Real Sociedad,18-307,2002,0.4,22,19,3,1,0,5,1,0,2,0,0,2,16,3,3,3,18,1,0,0,17,0,1,0,1,Matches
Ximo Navarro,es ESP,DF,Alavés,31-021,1990,15.4,640,476,164,19,0,53,22,16,0,0,0,0,312,123,205,65,377,41,145,2,488,1,16,10,11,Matches
Jesús Navas,es ESP,DF,Sevilla,35-084,1985,17.2,1207,1020,187,21,0,116,32,86,1,0,0,0,661,257,289,80,914,40,165,2,947,7,23,19,53,Matches
Raúl Navas,es ESP,DF,Osasuna,32-278,1988,1.9,58,55,3,3,0,8,3,0,0,0,0,0,31,4,23,11,42,2,0,2,45,0,0,2,0,Matches
Álvaro Negredo,es ESP,FW,Cádiz,35-177,1985,14.9,332,295,37,1,6,114,14,8,0,0,0,0,121,116,95,181,31,36,2,12,189,1,10,5,15,Matches
Neto,br BRA,GK,Barcelona,31-209,1989,6.0,191,146,45,4,0,22,1,0,0,0,0,0,140,9,42,20,141,0,0,30,170,0,1,0,1,Matches
Carlos Neva,es ESP,DF,Granada,24-246,1996,18.1,570,379,191,7,0,56,10,27,1,1,0,0,242,160,168,320,36,25,183,2,408,0,17,7,35,Matches
Mamor Niang,sn SEN,"FW,MF",Getafe,19-009,2002,0.2,5,3,2,0,0,0,0,0,0,0,0,0,4,0,1,2,2,0,0,1,4,0,0,0,0,Matches
Manuel Nieto,es ESP,"FW,MF",Cádiz,22-321,1998,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,5,0,0,0,1,Matches
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,26-084,1994,10.7,599,584,15,6,0,103,8,15,0,0,0,0,421,87,91,405,118,34,9,6,510,1,10,9,8,Matches
Nino,es ESP,"MF,FW",Elche,40-248,1980,2.1,92,88,4,0,0,15,5,3,0,0,0,0,58,18,16,11,68,3,1,8,79,0,0,1,1,Matches
Fernando Niño,es ESP,FW,Villarreal,20-112,2000,5.2,111,102,9,1,0,27,3,1,0,0,0,0,80,18,13,17,84,2,0,1,86,0,2,2,7,Matches
Nolito,es ESP,"MF,FW",Celta Vigo,34-121,1986,17.6,591,517,74,38,4,67,14,20,25,7,9,3,376,82,133,37,521,20,8,4,419,6,10,22,23,Matches
Unai Núñez,es ESP,DF,Athletic Club,24-014,1997,10.1,566,545,21,17,1,37,45,1,0,0,0,0,399,48,119,54,471,23,4,1,486,2,10,11,4,Matches
Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22-253,1998,1.6,81,77,4,3,0,15,3,0,0,0,0,0,65,9,7,6,71,3,0,0,70,0,3,3,0,Matches
Allan Nyom,cm CMR,"MF,DF",Getafe,32-279,1988,15.2,557,450,107,8,0,73,25,54,1,0,0,0,228,130,199,103,274,55,98,4,373,2,18,9,26,Matches
Jan Oblak,si SVN,GK,Atlético Madrid,28-037,1993,20.0,543,320,223,49,0,30,14,0,0,0,0,0,189,24,330,26,430,0,2,58,343,2,20,3,0,Matches
Lucas Ocampos,ar ARG,FW,Sevilla,26-217,1994,18.3,640,604,36,5,3,129,17,35,0,0,0,0,429,111,100,50,507,28,31,5,485,2,14,19,36,Matches
Álvaro Odriozola,es ESP,DF,Real Madrid,25-061,1995,2.5,129,103,26,1,0,9,0,10,0,0,0,0,88,23,18,4,98,1,25,1,113,0,1,2,3,Matches
Shinji Okazaki,jp JPN,"FW,MF",Huesca,34-303,1986,10.6,147,135,12,1,0,51,1,3,0,0,0,0,96,34,17,22,94,9,0,4,111,0,0,3,5,Matches
Lucas Olaza,uy URU,DF,Celta Vigo,26-207,1994,17.9,1003,839,164,30,1,83,12,43,3,0,3,0,571,210,222,759,62,33,131,3,774,4,10,18,36,Matches
Lucas Olaza,uy URU,DF,Valladolid,26-207,1994,1.0,46,34,12,1,0,10,0,0,0,0,0,0,20,10,16,29,1,4,11,0,35,0,0,0,1,Matches
Paulo Oliveira,pt POR,DF,Eibar,29-036,1992,15.2,544,522,22,22,1,84,22,0,0,0,0,0,238,49,257,35,399,77,0,1,350,2,34,2,4,Matches
Mathías Olivera,uy URU,DF,Getafe,23-105,1997,15.3,643,499,144,10,0,108,13,33,0,0,0,0,293,179,171,383,53,38,134,4,461,2,9,14,31,Matches
Javier Ontiveros,es ESP,"FW,MF",Huesca,23-157,1997,9.9,445,415,30,13,4,82,20,17,11,3,5,0,313,57,75,31,386,15,6,3,345,2,8,17,14,Matches
Fabián Orellana,cl CHI,"MF,FW",Valladolid,35-017,1986,13.8,496,438,58,14,0,76,25,32,19,3,4,1,304,85,107,73,371,32,11,3,363,4,13,15,25,Matches
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,23-298,1997,12.9,525,445,80,26,0,81,33,32,48,17,19,5,312,83,130,409,67,26,6,8,376,0,15,9,27,Matches
Fernando Pacheco,es ESP,GK,Alavés,28-271,1992,22.0,643,376,267,85,0,20,20,0,0,0,0,0,218,27,398,368,151,0,0,62,441,5,12,2,2,Matches
Ante Palaversa,hr CRO,"MF,FW",Getafe,20-313,2000,0.1,11,7,4,0,0,0,0,0,3,1,2,0,5,1,5,1,9,0,1,0,8,0,0,0,0,Matches
Daniel Parejo,es ESP,MF,Villarreal,31-303,1989,19.8,1614,1482,132,82,2,182,79,18,46,17,15,2,1250,155,209,190,1357,38,4,12,1445,6,9,19,30,Matches
Marvin Olawale Akinlabi Park,es ESP,"DF,FW",Real Madrid,20-225,2000,1.0,60,50,10,0,0,12,1,4,0,0,0,0,39,16,5,3,43,0,10,0,49,0,1,1,1,Matches
Thomas Partey,gh GHA,MF,Atlético Madrid,27-245,1993,2.2,220,217,3,2,0,28,9,0,1,1,0,0,170,15,35,14,197,4,0,2,196,0,2,6,1,Matches
John Patrick,es ESP,"MF,DF",Getafe,17-142,2003,0.7,21,21,0,0,0,4,0,0,0,0,0,0,12,6,3,4,12,3,0,1,11,0,0,1,4,Matches
Gabriel Paulista,br BRA,DF,Valencia,30-079,1990,15.2,672,632,40,35,0,67,31,0,0,0,0,0,481,72,119,60,557,34,5,5,587,4,12,5,5,Matches
Alfonso Pedraza,es ESP,DF,Villarreal,24-310,1996,14.7,779,659,120,3,0,98,10,48,1,0,0,0,494,180,105,561,54,26,116,4,609,1,22,11,44,Matches
Pedri,es ESP,MF,Barcelona,18-080,2002,14.7,881,852,29,8,4,134,21,7,16,2,0,0,738,81,62,157,706,9,4,2,757,3,9,21,23,Matches
Rubén Peña,es ESP,"DF,FW",Villarreal,29-210,1991,7.7,410,353,57,8,0,45,7,21,0,0,0,0,252,83,75,31,312,7,49,2,324,3,5,10,13,Matches
Alberto Perea,es ESP,MF,Cádiz,30-056,1990,10.4,343,323,20,4,1,77,13,18,6,2,3,0,226,62,55,54,267,8,10,1,255,1,8,9,15,Matches
Iñigo Pérez,es ESP,"MF,DF",Osasuna,33-026,1988,13.2,604,498,106,31,0,77,22,25,13,3,4,1,330,118,156,446,47,38,62,3,423,1,12,19,22,Matches
Kike Pérez,es ESP,MF,Valladolid,23-365,1997,9.5,382,375,7,4,4,77,18,8,0,0,0,0,277,42,63,270,75,13,1,3,308,1,9,10,10,Matches
Lucas Pérez,es ESP,FW,Alavés,32-156,1988,11.5,397,286,111,42,1,60,35,26,47,10,17,8,226,53,118,352,30,9,1,0,252,1,14,8,24,Matches
Luis Pérez,es ESP,DF,Valladolid,26-009,1995,10.2,455,354,101,4,0,50,6,24,0,0,0,0,215,100,140,4,315,25,97,2,320,2,9,8,17,Matches
Nehuén Pérez,ar ARG,DF,Granada,20-234,2000,3.3,80,74,6,5,0,12,3,0,0,0,0,0,47,14,19,16,53,6,1,0,56,1,5,1,0,Matches
Tomás Pina Isla,es ESP,MF,Alavés,33-122,1987,15.8,495,486,9,7,0,78,4,0,0,0,0,0,341,70,84,222,204,44,2,3,404,0,7,9,8,Matches
Yeremi Pino,es ESP,"FW,MF",Villarreal,18-116,2002,4.4,163,161,2,0,2,36,0,5,0,0,0,0,126,22,15,20,128,8,2,1,127,0,1,7,8,Matches
Gerard Piqué,es ESP,DF,Barcelona,34-011,1987,7.7,553,531,22,18,0,42,15,0,0,0,0,0,453,48,52,21,480,28,3,9,519,0,5,1,2,Matches
Miralem Pjanić,ba BIH,MF,Barcelona,30-317,1990,5.7,618,583,35,19,1,74,6,1,13,4,1,0,507,62,49,44,546,14,3,6,563,1,5,8,10,Matches
Óscar Plano,es ESP,"MF,FW",Valladolid,30-002,1991,15.5,476,453,23,6,1,85,12,21,13,0,1,0,299,78,99,338,61,43,3,4,349,4,12,14,19,Matches
Dani Plomer,es ESP,FW,Granada,22-075,1998,0.5,3,3,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,Matches
Jorge Pombo,es ESP,"FW,MF",Cádiz,26-357,1994,4.6,141,134,7,3,0,19,9,7,4,4,0,0,88,20,33,14,117,5,0,3,108,0,3,0,4,Matches
Pere Pons,es ESP,MF,Alavés,27-359,1993,6.4,189,184,5,4,1,33,2,4,0,0,0,0,126,31,32,25,138,18,1,1,150,2,4,1,4,Matches
Francisco Portillo,es ESP,MF,Getafe,30-245,1990,4.0,230,219,11,5,0,37,1,11,0,0,0,0,140,39,51,6,210,7,6,0,175,4,4,7,12,Matches
Portu,es ESP,"FW,MF",Real Sociedad,28-268,1992,14.8,343,329,14,3,0,84,9,39,9,6,1,0,199,69,75,15,289,17,2,5,217,2,7,1,26,Matches
Sergio Postigo,es ESP,DF,Levante,32-101,1988,12.4,567,530,37,36,1,47,15,0,0,0,0,0,412,44,111,49,490,16,1,3,485,0,10,7,5,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21-357,1999,14.5,597,497,100,7,0,64,12,30,0,0,0,0,289,145,163,76,393,31,93,0,412,0,15,15,29,Matches
Antonio Puertas,es ESP,"FW,MF",Granada,28-358,1992,12.4,362,341,21,3,1,104,3,24,2,2,0,0,205,73,84,72,223,20,16,4,232,2,9,12,27,Matches
Riqui Puig,es ESP,MF,Barcelona,21-184,1999,0.9,106,101,5,3,1,11,2,0,1,1,0,0,96,7,3,4,101,0,1,0,97,0,1,3,0,Matches
Jorge Pulido,es ESP,DF,Huesca,29-311,1991,17.2,931,885,46,27,0,129,27,4,0,0,0,0,697,88,146,82,743,58,19,3,802,2,16,10,10,Matches
Quini,es ESP,DF,Granada,31-142,1989,2.2,105,75,30,0,0,15,4,9,0,0,0,0,36,29,40,7,54,8,30,1,62,0,4,3,7,Matches
Quique,es ESP,FW,Eibar,30-273,1990,1.0,30,29,1,0,0,6,0,0,0,0,0,0,20,3,7,18,4,4,0,1,20,0,1,0,2,Matches
Uroš Račić,rs SRB,MF,Valencia,22-333,1998,12.2,543,537,6,5,0,129,23,1,1,0,1,0,360,80,103,64,403,34,0,3,431,0,12,13,10,Matches
Nemanja Radoja,rs SRB,MF,Levante,28-007,1993,9.9,549,541,8,7,0,80,18,3,0,0,0,0,423,51,75,102,409,20,1,1,484,0,7,7,2,Matches
Ivan Rakitić,hr CRO,MF,Sevilla,32-340,1988,14.7,1033,977,56,38,2,118,65,12,6,1,3,1,754,116,163,114,855,35,8,9,902,3,16,13,12,Matches
Sandro Ramírez,es ESP,"FW,MF",Huesca,25-219,1995,5.4,123,117,6,0,0,21,4,9,0,0,0,0,94,19,10,14,96,7,1,2,88,1,2,3,3,Matches
Sergio Ramos,es ESP,DF,Real Madrid,34-320,1986,13.5,1067,1040,27,23,0,72,71,5,0,0,0,0,784,129,154,150,859,32,4,7,981,3,19,4,12,Matches
Recio,es ESP,MF,Eibar,30-033,1991,4.1,161,158,3,2,0,31,3,8,1,1,0,0,102,29,30,7,134,13,0,3,125,0,3,4,9,Matches
Karim Rekik,nl NED,DF,Sevilla,26-073,1994,1.8,136,109,27,1,0,18,1,3,0,0,0,0,86,24,26,88,13,8,26,0,121,0,1,3,0,Matches
Álex Remiro,es ESP,GK,Real Sociedad,25-326,1995,22.0,669,495,174,63,0,59,12,0,0,0,0,0,337,38,294,85,483,0,0,74,499,4,19,4,1,Matches
Oriol Rey,es ESP,MF,Valladolid,22-354,1998,0.2,13,13,0,0,0,2,0,0,0,0,0,0,11,0,2,11,1,1,0,0,11,0,0,0,0,Matches
Mikel Rico,es ESP,MF,Huesca,36-101,1984,14.2,487,466,21,5,0,93,18,12,3,0,0,0,324,73,90,37,408,22,3,6,373,4,12,13,23,Matches
Emiliano Rigoni,ar ARG,"MF,FW",Elche,28-009,1993,9.9,283,242,41,8,0,63,16,29,22,12,5,1,193,38,52,174,91,7,9,0,213,1,4,10,6,Matches
Luis Rioja,es ESP,"MF,DF",Alavés,27-120,1993,15.1,386,340,46,1,0,67,8,39,4,2,1,1,233,69,84,282,38,17,40,1,263,1,12,10,29,Matches
Rober,es ESP,DF,Levante,25-363,1995,3.5,164,156,8,7,0,16,11,0,0,0,0,0,110,20,34,20,125,10,1,0,142,0,2,4,2,Matches
Roberto,es ESP,GK,Valladolid,35-003,1986,6.0,188,107,81,29,0,9,4,0,0,0,0,0,47,13,128,7,151,0,0,24,94,0,8,2,0,Matches
Sergi Roberto,es ESP,DF,Barcelona,29-006,1992,7.2,549,505,44,4,1,46,1,4,0,0,0,0,440,65,44,73,418,15,40,0,496,2,2,4,14,Matches
Joel Robles,es ESP,GK,Betis,30-241,1990,13.0,411,279,132,39,0,27,13,0,0,0,0,0,168,10,233,41,306,0,0,47,259,3,19,2,0,Matches
Rubén Rochina,es ESP,MF,Levante,29-327,1991,8.8,448,419,29,15,1,73,33,19,9,7,2,0,254,56,138,350,70,14,1,4,327,5,13,9,12,Matches
Rodrigo,es ESP,"FW,MF",Betis,20-273,2000,4.1,195,186,9,4,0,21,4,8,1,1,0,0,151,20,24,168,17,5,4,0,167,0,0,6,6,Matches
Kévin Rodrigues,pt POR,"DF,MF",Eibar,26-345,1994,8.5,416,336,80,11,0,62,14,28,12,4,6,1,204,70,142,277,54,20,57,2,283,2,10,8,8,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22-230,1998,2.9,193,165,28,6,1,33,9,13,21,9,8,0,114,24,55,24,155,8,0,1,139,1,5,8,3,Matches
Ángel Rodríguez,es ESP,FW,Getafe,33-293,1987,10.9,228,218,10,0,0,62,9,11,0,0,0,0,135,50,43,24,171,14,3,4,152,3,8,9,10,Matches
Guido Rodríguez,ar ARG,MF,Betis,26-307,1994,16.4,837,804,33,31,1,112,28,1,1,1,0,0,619,89,129,65,712,45,1,2,710,2,13,20,19,Matches
Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,17-290,2003,0.3,16,16,0,0,0,3,1,1,0,0,0,0,9,3,4,9,5,2,0,0,11,0,1,0,3,Matches
Víctor Rodríguez,es ESP,MF,Elche,31-205,1989,3.4,216,207,9,9,1,31,6,1,0,0,0,0,177,21,18,41,171,3,0,0,199,0,2,2,3,Matches
Rodrygo,br BRA,FW,Real Madrid,20-035,2001,4.7,172,170,2,0,2,22,0,4,0,0,0,0,128,27,17,13,146,5,2,2,135,0,1,4,13,Matches
Facundo Roncaglia,ar ARG,DF,Osasuna,34-003,1987,12.5,515,396,119,18,1,56,24,15,0,0,0,0,205,105,205,65,277,46,101,3,360,4,10,9,20,Matches
Rubén,es ESP,"GK,MF",Osasuna,36-236,1984,2.1,61,35,26,10,0,3,0,0,0,0,0,0,7,1,53,4,49,0,0,2,40,0,2,0,0,Matches
Waldo Rubio,es ESP,FW,Valladolid,25-180,1995,4.0,111,108,3,0,0,23,7,2,0,0,0,0,57,34,20,10,93,4,3,1,74,0,4,4,11,Matches
Aitor Ruibal,es ESP,"FW,MF",Betis,24-328,1996,8.9,310,300,10,2,0,62,2,14,0,0,0,0,239,35,36,37,249,8,8,3,236,0,0,8,22,Matches
Ismael Ruiz,es ESP,MF,Granada,19-365,2001,0.7,21,21,0,0,0,7,1,0,0,0,0,0,10,4,7,0,16,4,0,0,15,0,1,0,0,Matches
Víctor Ruiz,es ESP,DF,Betis,32-019,1989,12.1,664,632,32,28,0,67,22,0,0,0,0,0,512,43,109,468,138,34,3,3,586,0,9,8,3,Matches
Modibo Sagnan,ml MLI,DF,Real Sociedad,21-305,1999,5.5,282,271,11,11,0,27,13,0,0,0,0,0,219,24,39,200,61,14,0,1,241,1,8,5,4,Matches
Borja Sainz,es ESP,"MF,FW",Alavés,20-012,2001,4.0,91,88,3,1,0,15,4,10,0,0,0,0,61,13,17,11,75,2,2,1,69,0,1,1,4,Matches
Salvi,es ESP,"MF,FW",Cádiz,29-320,1991,13.2,369,314,55,9,0,55,12,57,9,1,7,0,166,97,106,29,282,13,37,1,211,1,2,9,34,Matches
Fede San Emeterio,es ESP,MF,Valladolid,23-334,1997,12.7,405,398,7,7,0,63,13,1,0,0,0,0,243,64,98,32,319,33,0,4,312,1,6,8,7,Matches
Antonio Sanabria,py PAR,FW,Betis,24-346,1996,10.4,215,195,20,0,1,57,3,1,0,0,0,0,140,36,39,40,133,13,0,0,161,1,3,6,7,Matches
Oihan Sancet,es ESP,"MF,FW",Athletic Club,20-294,2000,3.7,148,146,2,0,0,31,4,2,0,0,0,0,108,28,12,19,115,6,1,3,109,0,5,6,2,Matches
Juan Sánchez Miño,ar ARG,"DF,MF",Elche,31-043,1990,5.5,286,255,31,6,0,45,6,8,0,0,0,0,205,38,43,213,39,5,25,1,241,0,3,4,8,Matches
Germán Sánchez,es ESP,DF,Granada,34-105,1986,15.3,503,471,32,31,0,54,19,0,0,0,0,0,305,47,151,65,382,33,1,0,378,1,13,5,3,Matches
Javi Sánchez,es ESP,DF,Valladolid,23-336,1997,6.4,212,205,7,7,0,20,13,0,0,0,0,0,149,13,50,60,139,9,0,1,170,1,6,2,1,Matches
José Sánchez,es ESP,DF,Granada,20-348,2000,1.8,55,42,13,0,0,2,0,0,0,0,0,0,19,14,22,3,26,12,13,1,35,0,3,2,1,Matches
