player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,2,107,54,5.4,1.2,2,54,0,0,,2,2.00,4,1,+3,+2.52,+1.90,3.7,0.2,+3.5,+2.94,+2.19,Matches
Iñaki,es ESP,GK,Barcelona,21-348,1999,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,9,722,80,36.5,8.0,8,90,8,1,2,9,0.89,4,8,-4,-0.50,+0.22,8.1,11.0,-3.0,-0.37,+0.15,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,19,"1,401",74,70.8,15.6,18,75,6,1,45,3,0.95,14,18,-4,-0.26,+0.21,16.7,20.1,-3.4,-0.22,+0.10,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,18,"1,165",65,58.8,12.9,14,76,3,4,26,4,1.50,20,9,+11,+0.85,+0.30,21.8,8.9,+12.9,+1.00,+0.32,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,13,394,30,19.9,4.4,3,61,0,10,21,5,2.00,9,7,+2,+0.46,-0.56,8.1,7.2,+0.9,+0.21,-0.48,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,15,797,53,40.3,8.9,8,74,4,7,29,2,0.73,7,17,-10,-1.13,-0.75,6.6,14.7,-8.1,-0.92,-0.85,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,5,205,41,10.4,2.3,2,72,0,3,21,1,1.40,3,4,-1,-0.44,+0.12,2.9,3.9,-1.0,-0.43,+0.10,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,13,421,32,21.3,4.7,5,63,0,8,13,3,1.54,12,4,+8,+1.71,+1.25,11.0,3.4,+7.7,+1.64,+0.98,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,14,419,30,21.2,4.7,4,69,1,10,14,6,0.71,5,7,-2,-0.43,-0.43,6.1,10.3,-4.2,-0.91,-0.80,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,19,"1,169",62,59.0,13.0,13,77,5,6,27,0,1.26,18,17,+1,+0.08,+1.30,15.3,16.9,-1.6,-0.12,+0.66,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1,90,90,4.5,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.62,0.8,2.6,-1.8,-1.77,-1.45,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,15,808,54,40.8,9.0,11,68,1,4,14,5,1.53,14,14,0,0.00,+0.61,10.1,14.6,-4.4,-0.50,-0.47,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,21,"1,778",85,94.1,19.8,19,87,16,2,63,0,2.05,43,19,+24,+1.21,+1.21,42.1,21.5,+20.6,+1.04,+0.63,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,18,687,38,36.3,7.6,7,68,0,11,19,3,1.83,8,6,+2,+0.26,-0.71,7.7,8.0,-0.3,-0.04,-0.79,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,13,597,46,30.2,6.6,7,63,1,6,26,1,1.08,4,7,-3,-0.45,0.00,5.7,9.6,-3.9,-0.59,-0.38,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,20,"1,405",70,74.3,15.6,17,77,4,3,29,0,2.10,23,10,+13,+0.83,+0.46,19.2,14.5,+4.8,+0.31,-0.61,Matches
Filip Jörgensen,se SWE,GK,Villarreal,18-303,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,20,"1,395",70,73.8,15.5,18,74,7,2,31,1,0.85,13,19,-6,-0.39,+0.70,10.6,26.4,-15.8,-1.04,-0.26,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,13,689,53,34.8,7.7,8,77,4,5,15,4,1.62,12,9,+3,+0.39,-0.51,13.8,8.5,+5.3,+0.69,-0.27,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,21,"1,697",81,85.7,18.9,19,87,13,2,25,0,1.05,16,23,-7,-0.37,+0.58,20.8,23.0,-2.2,-0.12,+0.55,Matches
Josema,es ESP,DF,Elche,24-252,1996,18,"1,428",79,75.6,15.9,15,86,13,3,47,2,0.83,15,25,-10,-0.63,-0.24,10.8,24.7,-13.9,-0.92,+0.24,Matches
Jota,es ESP,MF,Alavés,29-242,1991,14,788,56,39.8,8.8,10,75,4,4,10,2,1.00,8,8,0,0.00,+0.76,10.3,11.0,-0.6,-0.07,+0.20,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,9,356,40,18.0,4.0,4,67,0,5,17,4,1.33,4,4,0,0.00,+0.67,,,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,4,149,37,7.5,1.7,2,64,0,2,11,8,1.50,2,2,0,0.00,-0.98,4.0,1.4,+2.6,+1.59,+1.09,Matches
Juan,ar ARG,MF,Granada,23-020,1998,1,23,23,1.2,0.3,0,,0,1,23,0,0.00,0,0,0,0.00,+0.46,0.8,0.1,+0.7,+2.64,+3.06,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,7,271,39,13.7,3.0,3,64,0,4,20,7,1.29,4,9,-5,-1.66,-1.50,5.1,3.4,+1.7,+0.56,+0.90,Matches
David Juncà,es ESP,DF,Celta Vigo,27-089,1993,0,,,0.0,0.0,0,,0,0,,6,1.00,0,0,0,,,,,,,,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,19,998,53,50.4,11.1,10,80,4,9,22,2,2.05,17,11,+6,+0.54,-0.74,18.0,13.1,+4.9,+0.44,-0.30,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,22,"1,629",74,82.3,18.1,21,76,8,1,27,0,1.09,18,26,-8,-0.44,+1.35,15.4,18.9,-3.5,-0.19,+1.24,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,6,195,33,9.8,2.2,2,63,0,4,18,10,0.33,1,2,-1,-0.46,-0.16,1.3,2.5,-1.1,-0.52,-0.30,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,14,655,47,33.1,7.3,8,64,0,6,25,5,1.50,10,9,+1,+0.14,+0.34,7.8,9.8,-2.1,-0.28,0.00,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,1,16,16,0.8,0.2,0,,0,1,16,1,0.00,0,0,0,0.00,+0.46,0.0,0.2,-0.1,-0.84,-0.65,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,18,932,52,47.1,10.4,12,65,1,6,26,2,1.44,12,13,-1,-0.10,+0.68,10.3,15.1,-4.8,-0.46,-0.14,Matches
Kike,es ESP,FW,Eibar,31-080,1989,21,"1,708",81,86.3,19.0,20,84,7,1,29,0,0.81,15,23,-8,-0.42,-0.75,18.4,23.1,-4.7,-0.25,+0.01,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,1,2,2,0.1,0.0,0,,0,1,2,6,3.00,0,0,0,0.00,0.00,0.0,0.1,-0.1,-5.69,-5.66,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,3,44,15,2.3,0.5,0,,0,3,15,10,1.00,2,0,+2,+4.09,+4.09,1.1,0.4,+0.8,+1.56,+1.45,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,2,56,28,2.8,0.6,0,,0,2,28,0,0.00,1,1,0,0.00,+0.56,0.9,0.6,+0.3,+0.49,+1.04,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,2,15,8,0.8,0.2,0,,0,2,8,14,0.00,0,1,-1,-6.00,-5.95,0.2,0.5,-0.3,-2.07,-1.80,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,19,"1,522",80,84.6,16.9,17,87,13,2,25,0,2.53,36,10,+26,+1.54,+0.24,23.5,12.5,+10.9,+0.65,+0.53,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,5,440,88,22.2,4.9,5,88,4,0,,0,1.40,7,7,0,0.00,+0.12,3.8,8.4,-4.6,-0.93,-0.84,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,11,249,23,13.8,2.8,1,90,1,10,16,3,2.55,8,2,+6,+2.17,+0.78,4.4,2.4,+2.0,+0.73,+0.19,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,3,73,24,3.9,0.8,1,37,0,2,18,7,2.33,0,1,-1,-1.23,-0.69,0.1,2.0,-1.9,-2.38,-1.46,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18,"1,620",90,85.7,18.0,18,90,18,0,,1,2.17,28,13,+15,+0.83,+0.83,24.3,16.6,+7.7,+0.43,-0.23,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,19,"1,467",77,74.1,16.3,17,84,12,2,19,0,1.95,27,15,+12,+0.74,-0.67,25.1,18.0,+7.1,+0.43,-0.59,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,13,299,23,15.1,3.3,2,59,0,11,16,3,1.69,2,1,+1,+0.30,-0.13,4.5,2.5,+2.0,+0.61,+0.05,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,6,346,58,17.5,3.8,4,71,0,2,32,0,1.17,4,5,-1,-0.26,+0.29,3.8,2.6,+1.2,+0.31,+0.80,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,2,30,15,1.5,0.3,0,,0,2,15,8,1.00,2,1,+1,+3.00,+3.60,0.4,0.1,+0.3,+0.79,+1.33,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,18,"1,437",80,72.6,16.0,17,82,13,1,45,3,1.00,15,21,-6,-0.38,+0.29,20.7,23.4,-2.7,-0.17,+0.10,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,11,442,40,22.3,4.9,4,79,1,7,18,6,1.55,8,5,+3,+0.61,+1.25,6.2,6.8,-0.6,-0.13,+0.11,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,9,401,45,20.3,4.5,4,88,3,5,10,9,1.44,5,7,-2,-0.45,-0.45,6.5,5.5,+0.9,+0.20,+0.61,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,18,"1,489",83,75.2,16.5,16,89,13,2,37,2,1.50,26,14,+12,+0.73,-0.01,28.0,14.1,+13.9,+0.84,-0.11,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19,"1,710",90,86.4,19.0,19,90,19,0,,0,1.11,17,30,-13,-0.68,-0.02,16.0,24.6,-8.6,-0.45,-0.30,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,19,"1,665",88,84.1,18.5,19,88,18,0,,0,1.11,18,25,-7,-0.38,+0.48,21.6,25.1,-3.5,-0.19,+0.04,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,8,84,11,4.4,0.9,0,,0,8,11,13,1.38,2,1,+1,+1.07,+1.02,2.4,1.3,+1.1,+1.21,+1.13,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,17,889,52,49.4,9.9,12,67,1,5,18,2,2.82,22,7,+15,+1.52,+0.04,12.1,7.5,+4.6,+0.47,-0.20,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,18,"1,254",70,66.3,13.9,15,82,11,3,10,1,2.00,27,15,+12,+0.86,-0.84,30.7,17.3,+13.4,+0.96,-0.13,Matches
Carlos León,es ESP,MF,Granada,18-070,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,1,14,14,0.7,0.2,0,,0,1,14,7,3.00,0,0,0,0.00,+0.22,0.1,0.3,-0.2,-1.33,-1.59,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,14,493,35,24.9,5.5,5,69,1,9,16,7,0.57,3,7,-4,-0.73,-0.55,5.1,7.1,-1.9,-0.35,-0.14,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,16,480,30,25.4,5.3,4,67,0,12,18,3,1.44,12,8,+4,+0.75,+1.01,10.8,5.9,+5.0,+0.93,+1.29,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1,90,90,4.5,1.0,1,90,1,0,,1,1.00,1,1,0,0.00,-0.76,0.2,0.6,-0.3,-0.33,-1.26,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,20,"1,452",73,80.7,16.1,16,84,12,4,28,0,2.55,37,12,+25,+1.55,+0.26,21.5,12.9,+8.6,+0.53,-0.17,Matches
Julen Lobete,es ESP,FW,Real Sociedad,20-148,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,12,637,53,35.4,7.1,6,83,5,6,24,6,2.25,16,6,+10,+1.41,-0.13,12.5,5.2,+7.3,+1.04,+0.73,Matches
Sergio López Galache,es ESP,DF,Valladolid,21-311,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,10,652,65,32.9,7.2,7,79,3,3,34,7,0.90,4,9,-5,-0.69,-0.08,7.5,8.2,-0.8,-0.10,+0.53,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,11,353,32,17.8,3.9,4,69,0,7,11,3,1.27,4,3,+1,+0.25,+0.86,4.0,5.2,-1.2,-0.30,+0.03,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,8,192,24,9.7,2.1,1,87,0,7,15,13,1.00,1,3,-2,-0.94,-0.53,1.2,1.9,-0.7,-0.33,-0.15,Matches
Luis López,es ESP,GK,Real Madrid,19-281,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,12,409,34,20.7,4.5,4,77,1,8,13,9,1.58,6,4,+2,+0.44,-0.36,6.0,4.0,+2.0,+0.44,-0.54,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,13,685,53,36.2,7.6,6,81,1,7,28,6,1.08,8,8,0,0.00,-0.15,7.7,6.9,+0.8,+0.10,-0.05,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,18,989,55,49.9,11.0,13,67,0,5,22,2,0.94,12,20,-8,-0.73,-0.09,10.0,14.2,-4.1,-0.38,+0.07,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,2,49,25,2.6,0.5,1,45,0,1,4,14,2.00,2,0,+2,+3.67,+4.36,0.1,0.2,-0.1,-0.12,+0.88,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,19,"1,664",88,84.0,18.5,19,88,16,0,,0,1.16,25,26,-1,-0.05,+0.23,21.6,27.4,-5.8,-0.31,-0.17,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,21,"1,391",66,73.6,15.5,17,76,4,4,24,0,1.29,24,23,+1,+0.06,+0.25,21.2,19.0,+2.2,+0.14,+0.68,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,5,179,36,9.0,2.0,2,79,0,3,7,13,0.80,3,5,-2,-1.01,-0.41,2.2,2.2,0.0,-0.02,+0.48,Matches
Luismi,es ESP,"DF,MF",Valladolid,28-284,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,6,137,23,7.2,1.5,2,51,0,4,9,13,1.33,1,4,-3,-1.97,-1.51,0.3,2.6,-2.3,-1.49,-0.56,Matches
Andriy Lunin,ua UKR,GK,Real Madrid,22-002,1999,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,19,"1,296",68,65.5,14.4,14,81,6,5,32,0,1.42,21,27,-6,-0.42,+0.11,14.6,20.3,-5.7,-0.39,-0.02,Matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,13,"1,034",80,52.2,11.5,13,80,7,0,,2,0.77,13,19,-6,-0.52,+0.24,7.7,14.4,-6.6,-0.58,-0.24,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,1,45,45,2.3,0.5,1,45,0,0,,4,0.00,1,1,0,0.00,+0.47,0.1,0.9,-0.7,-1.49,-1.33,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,20,"1,547",77,78.1,17.2,19,80,10,1,25,0,1.10,12,18,-6,-0.35,+0.69,12.3,19.2,-6.9,-0.40,-0.23,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,18,461,26,23.3,5.1,4,56,0,14,17,4,1.11,3,7,-4,-0.78,-0.13,3.3,6.7,-3.4,-0.67,-0.34,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20,"1,800",90,87.0,20.0,20,90,20,0,,0,1.40,27,27,0,0.00,+1.67,25.7,18.2,+7.5,+0.39,+1.06,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,19,"1,327",70,70.2,14.7,16,75,5,3,40,1,1.37,19,21,-2,-0.14,-0.46,16.3,19.6,-3.3,-0.23,-0.64,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,16,"1,312",82,66.3,14.6,15,87,13,1,1,2,1.44,23,22,+1,+0.07,+1.28,20.7,20.6,+0.1,+0.01,+0.66,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,5,313,63,15.8,3.5,4,70,2,1,34,9,0.80,2,5,-3,-0.86,-0.92,3.2,5.4,-2.2,-0.63,-0.41,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,13,820,63,41.4,9.1,8,83,6,5,31,0,1.00,12,13,-1,-0.11,+0.74,11.5,15.0,-3.4,-0.38,+0.24,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,8,627,78,31.7,7.0,7,86,5,1,24,13,1.63,10,9,+1,+0.14,-1.12,11.0,9.3,+1.7,+0.24,-0.51,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,17,"1,448",85,76.6,16.1,17,85,13,0,,0,0.76,15,24,-9,-0.56,+0.05,11.0,26.8,-15.8,-1.05,-0.28,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,11,640,58,33.9,7.1,7,80,3,4,20,3,1.18,13,11,+2,+0.28,+0.28,9.0,8.0,+1.0,+0.13,-0.01,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,8,500,63,25.3,5.6,7,69,0,1,19,1,1.75,5,3,+2,+0.36,+1.39,4.9,4.4,+0.5,+0.09,+0.67,Matches
José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,11,911,83,50.6,10.1,10,90,10,1,11,1,2.82,24,8,+16,+1.58,+0.16,15.2,8.9,+6.2,+0.62,+0.10,Matches
Mariano,do DOM,FW,Real Madrid,27-196,1993,7,228,33,11.5,2.5,2,87,1,5,11,6,1.14,3,3,0,0.00,-1.03,4.4,4.9,-0.5,-0.18,-0.87,Matches
Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,5,93,19,4.7,1.0,1,61,0,4,8,14,1.00,0,2,-2,-1.94,-1.55,1.0,2.7,-1.7,-1.61,-1.48,Matches
Adrián Marín,es ESP,DF,Granada,24-035,1997,1,45,45,2.3,0.5,1,45,0,0,,0,1.00,1,1,0,0.00,+0.47,0.8,0.9,-0.1,-0.25,+0.15,Matches
Carlos Marín,es ESP,GK,Betis,23-359,1997,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Unai Marrero,es ESP,GK,Real Sociedad,19-127,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Roger Martí,es ESP,FW,Levante,30-041,1991,19,"1,252",66,66.2,13.9,15,78,4,4,22,0,1.37,24,19,+5,+0.36,+1.06,17.4,19.0,-1.7,-0.12,-0.25,Matches
Javier Martín Contreras,es ESP,DF,Cádiz,22-150,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4,360,90,17.4,4.0,4,90,4,0,,2,1.25,6,5,+1,+0.25,+0.57,2.9,1.8,+1.1,+0.35,+0.12,Matches
Daniel Martín,es ESP,GK,Betis,22-220,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19,"1,710",90,90.5,19.0,19,90,19,0,,0,1.16,23,23,0,0.00,-1.00,21.6,18.8,+2.8,+0.15,+0.11,Matches
Iván Martínez,es ESP,GK,Osasuna,18-360,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Javi Martínez,es ESP,MF,Osasuna,21-053,1999,6,185,31,9.3,2.1,2,79,0,4,7,11,0.67,2,3,-1,-0.49,-0.04,1.7,2.3,-0.6,-0.29,+0.04,Matches
Pablo Martínez,es ESP,MF,Levante,22-357,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16,"1,440",90,72.7,16.0,16,90,16,0,,2,1.13,17,23,-6,-0.37,+0.63,15.4,22.3,-6.9,-0.43,+0.33,Matches
Jaime Mata,es ESP,FW,Getafe,32-112,1988,20,"1,172",59,59.2,13.0,14,70,4,6,32,1,1.05,9,17,-8,-0.61,-0.28,11.1,14.6,-3.5,-0.27,+0.19,Matches
Diego Matías Rodríguez,ar ARG,GK,Elche,31-233,1989,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,2,23,12,1.2,0.3,0,,0,2,12,1,3.00,1,0,+1,+3.91,+3.04,1.6,0.1,+1.5,+6.00,+5.47,Matches
Mamadou Mbaye,sn SEN,DF,Cádiz,22-230,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Claudio Medina,es ESP,FW,Elche,27-162,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,21,"1,311",62,69.4,14.6,15,77,5,6,26,0,1.29,19,20,-1,-0.07,-0.22,18.6,17.9,+0.7,+0.05,+0.27,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,20,"1,487",74,71.8,16.5,16,87,10,4,25,3,1.45,25,23,+2,+0.12,+1.20,22.7,17.2,+5.5,+0.35,+0.35,Matches
Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,19,"1,245",66,62.9,13.8,16,75,2,3,17,1,1.05,11,18,-7,-0.51,-0.14,13.2,15.2,-2.0,-0.15,+0.13,Matches
Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,1,61,61,3.1,0.7,1,61,0,0,,3,3.00,1,1,0,0.00,+0.33,0.9,1.2,-0.2,-0.33,-0.08,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,18,"1,488",83,75.2,16.5,16,89,15,2,31,4,2.33,33,11,+22,+1.33,+1.70,28.3,14.8,+13.5,+0.82,+0.93,Matches
Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,21,"1,729",82,87.3,19.2,20,85,16,1,28,1,1.52,30,15,+15,+0.78,+0.42,31.5,14.8,+16.7,+0.87,+0.02,Matches
Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,9,420,47,21.2,4.7,3,90,3,6,25,7,1.67,3,6,-3,-0.64,-1.74,6.7,5.0,+1.7,+0.36,-0.64,Matches
Roque Mesa,es ESP,MF,Valladolid,31-251,1989,10,698,70,35.3,7.8,8,79,1,2,33,5,0.90,7,12,-5,-0.64,-0.15,5.8,10.4,-4.7,-0.60,-0.13,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,19,"1,583",83,83.8,17.6,17,88,16,2,40,0,2.05,40,17,+23,+1.31,+1.01,37.6,20.4,+17.2,+0.98,-0.17,Matches
Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,11,361,33,19.1,4.0,4,67,0,7,14,3,1.27,3,4,-1,-0.25,+0.40,4.4,8.6,-4.2,-1.05,-0.09,Matches
Míchel,es ESP,MF,Valladolid,32-199,1988,10,568,57,28.7,6.3,7,71,1,3,23,12,0.40,6,13,-7,-1.11,-0.79,3.7,9.0,-5.3,-0.84,-0.45,Matches
Éder Militão,br BRA,"DF,MF",Real Madrid,23-026,1998,4,233,58,11.8,2.6,3,63,2,1,45,10,1.50,8,2,+6,+2.32,+1.60,5.2,3.9,+1.3,+0.50,-0.09,Matches
Luis Milla,es ESP,MF,Granada,26-129,1994,16,"1,253",78,63.3,13.9,14,84,6,2,36,1,1.38,16,22,-6,-0.43,+0.06,13.5,17.7,-4.1,-0.30,+0.25,Matches
Pere Milla,es ESP,"FW,MF",Elche,28-143,1992,18,"1,143",64,60.5,12.7,12,80,7,6,31,3,0.94,11,16,-5,-0.39,+0.45,9.2,21.1,-11.9,-0.94,+0.10,Matches
Alejandro Millán,es ESP,FW,Villarreal,21-098,1999,1,2,2,0.1,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,-0.41,0.0,0.0,0.0,-0.75,-1.33,Matches
Santi Mina,es ESP,FW,Celta Vigo,25-068,1995,20,"1,316",66,63.6,14.6,15,81,8,5,21,1,1.10,19,24,-5,-0.34,-0.34,18.2,16.7,+1.6,+0.11,-0.36,Matches
Óscar Mingueza,es ESP,DF,Barcelona,21-276,1999,12,875,73,46.3,9.7,10,84,8,2,16,4,2.42,23,9,+14,+1.44,+0.55,21.8,9.8,+12.0,+1.23,+0.43,Matches
Rafa Mir,es ESP,FW,Huesca,23-240,1997,22,"1,469",67,74.2,16.3,16,83,10,6,23,0,0.73,15,25,-10,-0.61,+0.09,14.9,23.5,-8.6,-0.52,-0.24,Matches
Jorge Miramón,es ESP,DF,Levante,31-256,1989,17,"1,174",69,62.1,13.0,13,86,9,4,15,3,1.35,24,24,0,0.00,0.00,19.4,17.7,+1.8,+0.13,+0.45,Matches
Juan Miranda,es ESP,DF,Betis,21-025,2000,10,700,70,35.4,7.8,7,90,7,3,23,7,1.50,13,11,+2,+0.26,+0.96,10.4,8.6,+1.8,+0.23,+0.69,Matches
Luka Modrić,hr CRO,MF,Real Madrid,35-157,1985,21,"1,630",78,82.3,18.1,19,82,10,2,34,0,2.05,31,16,+15,+0.83,-0.46,28.3,19.4,+8.8,+0.49,-0.56,Matches
Johan Mojica,co COL,DF,Elche,28-176,1992,5,390,78,20.6,4.3,5,78,4,0,,0,0.40,4,7,-3,-0.69,-0.15,3.5,7.0,-3.5,-0.88,+0.12,Matches
Guillem Molina Gutiérrez,es ESP,DF,Valencia,20-286,2000,1,74,74,3.7,0.8,0,,0,1,74,13,0.00,0,1,-1,-1.22,-1.17,0.8,1.7,-1.0,-1.17,-0.92,Matches
Jorge Molina,es ESP,"FW,MF",Granada,38-297,1982,17,691,41,34.9,7.7,8,66,1,9,18,5,1.18,10,19,-9,-1.17,-1.10,7.9,13.3,-5.4,-0.70,-0.49,Matches
Victor Mollejo,es ESP,"MF,DF",Getafe,20-023,2001,4,72,18,3.6,0.8,0,,0,4,18,4,0.75,0,1,-1,-1.25,-0.78,0.7,1.9,-1.2,-1.53,-1.22,Matches
