player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22-230,1998,2.9,0,5,0,0.0,1.73,0.00,0.00,,22.0,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Ángel Rodríguez,es ESP,FW,Getafe,33-293,1987,10.9,5,26,9,34.6,2.38,0.82,0.15,0.44,17.3,0,1,1,3.1,2.4,0.09,+1.9,+1.6,Matches
Guido Rodríguez,ar ARG,MF,Betis,26-307,1994,16.4,1,18,3,16.7,1.09,0.18,0.06,0.33,17.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,17-290,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Víctor Rodríguez,es ESP,MF,Elche,31-205,1989,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rodrygo,br BRA,FW,Real Madrid,20-035,2001,4.7,0,10,3,30.0,2.13,0.64,0.00,0.00,14.5,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
Facundo Roncaglia,ar ARG,DF,Osasuna,34-003,1987,12.5,1,12,2,16.7,0.96,0.16,0.08,0.50,26.2,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
Rubén,es ESP,"GK,MF",Osasuna,36-236,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Waldo Rubio,es ESP,FW,Valladolid,25-180,1995,4.0,1,8,1,12.5,2.02,0.25,0.00,0.00,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3,Matches
Aitor Ruibal,es ESP,"FW,MF",Betis,24-328,1996,8.9,1,15,6,40.0,1.69,0.68,0.07,0.17,18.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Ismael Ruiz,es ESP,MF,Granada,19-365,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Víctor Ruiz,es ESP,DF,Betis,32-019,1989,12.1,1,2,2,100.0,0.17,0.17,0.50,0.50,6.5,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
Modibo Sagnan,ml MLI,DF,Real Sociedad,21-305,1999,5.5,0,3,1,33.3,0.54,0.18,0.00,0.00,35.1,1,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Borja Sainz,es ESP,"MF,FW",Alavés,20-012,2001,4.0,1,7,4,57.1,1.75,1.00,0.14,0.25,15.0,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches
Salvi,es ESP,"MF,FW",Cádiz,29-320,1991,13.2,2,10,4,40.0,0.76,0.30,0.20,0.50,16.3,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
Fede San Emeterio,es ESP,MF,Valladolid,23-334,1997,12.7,0,3,0,0.0,0.24,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Antonio Sanabria,py PAR,FW,Betis,24-346,1996,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3,Matches
Oihan Sancet,es ESP,"MF,FW",Athletic Club,20-294,2000,3.7,1,7,2,28.6,1.90,0.54,0.14,0.50,13.4,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches
Juan Sánchez Miño,ar ARG,"DF,MF",Elche,31-043,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Germán Sánchez,es ESP,DF,Granada,34-105,1986,15.3,2,7,2,28.6,0.46,0.13,0.29,1.00,9.3,0,0,0,1.0,1.0,0.15,+1.0,+1.0,Matches
Javi Sánchez,es ESP,DF,Valladolid,23-336,1997,6.4,0,2,0,0.0,0.31,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
José Sánchez,es ESP,DF,Granada,20-348,2000,1.8,0,1,0,0.0,0.55,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Manuel Sánchez,es ESP,"DF,MF",Osasuna,20-173,2000,2.0,0,1,0,0.0,0.51,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Manuel Sánchez,es ESP,DF,Atlético Madrid,20-173,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oier Sanjurjo,es ESP,MF,Osasuna,34-264,1986,17.2,0,11,3,27.3,0.64,0.17,0.00,0.00,15.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Ivan Šaponjić,rs SRB,FW,Cádiz,23-195,1997,0.6,0,2,1,50.0,3.16,1.58,0.00,0.00,6.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Stefan Savić,me MNE,DF,Atlético Madrid,30-036,1991,18.0,0,3,0,0.0,0.17,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Jaime Seoane,es ESP,MF,Huesca,24-022,1997,10.3,1,10,3,30.0,0.97,0.29,0.10,0.33,19.2,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Edgar Sevikyan,ru RUS,MF,Levante,19-189,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sidnei,br BRA,DF,Betis,31-174,1989,5.6,0,1,0,0.0,0.18,0.00,0.00,,5.1,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
David Silva,es ESP,MF,Real Sociedad,35-036,1986,8.8,1,10,2,20.0,1.13,0.23,0.10,0.50,15.6,1,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Gastón Silva,uy URU,DF,Huesca,26-345,1994,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rui Silva,pt POR,GK,Granada,27-006,1994,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Unai Simón,es ESP,GK,Athletic Club,23-247,1997,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dimitris Siovas,gr GRE,DF,Huesca,32-150,1988,21.0,1,17,5,29.4,0.81,0.24,0.06,0.20,9.9,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
Rafa Soares,pt POR,DF,Eibar,25-280,1995,6.9,0,2,0,0.0,0.29,0.00,0.00,,19.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rubén Sobrino,es ESP,"MF,FW",Valencia,28-257,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rubén Sobrino,es ESP,"FW,MF",Cádiz,28-257,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Augusto Solari,ar ARG,MF,Celta Vigo,29-041,1992,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roberto Soldado,es ESP,FW,Granada,35-262,1985,10.6,5,19,5,26.3,1.79,0.47,0.21,0.80,17.9,2,1,1,2.9,2.1,0.12,+2.1,+1.9,Matches
Carlos Soler,es ESP,MF,Valencia,24-042,1997,17.1,6,15,5,33.3,0.88,0.29,0.07,0.20,27.3,4,5,6,6.0,1.5,0.10,0.0,-0.5,Matches
Son,es ESP,"DF,MF",Levante,26-320,1994,6.4,0,4,3,75.0,0.62,0.47,0.00,0.00,19.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
David Soria,es ESP,GK,Getafe,27-315,1993,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alberto Soro,es ESP,"FW,MF",Granada,21-341,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Damián Suárez,uy URU,DF,Getafe,32-292,1988,17.7,1,8,2,25.0,0.45,0.11,0.13,0.50,33.0,2,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
Denis Suárez,es ESP,MF,Celta Vigo,27-038,1994,17.8,0,11,1,9.1,0.62,0.06,0.00,0.00,22.1,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Luis Suárez,uy URU,FW,Atlético Madrid,34-020,1987,14.1,16,51,20,39.2,3.61,1.42,0.27,0.70,17.0,3,2,2,9.3,7.8,0.15,+6.7,+6.2,Matches
Suso,es ESP,FW,Sevilla,27-086,1993,12.4,3,25,9,36.0,2.02,0.73,0.12,0.33,21.9,1,0,0,1.4,1.4,0.05,+1.6,+1.6,Matches
Tachi,es ESP,DF,Alavés,23-156,1997,4.2,0,1,0,0.0,0.24,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Renato Tapia,pe PER,MF,Celta Vigo,25-200,1995,20.7,0,9,2,22.2,0.43,0.10,0.00,0.00,13.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Tomás Tavares,pt POR,"MF,DF",Alavés,19-343,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Álvaro Tejero,es ESP,DF,Eibar,24-208,1996,1.2,0,2,1,50.0,1.64,0.82,0.00,0.00,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Cristian Tello,es ESP,"FW,MF",Betis,29-186,1991,8.8,4,25,10,40.0,2.83,1.13,0.16,0.40,21.1,1,0,0,1.7,1.7,0.07,+2.3,+2.3,Matches
Marc-André ter Stegen,de GER,GK,Barcelona,28-289,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David Timor,es ESP,"MF,DF",Getafe,31-119,1989,8.5,0,10,3,30.0,1.18,0.35,0.00,0.00,32.7,6,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Toño,es ESP,DF,Levante,31-098,1989,2.7,0,1,0,0.0,0.36,0.00,0.00,,30.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Lucas Torreira,uy URU,"MF,FW",Atlético Madrid,25-002,1996,3.9,1,2,1,50.0,0.51,0.25,0.50,1.00,21.9,0,0,0,0.2,0.2,0.11,+0.8,+0.8,Matches
Óliver Torres,es ESP,"MF,FW",Sevilla,26-095,1994,9.5,0,6,1,16.7,0.63,0.11,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Pau Torres,es ESP,DF,Villarreal,24-028,1997,22.0,2,5,2,40.0,0.23,0.09,0.40,1.00,6.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
Roberto Torres,es ESP,MF,Osasuna,31-343,1989,12.7,4,27,8,29.6,2.13,0.63,0.11,0.38,22.7,1,1,1,2.6,1.8,0.07,+1.4,+1.2,Matches
Lucas Torró,es ESP,MF,Osasuna,26-209,1994,5.5,0,9,4,44.4,1.64,0.73,0.00,0.00,21.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Manu Trigueros,es ESP,MF,Villarreal,29-119,1991,17.4,1,17,4,23.5,0.98,0.23,0.06,0.25,23.1,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Francisco Trincão,pt POR,"FW,MF",Barcelona,21-046,1999,4.0,1,14,6,42.9,3.47,1.49,0.07,0.17,16.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
Kieran Trippier,eng ENG,DF,Atlético Madrid,30-147,1990,14.0,0,1,1,100.0,0.07,0.07,0.00,0.00,25.6,1,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Samuel Umtiti,fr FRA,DF,Barcelona,27-091,1993,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enes Ünal,tr TUR,FW,Getafe,23-279,1997,5.0,0,8,1,12.5,1.60,0.20,0.00,0.00,11.5,2,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
Tomáš Vaclík,cz CZE,GK,Sevilla,31-321,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Eugeni Valderrama,es ESP,"FW,MF",Huesca,26-209,1994,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jesús Vallejo,es ESP,DF,Granada,24-039,1997,11.2,0,1,0,0.0,0.09,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Manu Vallejo,es ESP,FW,Valencia,23-365,1997,8.0,4,12,8,66.7,1.50,1.00,0.33,0.50,11.9,0,0,0,3.3,3.3,0.27,+0.7,+0.7,Matches
Federico Valverde,uy URU,MF,Real Madrid,22-206,1998,8.2,3,12,6,50.0,1.46,0.73,0.25,0.50,16.1,0,0,0,1.5,1.5,0.12,+1.5,+1.5,Matches
Raphaël Varane,fr FRA,DF,Real Madrid,27-294,1993,21.0,2,14,4,28.6,0.67,0.19,0.14,0.50,7.6,0,0,0,2.0,2.0,0.15,0.0,0.0,Matches
Franco Vázquez,ar ARG,"FW,MF",Sevilla,31-357,1989,0.8,0,1,0,0.0,1.27,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Lucas Vázquez,es ESP,"FW,DF",Real Madrid,29-227,1991,13.4,2,13,5,38.5,0.97,0.37,0.15,0.40,16.5,0,0,0,1.6,1.6,0.12,+0.4,+0.4,Matches
Koke Vegas,es ESP,GK,Levante,25-139,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,18-262,2002,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Unai Vencedor Paris,es ESP,MF,Athletic Club,20-090,2000,9.7,0,4,1,25.0,0.41,0.10,0.00,0.00,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Gonzalo Verdú,es ESP,DF,Elche,32-115,1988,20.0,0,6,3,50.0,0.30,0.15,0.00,0.00,18.5,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Mikel Vesga,es ESP,MF,Athletic Club,27-268,1993,10.2,0,17,4,23.5,1.67,0.39,0.00,0.00,16.6,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
Rúben Vezo,pt POR,DF,Levante,26-294,1994,14.4,1,4,2,50.0,0.28,0.14,0.25,0.50,14.4,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
Iñigo Vicente,es ESP,FW,Athletic Club,23-038,1998,0.4,0,1,0,0.0,2.73,0.00,0.00,,21.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Fede Vico,es ESP,"MF,FW",Granada,26-224,1994,2.1,0,2,0,0.0,0.93,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Aleix Vidal,es ESP,DF,Sevilla,31-176,1989,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nacho Vidal,es ESP,"DF,MF",Osasuna,26-020,1995,13.2,0,5,2,40.0,0.38,0.15,0.00,0.00,19.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Toni Villa,es ESP,"MF,FW",Valladolid,26-037,1995,8.1,2,12,4,33.3,1.48,0.49,0.17,0.50,17.9,0,0,0,0.8,0.8,0.07,+1.2,+1.2,Matches
Asier Villalibre,es ESP,FW,Athletic Club,23-136,1997,7.9,2,13,5,38.5,1.64,0.63,0.15,0.40,10.9,0,0,0,2.4,2.4,0.18,-0.4,-0.4,Matches
Iván Villar,es ESP,GK,Celta Vigo,23-219,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vitolo,es ESP,"MF,DF",Atlético Madrid,31-103,1989,2.5,0,1,0,0.0,0.40,0.00,0.00,,9.8,0,0,0,0.4,0.4,0.42,-0.4,-0.4,Matches
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29-034,1992,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nikola Vukčević,me MNE,MF,Levante,29-062,1991,5.8,0,2,0,0.0,0.35,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Daniel Wass,dk DEN,"DF,MF",Valencia,31-258,1989,20.1,2,22,7,31.8,1.10,0.35,0.09,0.29,25.4,7,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
Shon Weissman,il ISR,FW,Valladolid,24-365,1996,12.4,3,18,8,44.4,1.45,0.64,0.17,0.38,12.1,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches
Iñaki Williams,es ESP,"FW,MF",Athletic Club,26-243,1994,18.0,4,32,8,25.0,1.78,0.44,0.09,0.38,16.3,0,1,1,4.2,3.5,0.11,-0.2,-0.5,Matches
Jawad El Yamiq,ma MAR,DF,Valladolid,28-350,1992,6.3,0,2,0,0.0,0.32,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Rubén Yáñez,es ESP,GK,Getafe,27-124,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yoel,es ESP,GK,Eibar,32-169,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Okay Yokuşlu,tr TUR,MF,Celta Vigo,26-341,1994,5.1,0,3,0,0.0,0.58,0.00,0.00,,16.8,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Joseba Zaldúa,es ESP,DF,Real Sociedad,28-234,1992,4.5,0,1,0,0.0,0.22,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Oier Zarraga,es ESP,MF,Athletic Club,22-040,1999,1.0,0,1,0,0.0,0.97,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Igor Zubeldia,es ESP,DF,Real Sociedad,23-320,1997,12.6,0,7,2,28.6,0.56,0.16,0.00,0.00,17.4,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Martín Zubimendi,es ESP,MF,Real Sociedad,22-011,1999,10.5,0,2,0,0.0,0.19,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Martin Ødegaard,no NOR,"MF,FW",Real Madrid,22-058,1998,2.6,0,3,0,0.0,1.15,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
