player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,3.5,139,25,80,58,6,3,136,1,1,100.0,1,0,51,299,164,4,1,0,1,1,66,56,84.8,2,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,9.1,264,11,31,129,129,29,259,10,22,45.5,10,0,146,789,479,24,8,6,27,13,381,189,49.6,47,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,7.0,581,11,112,278,218,18,521,8,11,72.7,9,0,397,1447,860,42,14,4,4,6,460,438,95.2,38,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,16.1,1033,86,426,622,65,4,994,11,13,84.6,11,0,744,3779,1931,46,6,0,4,10,785,754,96.1,9,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,7.1,277,12,58,128,104,12,253,4,7,57.1,4,0,161,757,289,12,2,4,8,2,276,180,65.2,47,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,5.6,216,19,60,129,35,4,202,8,13,61.5,9,3,103,424,208,5,0,1,2,1,110,93,84.5,6,Matches
José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,10.1,641,73,331,319,28,12,611,1,1,100.0,1,0,403,2021,1221,22,0,0,3,1,463,449,97.0,1,Matches
Mariano,do DOM,FW,Real Madrid,27-196,1993,2.5,81,5,8,38,46,18,75,3,6,50.0,3,0,51,232,132,6,4,2,7,6,113,63,55.8,18,Matches
Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,1.0,68,3,9,44,15,0,58,0,1,0.0,0,0,38,143,75,7,0,0,0,1,36,34,94.4,1,Matches
Adrián Marín,es ESP,DF,Granada,24-035,1997,0.5,31,1,8,17,7,0,21,2,2,100.0,2,0,11,38,28,2,1,0,0,0,11,8,72.7,1,Matches
Roger Martí,es ESP,FW,Levante,30-041,1991,13.9,448,3,32,222,218,67,423,11,17,64.7,12,1,296,1090,354,18,7,5,30,16,651,343,52.7,112,Matches
Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4.0,210,10,64,104,46,1,175,3,4,75.0,3,0,122,366,193,10,1,0,1,2,149,132,88.6,11,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19.0,1147,112,567,641,42,14,1088,3,4,75.0,3,0,672,5023,2821,71,9,1,4,4,746,726,97.3,6,Matches
Javi Martínez,es ESP,MF,Osasuna,21-053,1999,2.1,76,3,19,47,16,1,76,1,3,33.3,2,0,44,253,140,2,1,0,2,2,64,45,70.3,5,Matches
Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16.0,517,470,512,5,0,0,323,0,0,,0,0,198,1007,663,0,0,0,0,0,174,174,100.0,0,Matches
Jaime Mata,es ESP,FW,Getafe,32-112,1988,13.0,481,8,26,215,254,57,462,6,12,50.0,8,0,280,996,396,21,4,6,36,17,650,360,55.4,95,Matches
Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,0.3,9,0,1,3,7,3,9,0,1,0.0,0,0,7,14,5,0,0,0,0,2,16,7,43.8,5,Matches
Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,14.6,880,28,162,537,227,31,854,11,19,57.9,12,0,600,2791,1409,69,21,1,15,8,778,654,84.1,57,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,16.5,828,13,131,475,269,42,806,11,33,33.3,14,2,573,2142,1067,52,24,6,32,28,829,601,72.5,75,Matches
Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,13.8,470,13,92,228,173,37,449,16,28,57.1,18,0,282,1520,771,36,10,9,25,18,448,274,61.2,55,Matches
Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,0.7,18,0,5,7,8,1,18,0,0,,0,0,11,44,33,0,0,0,2,1,14,10,71.4,3,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,16.5,1184,52,345,565,389,33,1073,28,44,63.6,31,1,874,5052,3172,146,44,16,14,21,925,851,92.0,44,Matches
Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,19.2,1219,41,188,736,354,49,1207,17,24,70.8,19,0,798,3032,1470,74,24,3,28,22,1002,859,85.7,87,Matches
Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,4.7,262,6,25,96,161,20,227,2,5,40.0,2,0,169,937,542,30,12,5,9,11,219,166,75.8,22,Matches
Roque Mesa,es ESP,MF,Valladolid,31-251,1989,7.8,503,21,103,318,119,7,473,6,7,85.7,6,0,355,2063,987,48,13,2,8,20,371,336,90.6,15,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,17.6,1523,0,41,728,883,134,1394,77,117,65.8,82,3,1262,6827,4010,260,88,30,18,44,1527,1301,85.2,135,Matches
Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,4.0,211,13,88,119,15,0,206,1,3,33.3,1,0,117,492,268,11,3,0,6,3,158,148,93.7,2,Matches
Míchel,es ESP,MF,Valladolid,32-199,1988,6.3,421,13,111,250,88,2,376,3,4,75.0,3,0,250,1263,591,20,9,0,5,10,277,260,93.9,6,Matches
Éder Militão,br BRA,"DF,MF",Real Madrid,23-026,1998,2.6,200,25,105,103,4,1,196,1,1,100.0,1,0,141,732,322,10,1,0,1,0,144,144,100.0,1,Matches
Luis Milla,es ESP,MF,Granada,26-129,1994,13.9,649,24,152,405,134,9,591,10,12,83.3,10,1,395,2123,1110,35,8,1,10,17,413,368,89.1,25,Matches
Pere Milla,es ESP,"FW,MF",Elche,28-143,1992,12.7,490,21,85,325,111,18,481,10,20,50.0,12,3,325,1384,743,37,19,2,37,25,545,350,64.2,58,Matches
Alejandro Millán,es ESP,FW,Villarreal,21-098,1999,0.0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,5,1,20.0,0,Matches
Santi Mina,es ESP,FW,Celta Vigo,25-068,1995,14.6,452,5,37,264,176,34,438,6,13,46.2,7,1,255,933,497,25,14,3,36,14,627,329,52.5,85,Matches
Óscar Mingueza,es ESP,DF,Barcelona,21-276,1999,9.7,768,67,296,405,109,7,724,1,4,25.0,1,0,558,2407,1271,42,10,0,2,4,583,567,97.3,5,Matches
Rafa Mir,es ESP,FW,Huesca,23-240,1997,16.3,438,17,58,208,199,83,423,10,15,66.7,10,2,223,1414,867,37,12,10,51,22,646,305,47.2,92,Matches
Jorge Miramón,es ESP,DF,Levante,31-256,1989,13.0,845,61,283,360,253,20,718,10,10,100.0,10,0,481,2511,1338,63,29,3,7,10,519,479,92.3,23,Matches
Juan Miranda,es ESP,DF,Betis,21-025,2000,7.8,527,22,149,267,137,6,432,4,6,66.7,4,1,262,958,559,33,15,0,5,6,321,289,90.0,12,Matches
Luka Modrić,hr CRO,MF,Real Madrid,35-157,1985,18.1,1500,23,245,880,484,44,1444,36,49,73.5,37,3,1161,5848,2692,147,43,9,19,23,1287,1206,93.7,93,Matches
Johan Mojica,co COL,DF,Elche,28-176,1992,4.3,252,20,92,120,62,3,226,4,9,44.4,5,0,168,976,537,23,7,1,5,2,168,150,89.3,5,Matches
Guillem Molina Gutiérrez,es ESP,DF,Valencia,20-286,2000,0.8,29,4,11,18,0,0,24,1,1,100.0,1,0,12,49,36,1,0,0,0,0,13,12,92.3,0,Matches
Jorge Molina,es ESP,"FW,MF",Granada,38-297,1982,7.7,272,11,27,136,118,34,254,3,8,37.5,3,0,125,496,290,15,5,1,15,9,360,194,53.9,54,Matches
Victor Mollejo,es ESP,"MF,DF",Getafe,20-023,2001,0.8,44,0,2,25,22,3,41,2,4,50.0,2,0,35,195,130,7,3,1,0,3,41,35,85.4,5,Matches
Jon Moncayola,es ESP,MF,Osasuna,22-276,1998,17.5,782,39,206,482,140,8,772,8,11,72.7,9,1,431,1907,1068,33,17,1,11,10,512,457,89.3,17,Matches
Nacho Monreal,es ESP,DF,Real Sociedad,34-353,1986,11.1,737,21,194,352,213,25,626,4,7,57.1,4,0,398,1592,751,37,13,1,7,6,477,423,88.7,32,Matches
Ángel Montoro,es ESP,MF,Granada,32-233,1988,9.2,472,12,87,283,121,5,406,1,2,50.0,2,0,240,1059,354,16,4,0,6,6,336,287,85.4,17,Matches
Martín Montoya,es ESP,DF,Betis,29-305,1991,2.6,185,8,32,105,55,3,157,2,4,50.0,2,0,103,369,194,9,3,0,1,3,120,113,94.2,8,Matches
Emre Mor,tr TUR,"FW,MF",Celta Vigo,23-204,1997,5.6,206,1,19,105,97,17,194,17,28,60.7,17,0,148,779,329,17,6,2,17,13,216,144,66.7,34,Matches
Jon Morcillo,es ESP,"FW,MF",Athletic Club,22-151,1998,6.2,298,1,29,104,188,17,260,9,16,56.3,9,1,206,1278,740,39,11,4,11,9,293,201,68.6,39,Matches
Álex Moreno,es ESP,DF,Betis,27-250,1993,14.4,1045,51,304,532,273,33,908,16,29,55.2,16,0,626,3187,1762,86,24,12,16,20,653,604,92.5,35,Matches
Gerard Moreno,es ESP,"FW,MF",Villarreal,28-312,1992,16.2,844,24,70,466,362,90,830,48,64,75.0,49,4,649,2882,1395,84,26,17,38,35,920,697,75.8,142,Matches
Tete Morente,es ESP,"MF,FW",Elche,24-071,1996,13.7,598,21,132,332,183,25,591,25,40,62.5,25,2,418,1908,985,48,13,3,24,32,586,452,77.1,55,Matches
Loren Morón,es ESP,FW,Betis,27-045,1993,7.2,220,9,23,98,109,26,211,4,13,30.8,5,2,141,468,219,10,4,1,21,23,324,158,48.8,35,Matches
Pedro Mosquera,es ESP,MF,Huesca,32-298,1988,17.9,1078,49,322,731,89,6,1016,8,11,72.7,8,0,665,3259,1664,59,9,2,4,14,716,690,96.4,10,Matches
Javi Moyano,es ESP,DF,Valladolid,34-356,1986,1.1,45,1,11,23,12,0,32,0,0,,0,0,15,74,14,1,1,0,0,0,22,18,81.8,1,Matches
Iker Muniain,es ESP,"MF,FW",Athletic Club,28-056,1992,15.6,835,4,53,468,379,32,780,27,38,71.1,27,3,633,3194,1562,84,35,9,24,23,776,628,80.9,100,Matches
Aihen Muñoz,es ESP,DF,Real Sociedad,23-181,1997,11.0,682,30,195,335,179,9,549,12,16,75.0,12,1,377,1491,885,38,11,2,3,5,394,366,92.9,17,Matches
Joaquín Muñoz,es ESP,FW,Huesca,21-340,1999,0.5,31,0,5,13,15,3,28,3,5,60.0,3,0,23,114,66,5,1,1,3,1,24,21,87.5,6,Matches
Jeison Murillo,co COL,DF,Celta Vigo,28-262,1992,20.5,1250,170,757,549,16,9,1218,4,5,80.0,4,0,807,3834,2000,24,2,0,2,2,875,861,98.4,4,Matches
Yunus Musah,us USA,MF,Valencia,18-076,2002,13.1,494,16,104,216,211,29,487,20,43,46.5,24,0,343,1824,1061,57,17,6,31,23,480,340,70.8,63,Matches
Yoshinori Mutō,jp JPN,"FW,MF",Eibar,28-213,1992,10.7,309,5,18,127,187,42,299,16,22,72.7,16,0,185,895,493,24,14,4,23,27,441,205,46.5,63,Matches
Nacho,es ESP,DF,Valladolid,31-343,1989,16.0,1000,40,306,483,259,14,826,3,10,30.0,3,0,524,2680,1451,60,18,3,13,7,586,529,90.3,24,Matches
Nacho,es ESP,DF,Real Madrid,31-026,1990,8.5,516,48,197,258,85,17,484,6,8,75.0,6,0,330,1293,660,26,9,2,2,2,381,349,91.6,17,Matches
Nano,es ESP,"FW,MF",Cádiz,26-008,1995,0.1,4,0,1,2,1,0,4,1,2,50.0,1,0,4,4,0,0,0,0,0,0,7,2,28.6,1,Matches
Roberto Navarro,es ESP,MF,Real Sociedad,18-307,2002,0.4,28,0,2,16,14,1,25,0,2,0.0,0,0,15,98,54,3,3,0,1,0,20,16,80.0,2,Matches
Ximo Navarro,es ESP,DF,Alavés,31-021,1990,15.4,804,54,293,427,142,5,647,12,15,80.0,12,1,398,2565,1221,46,21,1,5,14,388,349,89.9,17,Matches
Jesús Navas,es ESP,DF,Sevilla,35-084,1985,17.2,1342,58,370,544,518,30,1157,11,15,73.3,11,0,854,4475,2891,162,53,8,10,9,952,873,91.7,58,Matches
Raúl Navas,es ESP,DF,Osasuna,32-278,1988,1.9,80,15,54,26,2,1,77,0,0,,0,0,35,199,85,1,0,0,0,0,36,35,97.2,1,Matches
Álvaro Negredo,es ESP,FW,Cádiz,35-177,1985,14.9,473,13,27,260,200,58,436,16,27,59.3,18,3,209,702,279,14,4,4,37,17,653,350,53.6,67,Matches
Neto,br BRA,GK,Barcelona,31-209,1989,6.0,208,189,205,3,0,0,163,0,0,,0,0,119,418,252,0,0,0,0,2,113,113,100.0,0,Matches
Carlos Neva,es ESP,DF,Granada,24-246,1996,18.1,742,46,268,339,168,9,555,5,10,50.0,7,0,300,1570,802,34,10,0,5,12,359,295,82.2,14,Matches
Mamor Niang,sn SEN,"FW,MF",Getafe,19-009,2002,0.2,14,0,0,7,7,1,12,2,3,66.7,2,0,9,8,2,0,0,0,4,1,18,7,38.9,1,Matches
Manuel Nieto,es ESP,"FW,MF",Cádiz,22-321,1998,0.2,8,0,2,2,5,1,8,0,0,,0,0,4,24,4,0,0,0,0,0,9,4,44.4,0,Matches
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,26-084,1994,10.7,716,18,134,428,182,23,702,9,11,81.8,9,0,435,1756,723,33,8,2,18,13,593,513,86.5,48,Matches
Nino,es ESP,"MF,FW",Elche,40-248,1980,2.1,106,1,7,78,27,7,102,1,1,100.0,1,0,77,331,121,6,2,0,2,4,112,91,81.3,17,Matches
Fernando Niño,es ESP,FW,Villarreal,20-112,2000,5.2,175,2,17,79,91,31,166,5,6,83.3,5,0,115,511,206,13,3,6,17,12,251,133,53.0,52,Matches
Nolito,es ESP,"MF,FW",Celta Vigo,34-121,1986,17.6,792,18,114,402,319,60,727,17,36,47.2,19,1,502,2000,1154,57,22,14,26,17,714,516,72.3,90,Matches
Unai Núñez,es ESP,DF,Athletic Club,24-014,1997,10.1,652,73,333,349,21,7,631,4,4,100.0,4,0,418,2520,1527,25,1,0,2,3,446,438,98.2,1,Matches
Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22-253,1998,1.6,96,5,37,61,6,0,93,3,4,75.0,3,0,74,373,157,2,0,0,4,2,79,71,89.9,2,Matches
Allan Nyom,cm CMR,"MF,DF",Getafe,32-279,1988,15.2,712,36,172,346,227,20,606,7,14,50.0,8,0,347,1561,709,44,19,1,8,16,432,373,86.3,45,Matches
Jan Oblak,si SVN,GK,Atlético Madrid,28-037,1993,20.0,578,513,574,6,0,0,356,0,0,,0,0,211,1128,667,0,0,0,0,0,200,198,99.0,0,Matches
Lucas Ocampos,ar ARG,FW,Sevilla,26-217,1994,18.3,916,24,95,415,469,101,879,52,80,65.0,54,1,687,3847,2398,145,38,24,39,39,966,677,70.1,138,Matches
Álvaro Odriozola,es ESP,DF,Real Madrid,25-061,1995,2.5,155,6,42,75,52,6,130,2,6,33.3,2,0,105,649,284,8,2,2,4,4,114,100,87.7,9,Matches
Shinji Okazaki,jp JPN,"FW,MF",Huesca,34-303,1986,10.6,241,3,19,118,116,33,230,4,11,36.4,4,0,147,470,205,15,6,2,20,18,386,175,45.3,58,Matches
Lucas Olaza,uy URU,DF,Celta Vigo,26-207,1994,17.9,1160,48,366,598,265,14,999,9,14,64.3,9,2,681,3159,1794,68,31,1,5,5,752,691,91.9,28,Matches
Lucas Olaza,uy URU,DF,Valladolid,26-207,1994,1.0,53,5,24,27,3,0,41,0,0,,0,0,21,129,66,1,1,0,0,1,21,19,90.5,0,Matches
Paulo Oliveira,pt POR,DF,Eibar,29-036,1992,15.2,732,93,342,407,13,8,711,2,2,100.0,2,0,277,1829,849,22,1,0,1,1,295,286,96.9,0,Matches
Mathías Olivera,uy URU,DF,Getafe,23-105,1997,15.3,809,41,204,390,261,30,669,9,17,52.9,10,2,398,2153,1268,60,22,4,17,14,411,365,88.8,26,Matches
Javier Ontiveros,es ESP,"FW,MF",Huesca,23-157,1997,9.9,595,15,107,324,242,31,573,41,62,66.1,45,5,502,3418,2042,118,35,15,13,17,528,432,81.8,39,Matches
Fabián Orellana,cl CHI,"MF,FW",Valladolid,35-017,1986,13.8,653,9,82,310,303,35,596,17,31,54.8,18,1,442,2309,1285,69,19,10,26,34,580,454,78.3,89,Matches
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,23-298,1997,12.9,689,6,57,276,392,76,606,16,38,42.1,19,2,432,2034,993,56,18,7,28,18,641,461,71.9,97,Matches
Fernando Pacheco,es ESP,GK,Alavés,28-271,1992,22.0,705,623,703,4,0,0,439,0,0,,0,0,249,1324,859,0,0,0,0,0,237,235,99.2,0,Matches
Ante Palaversa,hr CRO,"MF,FW",Getafe,20-313,2000,0.1,12,0,0,6,6,0,8,0,0,,0,0,6,30,8,0,0,0,0,0,4,4,100.0,0,Matches
Daniel Parejo,es ESP,MF,Villarreal,31-303,1989,19.8,1788,38,364,1106,405,22,1669,20,28,71.4,21,1,1207,4930,2334,98,24,4,16,16,1384,1341,96.9,35,Matches
Marvin Olawale Akinlabi Park,es ESP,"DF,FW",Real Madrid,20-225,2000,1.0,80,2,12,48,25,2,70,0,0,,0,0,46,229,105,6,3,0,3,3,61,46,75.4,6,Matches
Thomas Partey,gh GHA,MF,Atlético Madrid,27-245,1993,2.2,243,2,33,189,45,0,240,7,8,87.5,7,1,194,939,467,16,10,0,1,0,198,196,99.0,1,Matches
John Patrick,es ESP,"MF,DF",Getafe,17-142,2003,0.7,38,0,2,15,21,5,38,0,0,,0,0,27,49,22,2,0,0,6,6,32,27,84.4,5,Matches
Gabriel Paulista,br BRA,DF,Valencia,30-079,1990,15.2,830,179,526,343,18,10,790,1,2,50.0,1,0,490,2953,1817,30,2,0,1,1,515,506,98.3,3,Matches
Alfonso Pedraza,es ESP,DF,Villarreal,24-310,1996,14.7,965,44,274,400,357,52,846,13,26,50.0,16,3,592,3071,1864,93,27,12,24,19,681,595,87.4,63,Matches
Pedri,es ESP,MF,Barcelona,18-080,2002,14.7,1046,16,120,491,503,61,1018,16,25,64.0,16,1,777,3866,1794,93,33,10,34,14,944,829,87.8,98,Matches
Rubén Peña,es ESP,"DF,FW",Villarreal,29-210,1991,7.7,496,21,124,255,158,10,446,18,31,58.1,20,2,331,1821,1029,50,13,4,10,7,363,320,88.2,19,Matches
Alberto Perea,es ESP,MF,Cádiz,30-056,1990,10.4,489,11,82,260,195,25,467,46,62,74.2,49,4,396,2151,1213,76,23,6,10,31,428,344,80.4,21,Matches
Iñigo Pérez,es ESP,"MF,DF",Osasuna,33-026,1988,13.2,686,15,101,417,185,15,584,1,5,20.0,3,1,367,1231,624,24,5,1,12,11,512,419,81.8,30,Matches
Kike Pérez,es ESP,MF,Valladolid,23-365,1997,9.5,496,18,86,314,134,13,488,15,22,68.2,15,3,340,1866,1020,48,10,3,13,17,431,333,77.3,33,Matches
Lucas Pérez,es ESP,FW,Alavés,32-156,1988,11.5,502,3,27,222,289,58,392,23,34,67.6,23,1,317,2016,1089,69,24,16,30,19,518,303,58.5,81,Matches
Luis Pérez,es ESP,DF,Valladolid,26-009,1995,10.2,577,42,216,264,123,2,479,2,5,40.0,3,0,245,1337,692,31,13,0,3,3,316,270,85.4,8,Matches
Nehuén Pérez,ar ARG,DF,Granada,20-234,2000,3.3,103,30,69,40,2,1,97,1,1,100.0,1,0,46,364,258,0,0,0,0,0,53,50,94.3,0,Matches
Tomás Pina Isla,es ESP,MF,Alavés,33-122,1987,15.8,622,41,148,405,103,17,614,9,12,75.0,10,0,371,1728,636,30,13,2,12,8,405,342,84.4,13,Matches
Yeremi Pino,es ESP,"FW,MF",Villarreal,18-116,2002,4.4,227,6,26,103,116,33,225,8,15,53.3,9,0,169,1014,721,38,11,10,8,8,229,174,76.0,44,Matches
Gerard Piqué,es ESP,DF,Barcelona,34-011,1987,7.7,607,97,302,342,14,6,588,1,1,100.0,1,0,409,2366,1334,18,4,0,1,1,436,424,97.2,5,Matches
Miralem Pjanić,ba BIH,MF,Barcelona,30-317,1990,5.7,677,14,134,386,201,9,645,7,9,77.8,7,0,424,2089,969,39,12,2,4,7,565,544,96.3,19,Matches
Óscar Plano,es ESP,"MF,FW",Valladolid,30-002,1991,15.5,652,24,129,298,263,30,630,6,11,54.5,6,0,387,1877,934,37,14,0,21,20,552,413,74.8,60,Matches
Dani Plomer,es ESP,FW,Granada,22-075,1998,0.5,6,1,1,3,2,0,6,0,0,,0,0,3,4,1,0,0,0,0,1,11,4,36.4,0,Matches
Jorge Pombo,es ESP,"FW,MF",Cádiz,26-357,1994,4.6,215,2,32,116,93,13,211,8,15,53.3,8,0,163,1036,691,35,11,2,21,11,192,157,81.8,19,Matches
Pere Pons,es ESP,MF,Alavés,27-359,1993,6.4,259,13,55,157,60,9,254,2,7,28.6,3,0,131,537,263,12,3,1,11,11,186,150,80.6,22,Matches
Francisco Portillo,es ESP,MF,Getafe,30-245,1990,4.0,258,1,30,125,120,8,247,8,12,66.7,8,0,212,901,485,30,8,2,3,8,234,198,84.6,19,Matches
Portu,es ESP,"FW,MF",Real Sociedad,28-268,1992,14.8,453,4,41,164,272,84,442,9,15,60.0,10,0,305,1917,1274,59,18,13,22,19,581,324,55.8,108,Matches
Sergio Postigo,es ESP,DF,Levante,32-101,1988,12.4,699,133,423,298,15,1,667,3,3,100.0,3,0,410,2444,1537,29,5,0,1,1,450,442,98.2,1,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21-357,1999,14.5,725,29,174,353,221,9,627,7,19,36.8,9,3,396,1786,838,40,9,2,8,10,456,383,84.0,12,Matches
Antonio Puertas,es ESP,"FW,MF",Granada,28-358,1992,12.4,517,19,92,211,245,38,496,22,33,66.7,24,2,335,2008,1109,60,12,9,29,26,537,340,63.3,71,Matches
Riqui Puig,es ESP,MF,Barcelona,21-184,1999,0.9,114,1,8,87,24,2,111,2,2,100.0,2,0,82,467,166,11,5,0,3,0,109,104,95.4,6,Matches
Jorge Pulido,es ESP,DF,Huesca,29-311,1991,17.2,1073,166,611,461,88,10,1033,4,6,66.7,4,0,685,4375,2378,62,18,0,2,6,730,711,97.4,5,Matches
Quini,es ESP,DF,Granada,31-142,1989,2.2,144,13,62,48,37,3,115,2,3,66.7,2,0,48,287,99,7,1,1,0,3,51,45,88.2,2,Matches
Quique,es ESP,FW,Eibar,30-273,1990,1.0,41,0,2,18,23,3,40,1,1,100.0,1,0,17,68,27,2,1,0,4,0,51,30,58.8,11,Matches
Uroš Račić,rs SRB,MF,Valencia,22-333,1998,12.2,677,44,160,449,105,11,672,10,17,58.8,11,1,403,2081,855,37,10,0,6,11,473,417,88.2,12,Matches
Nemanja Radoja,rs SRB,MF,Levante,28-007,1993,9.9,619,16,146,411,103,9,611,5,6,83.3,5,0,436,2176,1086,50,13,0,4,15,481,456,94.8,18,Matches
Ivan Rakitić,hr CRO,MF,Sevilla,32-340,1988,14.7,1187,35,260,747,262,24,1133,6,16,37.5,7,1,791,3535,1910,77,24,1,16,18,984,926,94.1,43,Matches
Sandro Ramírez,es ESP,"FW,MF",Huesca,25-219,1995,5.4,207,2,19,118,90,19,201,7,14,50.0,8,0,153,829,481,23,12,4,21,11,238,152,63.9,33,Matches
Sergio Ramos,es ESP,DF,Real Madrid,34-320,1986,13.5,1174,157,560,608,72,17,1145,5,6,83.3,5,0,778,4252,2424,48,6,0,2,2,920,892,97.0,6,Matches
Recio,es ESP,MF,Eibar,30-033,1991,4.1,202,3,18,119,74,8,199,4,4,100.0,4,1,126,567,223,10,3,0,8,4,163,136,83.4,4,Matches
Karim Rekik,nl NED,DF,Sevilla,26-073,1994,1.8,157,6,48,81,37,3,130,2,3,66.7,2,0,99,387,259,14,1,0,1,2,110,101,91.8,3,Matches
Álex Remiro,es ESP,GK,Real Sociedad,25-326,1995,22.0,708,641,703,5,0,0,537,0,0,,0,0,360,1799,890,0,0,0,0,0,358,357,99.7,0,Matches
Oriol Rey,es ESP,MF,Valladolid,22-354,1998,0.2,14,1,3,9,2,0,14,0,0,,0,0,9,47,19,1,0,0,0,0,11,11,100.0,1,Matches
Mikel Rico,es ESP,MF,Huesca,36-101,1984,14.2,610,30,156,346,150,26,590,16,26,61.5,20,1,398,1954,976,40,13,1,15,24,517,412,79.7,54,Matches
Emiliano Rigoni,ar ARG,"MF,FW",Elche,28-009,1993,9.9,371,8,65,184,149,14,328,11,20,55.0,14,3,248,1467,824,33,12,4,24,13,328,254,77.4,40,Matches
Luis Rioja,es ESP,"MF,DF",Alavés,27-120,1993,15.1,552,19,113,246,242,40,506,23,42,54.8,23,0,371,2358,1587,74,28,17,25,24,480,334,69.6,55,Matches
Rober,es ESP,DF,Levante,25-363,1995,3.5,201,40,129,80,3,0,193,1,1,100.0,1,0,108,671,438,4,2,0,0,1,115,115,100.0,0,Matches
Roberto,es ESP,GK,Valladolid,35-003,1986,6.0,205,174,204,1,0,0,124,0,0,,0,0,76,293,164,0,0,0,0,0,64,64,100.0,0,Matches
Sergi Roberto,es ESP,DF,Barcelona,29-006,1992,7.2,605,33,150,313,183,19,563,5,6,83.3,5,0,433,1880,1039,49,17,3,3,2,491,456,92.9,26,Matches
Joel Robles,es ESP,GK,Betis,30-241,1990,13.0,433,361,429,4,0,0,302,0,0,,0,0,199,926,470,0,0,0,0,0,195,194,99.5,0,Matches
Rubén Rochina,es ESP,MF,Levante,29-327,1991,8.8,576,18,111,287,213,14,549,19,26,73.1,21,0,408,1918,901,35,11,1,22,17,474,405,85.4,43,Matches
Rodrigo,es ESP,"FW,MF",Betis,20-273,2000,4.1,236,1,31,115,107,9,228,2,5,40.0,2,0,190,866,379,22,6,2,5,8,217,183,84.3,23,Matches
Kévin Rodrigues,pt POR,"DF,MF",Eibar,26-345,1994,8.5,531,18,122,270,172,7,457,12,23,52.2,13,2,305,1425,785,34,12,0,11,18,335,287,85.7,18,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22-230,1998,2.9,231,2,20,116,103,12,203,5,9,55.6,5,1,141,611,331,20,2,1,5,7,186,160,86.0,23,Matches
Ángel Rodríguez,es ESP,FW,Getafe,33-293,1987,10.9,371,6,21,175,195,41,361,5,22,22.7,6,1,249,1061,434,31,9,5,41,19,533,277,52.0,98,Matches
Guido Rodríguez,ar ARG,MF,Betis,26-307,1994,16.4,1014,39,259,673,117,16,985,14,16,87.5,15,0,623,2377,991,42,11,0,10,15,669,637,95.2,14,Matches
Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,17-290,2003,0.3,19,0,3,10,7,1,19,1,1,100.0,1,0,14,107,62,4,0,0,0,0,22,14,63.6,3,Matches
Víctor Rodríguez,es ESP,MF,Elche,31-205,1989,3.4,250,9,81,151,25,0,245,2,4,50.0,2,0,191,787,415,14,2,0,2,4,210,195,92.9,1,Matches
Rodrygo,br BRA,FW,Real Madrid,20-035,2001,4.7,232,2,21,109,119,28,230,10,16,62.5,11,0,195,1037,719,45,13,9,12,10,249,188,75.5,34,Matches
Facundo Roncaglia,ar ARG,DF,Osasuna,34-003,1987,12.5,622,40,250,300,109,8,503,3,6,50.0,3,1,286,1702,867,29,13,0,6,6,287,255,88.9,12,Matches
Rubén,es ESP,"GK,MF",Osasuna,36-236,1984,2.1,65,51,64,1,0,0,39,0,0,,0,0,26,103,60,0,0,0,0,0,24,24,100.0,0,Matches
