player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Marko Rog,hr CRO,MF,Cagliari,25-209,1995,12.9,748,30,185,485,147,8,727,21,24,87.5,22,1,521,2887,1685,61,27,2,15,18,541,496,91.7,16,Matches
Rogério,br BRA,DF,Sassuolo,23-031,1998,11.6,819,46,249,386,242,24,727,14,23,60.9,16,2,547,2955,1555,80,21,8,10,13,581,543,93.5,26,Matches
Luis Rojas,cl CHI,"FW,MF",Crotone,18-344,2002,0.2,17,0,2,9,8,0,16,2,5,40.0,2,0,13,52,35,1,1,0,0,0,16,13,81.3,4,Matches
Alessio Romagnoli,it ITA,DF,Milan,26-032,1995,16.0,860,148,484,400,29,17,837,0,0,,0,0,511,2693,1391,15,3,0,4,0,598,582,97.3,2,Matches
Cristian Romero,ar ARG,DF,Atalanta,22-292,1998,13.6,741,87,383,371,36,11,711,5,6,83.3,5,0,408,2898,1063,33,9,0,2,6,362,341,94.2,8,Matches
Cristiano Ronaldo,pt POR,FW,Juventus,36-008,1985,16.1,831,10,45,377,486,114,802,33,51,64.7,33,1,621,3762,2427,154,43,32,29,30,910,696,76.5,162,Matches
Marten de Roon,nl NED,MF,Atalanta,29-321,1991,18.1,1340,35,249,881,266,13,1297,9,11,81.8,9,0,894,3868,1947,79,13,2,9,7,942,901,95.6,18,Matches
Nicolò Rovella,it ITA,MF,Genoa,19-071,2001,6.7,401,15,127,234,60,5,390,4,6,66.7,4,0,277,1303,600,27,3,2,5,3,309,280,90.6,7,Matches
Amir Rrahmani,xk KVX,DF,Napoli,26-355,1994,0.9,82,6,39,43,1,1,81,0,0,,0,0,66,322,126,1,0,0,0,0,67,67,100.0,1,Matches
Kevin Rüegg,ch SUI,"MF,DF",Hellas Verona,22-192,1998,1.3,57,2,11,28,22,2,50,4,4,100.0,4,0,28,194,105,6,2,0,3,2,43,27,62.8,4,Matches
Daniele Rugani,it ITA,DF,Cagliari,26-199,1994,1.0,40,7,25,13,3,0,39,1,1,100.0,1,0,23,75,34,1,0,0,1,0,21,21,100.0,0,Matches
Matteo Ruggeri,it ITA,DF,Atalanta,18-217,2002,2.3,135,4,35,61,48,1,124,1,2,50.0,1,1,89,399,258,11,2,0,3,0,107,99,92.5,2,Matches
Mário Rui,pt POR,DF,Napoli,29-262,1991,11.7,1057,35,285,500,326,17,941,11,19,57.9,11,1,694,2743,1639,64,24,2,16,7,776,741,95.5,36,Matches
Fabián Ruiz Peña,es ESP,MF,Napoli,24-316,1996,12.3,1045,33,218,603,302,25,1012,7,12,58.3,8,0,743,3638,1771,71,25,3,5,8,882,827,93.8,48,Matches
Alexis Saelemaekers,be BEL,FW,Milan,21-231,1999,11.0,557,5,82,235,276,37,549,20,29,69.0,20,0,387,2008,1021,51,17,7,26,18,525,397,75.6,85,Matches
Jacopo Sala,it ITA,DF,Spezia,29-070,1991,4.2,311,20,102,149,69,2,266,3,6,50.0,5,0,196,1013,583,24,2,1,1,2,209,197,94.3,4,Matches
Eddy Salcedo,it ITA,FW,Hellas Verona,19-135,2001,4.3,200,3,21,107,82,14,198,8,11,72.7,8,0,133,504,263,15,6,3,10,10,264,153,58.0,30,Matches
Alexis Sánchez,cl CHI,FW,Inter,32-056,1988,7.9,457,2,40,198,255,62,433,18,29,62.1,18,1,356,1665,591,45,14,11,27,16,460,355,77.2,106,Matches
Alex Sandro,br BRA,DF,Juventus,30-018,1991,5.4,474,20,103,284,128,20,442,6,7,85.7,6,0,323,1857,1120,46,16,2,6,6,366,346,94.5,13,Matches
Nicola Sansone,it ITA,"FW,MF",Bologna,29-156,1991,5.4,342,4,38,142,179,38,311,16,31,51.6,20,2,255,1135,613,41,6,11,12,18,284,238,83.8,40,Matches
Federico Santander,py PAR,FW,Bologna,29-254,1991,0.4,26,0,1,8,17,10,25,0,0,,0,0,14,49,10,1,0,1,1,1,27,20,74.1,8,Matches
Davide Santon,it ITA,DF,Roma,30-042,1991,2.8,128,5,29,67,42,7,110,1,1,100.0,1,0,76,548,309,16,4,2,1,1,83,76,91.6,6,Matches
Samir Santos,br BRA,DF,Udinese,26-070,1994,19.6,1216,115,521,632,140,19,1120,5,6,83.3,5,0,759,3326,2002,61,19,0,6,15,819,782,95.5,13,Matches
Riccardo Saponara,it ITA,FW,Fiorentina,29-054,1991,0.6,47,0,5,29,21,1,46,0,0,,0,0,35,177,84,5,4,0,1,2,46,39,84.8,6,Matches
Riccardo Saponara,it ITA,"FW,MF",Spezia,29-054,1991,0.3,15,2,3,4,8,1,15,0,0,,0,0,12,98,27,3,0,1,1,0,19,13,68.4,2,Matches
Marco Sau,it ITA,"MF,FW",Benevento,33-102,1987,5.8,258,4,45,112,127,26,225,4,6,66.7,4,0,165,956,444,23,10,3,12,13,242,161,66.5,33,Matches
Gianluca Scamacca,it ITA,FW,Genoa,22-043,1999,8.6,319,13,34,154,150,37,309,8,12,66.7,8,1,187,842,486,26,11,3,21,16,404,229,56.7,61,Matches
Nicolás Schiappacasse,uy URU,MF,Sassuolo,22-032,1999,0.2,2,0,0,0,2,0,2,0,0,,0,0,2,3,0,0,0,0,1,0,4,1,25.0,1,Matches
Pasquale Schiattarella,it ITA,MF,Benevento,33-259,1987,16.9,1012,52,314,621,138,6,954,10,13,76.9,12,0,616,2954,1628,50,16,0,18,9,695,661,95.1,8,Matches
Jerdy Schouten,nl NED,MF,Bologna,24-032,1997,18.2,1049,61,293,623,190,2,1033,29,41,70.7,30,0,699,2988,1125,46,17,1,12,23,689,656,95.2,21,Matches
Matteo Scozzarella,it ITA,MF,Parma,32-253,1988,1.7,126,5,31,77,27,0,110,0,0,,0,0,65,357,192,9,2,0,0,2,94,86,91.5,2,Matches
Jacopo Segre,it ITA,MF,Torino,23-362,1997,2.1,130,1,30,92,20,5,129,3,6,50.0,4,1,95,536,297,11,3,1,0,3,113,102,90.3,3,Matches
Léo Sena,br BRA,MF,Spezia,25-044,1995,1.2,51,0,6,32,17,0,50,1,1,100.0,1,0,40,232,150,7,3,0,2,1,44,36,81.8,1,Matches
Stefano Sensi,it ITA,MF,Inter,25-192,1995,3.3,248,5,33,119,109,4,226,6,11,54.5,6,0,187,812,416,17,7,1,7,3,201,178,88.6,17,Matches
Luigi Sepe,it ITA,GK,Parma,29-281,1991,21.0,833,741,831,4,0,0,602,1,1,100.0,1,0,366,1813,1376,0,0,0,0,0,395,394,99.7,0,Matches
Eldor Shomurodov,uz UZB,FW,Genoa,25-229,1995,9.4,368,8,43,198,156,33,364,9,22,40.9,11,1,226,1043,583,20,12,4,34,19,557,267,47.9,77,Matches
Luca Siligardi,it ITA,FW,Parma,33-018,1988,0.4,28,0,2,9,17,3,25,0,2,0.0,0,0,14,45,15,1,0,0,2,1,19,18,94.7,8,Matches
Luca Siligardi,it ITA,MF,Crotone,33-018,1988,0.5,31,0,2,16,15,1,31,0,1,0.0,0,0,21,90,31,1,0,0,1,1,31,22,71.0,7,Matches
Adrien Silva,pt POR,MF,Sampdoria,31-335,1989,9.2,582,27,150,357,100,3,558,4,6,66.7,4,0,348,1300,568,18,5,0,7,7,390,366,93.8,13,Matches
Marco Silvestri,it ITA,GK,Hellas Verona,29-348,1991,21.0,690,642,690,0,0,0,466,0,0,,0,0,272,1789,1301,0,0,0,0,0,248,248,100.0,0,Matches
Giovanni Simeone,ar ARG,FW,Cagliari,25-223,1995,13.3,389,15,44,200,163,57,354,17,21,81.0,18,1,230,1087,428,22,7,6,34,20,536,245,45.7,89,Matches
Wilfried Singo,ci CIV,DF,Torino,20-050,2000,13.7,847,51,240,403,281,24,718,39,64,60.9,42,0,584,3275,2150,93,31,7,25,14,589,500,84.9,32,Matches
Salvatore Sirigu,it ITA,GK,Torino,34-032,1987,19.0,643,555,641,2,0,0,442,0,0,,0,0,317,1072,607,0,0,0,0,0,306,306,100.0,0,Matches
Łukasz Skorupski,pl POL,GK,Bologna,29-284,1991,15.0,555,524,553,2,0,0,418,0,0,,0,0,273,1318,719,0,0,0,0,0,241,241,100.0,0,Matches
Andreas Skov Olsen,dk DEN,FW,Bologna,21-046,1999,4.6,248,5,35,94,138,28,234,5,12,41.7,6,0,160,947,601,34,14,8,9,5,209,166,79.4,32,Matches
Milan Škriniar,sk SVK,DF,Inter,26-002,1995,15.9,1291,129,602,668,108,6,1249,5,8,62.5,5,1,918,4335,2192,67,17,0,9,7,1014,995,98.1,4,Matches
Chris Smalling,eng ENG,DF,Roma,31-083,1989,9.6,599,89,333,279,17,11,582,4,4,100.0,4,0,358,1692,714,11,2,0,4,2,400,393,98.3,0,Matches
Simon Sohm,ch SUI,"MF,FW",Parma,19-308,2001,6.7,376,11,105,234,64,3,368,7,11,63.6,7,1,231,1022,591,24,7,1,6,9,323,280,86.7,10,Matches
Roberto Soriano,it ITA,MF,Bologna,30-005,1991,21.6,1132,36,154,616,458,77,1116,27,38,71.1,28,0,792,4817,2435,135,61,7,27,31,1087,865,79.6,129,Matches
Riccardo Sottil,it ITA,"MF,FW",Cagliari,21-255,1999,13.0,537,5,68,256,305,58,523,37,50,74.0,39,1,472,4226,2864,108,52,19,20,39,529,393,74.3,74,Matches
Adama Soumaoro,fr FRA,DF,Bologna,28-240,1992,3.5,198,31,105,100,7,2,192,1,1,100.0,1,0,116,650,318,3,1,0,0,1,123,117,95.1,0,Matches
Leonardo Spinazzola,it ITA,DF,Roma,27-325,1993,16.1,982,30,222,457,404,63,892,31,69,44.9,37,5,718,4722,3083,140,36,33,16,15,742,670,90.3,56,Matches
Marco Sportiello,it ITA,GK,Atalanta,28-279,1992,7.3,217,179,217,0,0,0,167,0,0,,0,0,105,321,170,0,0,0,0,0,95,94,98.9,0,Matches
Mattia Sprocati,it ITA,FW,Parma,27-291,1993,0.2,5,0,1,3,1,0,5,0,0,,0,0,1,3,0,0,0,0,0,0,4,4,100.0,0,Matches
Thomas Strakosha,al ALB,GK,Lazio,25-331,1995,6.0,266,237,263,4,0,0,226,0,0,,0,0,174,1048,614,0,0,0,0,0,167,163,97.6,0,Matches
Kevin Strootman,nl NED,MF,Genoa,31-000,1990,2.9,176,9,44,108,32,2,173,6,6,100.0,6,1,115,438,181,6,2,0,4,3,130,107,82.3,3,Matches
Jens Stryger Larsen,dk DEN,DF,Udinese,29-358,1991,14.4,776,55,258,336,234,16,670,12,14,85.7,12,0,488,2318,1276,57,24,2,12,10,563,480,85.3,25,Matches
Stefano Sturaro,it ITA,MF,Genoa,27-341,1993,4.9,308,4,54,181,86,4,274,2,6,33.3,3,0,175,722,313,11,4,0,8,9,223,180,80.7,15,Matches
Bosko Sutalo,hr CRO,DF,Atalanta,21-043,2000,1.9,147,5,62,73,27,2,142,1,1,100.0,1,0,108,549,323,7,5,0,2,3,105,102,97.1,1,Matches
Mattias Svanberg,se SWE,MF,Bologna,22-039,1999,10.4,479,20,112,251,155,12,473,14,23,60.9,14,1,313,1573,925,35,15,1,9,15,333,299,89.8,32,Matches
Wojciech Szczęsny,pl POL,GK,Juventus,30-301,1990,16.0,592,519,589,3,0,0,473,0,0,,0,0,321,1483,840,0,0,0,0,0,335,335,100.0,0,Matches
Adrien Tameze,cm CMR,MF,Hellas Verona,27-009,1994,16.8,846,38,196,482,212,17,821,25,36,69.4,27,1,536,2598,1247,56,19,1,17,22,573,471,82.2,52,Matches
Ciprian Tătărușanu,ro ROU,GK,Milan,35-004,1986,1.0,30,26,30,0,0,0,26,0,0,,0,0,15,63,29,0,0,0,0,0,14,14,100.0,0,Matches
Andrés Tello,co COL,"MF,DF",Benevento,24-160,1996,2.6,139,9,34,59,49,9,133,2,5,40.0,3,0,84,371,222,9,1,3,5,2,110,89,80.9,9,Matches
Hidde ter Avest,nl NED,DF,Udinese,23-269,1997,3.9,234,7,63,96,85,6,206,3,4,75.0,3,0,153,567,288,15,6,1,4,0,169,152,89.9,12,Matches
Claudio Terzi,it ITA,DF,Spezia,36-239,1984,14.3,1095,106,561,603,31,4,1045,3,5,60.0,4,0,681,5005,2838,68,12,0,0,1,781,766,98.1,0,Matches
Morten Thorsby,no NOR,MF,Sampdoria,24-284,1996,17.6,743,36,199,391,174,34,729,8,11,72.7,8,1,360,1589,828,45,13,2,19,17,608,436,71.7,34,Matches
Jeremy Toljan,de GER,DF,Sassuolo,26-189,1994,7.5,487,31,143,243,138,19,432,4,8,50.0,6,0,310,1604,811,31,14,4,8,9,360,334,92.8,31,Matches
Rafael Tolói,br BRA,DF,Atalanta,30-126,1990,16.7,1119,73,360,600,232,35,1086,7,12,58.3,7,0,746,3869,2153,91,26,2,8,9,795,754,94.8,25,Matches
Takehiro Tomiyasu,jp JPN,DF,Bologna,22-100,1998,22.0,1460,136,592,812,172,20,1347,15,22,68.2,16,1,818,5705,3283,97,26,1,15,10,928,875,94.3,17,Matches
Fikayo Tomori,eng ENG,DF,Milan,23-056,1997,2.0,119,26,88,34,1,0,108,0,0,,0,0,58,216,115,3,1,0,0,0,68,65,95.6,0,Matches
Sandro Tonali,it ITA,MF,Milan,20-281,2000,9.7,596,25,152,374,112,7,574,1,4,25.0,1,0,374,1884,987,36,11,0,8,6,416,389,93.5,10,Matches
Lorenzo Tonelli,it ITA,DF,Sampdoria,31-027,1990,13.4,713,144,405,314,21,8,676,0,1,0.0,0,0,353,1544,823,15,1,0,2,4,398,384,96.5,1,Matches
Ernesto Torregrossa,it ITA,FW,Sampdoria,28-230,1992,1.7,61,1,5,23,34,9,59,2,5,40.0,3,0,37,126,59,3,1,1,5,6,85,42,49.4,14,Matches
Mattéo Tramoni,fr FRA,"FW,MF",Cagliari,21-024,2000,0.8,34,1,11,12,11,0,34,0,2,0.0,0,0,20,41,15,0,0,0,2,4,17,13,76.5,2,Matches
Alessandro Tripaldelli,it ITA,DF,Cagliari,22-004,1999,3.2,158,12,52,67,44,3,127,2,6,33.3,2,0,79,396,209,12,4,1,3,6,90,78,86.7,11,Matches
Alessandro Tuia,it ITA,DF,Benevento,30-250,1990,11.5,597,95,338,254,35,9,571,3,4,75.0,3,0,339,1971,1097,24,1,0,4,1,386,384,99.5,0,Matches
Ľubomír Tupta,sk SVK,MF,Hellas Verona,22-323,1998,0.6,13,0,1,4,8,3,13,0,0,,0,0,9,67,15,1,0,0,0,1,20,11,55.0,7,Matches
Iyenoma Udogie,it ITA,"DF,MF",Hellas Verona,18-077,2002,0.6,45,3,11,19,16,1,40,0,1,0.0,1,0,31,125,71,4,0,0,1,1,31,26,83.9,2,Matches
Lautaro Valenti,ar ARG,DF,Parma,22-030,1999,1.5,106,23,72,39,1,0,102,1,1,100.0,1,0,60,362,156,3,0,0,0,0,75,74,98.7,0,Matches
Borja Valero,es ESP,"MF,FW",Fiorentina,36-032,1985,3.2,214,9,46,123,55,4,212,6,10,60.0,7,1,158,901,414,23,2,0,4,5,184,155,84.2,9,Matches
Denis Vavro,sk SVK,DF,Lazio,24-309,1996,0.4,22,5,12,11,0,0,22,0,0,,0,0,13,93,49,2,0,0,0,0,13,13,100.0,0,Matches
Miguel Veloso,pt POR,MF,Hellas Verona,34-278,1986,8.7,568,23,135,370,95,4,540,6,9,66.7,7,1,341,1761,835,25,10,0,2,6,372,346,93.0,3,Matches
Lorenzo Venuti,it ITA,DF,Fiorentina,25-307,1995,8.0,468,15,98,208,189,12,402,3,8,37.5,3,0,288,1268,742,35,11,2,8,14,341,301,88.3,26,Matches
Daniele Verde,it ITA,FW,Spezia,24-238,1996,3.8,178,1,19,79,91,19,166,5,7,71.4,5,1,132,708,311,26,4,5,6,6,172,136,79.1,24,Matches
Simone Verdi,it ITA,"FW,MF",Torino,28-216,1992,9.6,481,3,57,194,257,28,387,11,26,42.3,12,0,292,1425,571,34,7,6,16,23,410,291,71.0,44,Matches
Jordan Veretout,fr FRA,MF,Roma,27-349,1993,17.5,1187,27,224,758,296,27,1103,9,18,50.0,10,0,832,4680,2501,103,28,8,9,14,980,891,90.9,39,Matches
Edoardo Vergani,it ITA,FW,Bologna,20-007,2001,0.1,3,0,0,2,1,0,3,0,0,,0,0,3,1,0,0,0,0,1,0,3,3,100.0,1,Matches
Valerio Verre,it ITA,MF,Sampdoria,27-033,1994,6.8,437,5,55,221,191,20,427,8,15,53.3,10,0,327,1586,920,37,16,1,27,16,441,329,74.6,60,Matches
Arturo Vidal,cl CHI,MF,Inter,33-267,1987,11.7,800,21,191,459,212,32,792,3,5,60.0,3,0,500,2360,1449,60,18,4,5,6,633,571,90.2,33,Matches
Ronaldo Vieira,gw GNB,MF,Hellas Verona,22-209,1998,2.0,106,4,17,68,28,2,104,2,2,100.0,2,0,66,316,137,6,5,0,1,1,71,64,90.1,2,Matches
Luca Vignali,it ITA,DF,Spezia,25-033,1996,7.3,563,21,204,286,108,6,482,1,3,33.3,1,0,313,1534,703,26,5,0,6,5,390,361,92.6,7,Matches
Emanuel Vignato,it ITA,"FW,MF",Bologna,20-173,2000,8.0,485,13,80,222,217,21,445,12,21,57.1,12,0,352,2035,1098,52,16,9,9,13,417,336,80.6,27,Matches
Gonzalo Villar,es ESP,MF,Roma,22-327,1998,11.1,837,13,171,577,149,13,818,19,24,79.2,20,0,665,3462,1741,70,15,7,9,14,669,633,94.6,18,Matches
Nicolas Viola,it ITA,MF,Benevento,31-124,1989,2.9,157,5,35,89,44,4,141,2,5,40.0,4,1,86,520,277,6,3,1,5,4,96,79,82.3,2,Matches
Dušan Vlahović,rs SRB,FW,Fiorentina,21-016,2000,15.6,526,6,28,246,296,96,505,14,28,50.0,15,0,344,1435,648,33,16,9,50,50,804,408,50.7,159,Matches
Mërgim Vojvoda,xk KVX,DF,Torino,26-012,1995,6.1,407,22,147,177,103,4,351,6,13,46.2,7,1,252,1022,549,25,5,1,3,8,269,252,93.7,10,Matches
Stefan de Vrij,nl NED,DF,Inter,29-008,1992,17.4,1218,119,649,644,26,7,1192,3,3,100.0,3,0,806,5298,3078,62,5,0,1,2,908,899,99.0,1,Matches
Giacomo Vrioni,al ALB,MF,Juventus,22-121,1998,0.0,3,0,0,1,2,2,3,0,0,,0,0,2,18,16,1,0,1,1,0,2,2,100.0,1,Matches
Miloš Vulić,rs SRB,MF,Crotone,24-178,1996,11.8,578,13,125,313,184,31,550,8,20,40.0,8,0,385,2290,912,44,11,3,26,18,473,398,84.1,37,Matches
Walace,br BRA,MF,Udinese,25-315,1995,8.0,477,26,144,275,82,4,469,10,13,76.9,10,0,324,1411,630,20,5,0,7,8,343,319,93.0,7,Matches
Sebastian Walukiewicz,pl POL,DF,Cagliari,20-314,2000,17.0,951,177,560,423,32,5,923,7,7,100.0,7,0,569,3498,2115,44,9,0,4,5,645,636,98.6,1,Matches
Maya Yoshida,jp JPN,DF,Sampdoria,32-173,1988,15.0,814,156,476,349,26,10,779,2,3,66.7,2,0,448,2102,969,16,2,0,1,2,501,486,97.0,0,Matches
Ashley Young,eng ENG,DF,Inter,35-219,1985,10.4,520,18,125,189,222,25,436,2,8,25.0,2,0,310,1255,745,45,4,4,8,4,384,340,88.5,32,Matches
Mattia Zaccagni,it ITA,"MF,FW",Hellas Verona,25-242,1995,17.2,771,24,106,365,375,56,757,40,65,61.5,44,4,583,3997,2451,125,38,20,35,44,783,567,72.4,121,Matches
Miha Zajc,si SVN,MF,Genoa,26-227,1994,10.3,636,15,127,354,184,19,592,14,21,66.7,15,1,424,1992,925,38,8,3,24,16,498,416,83.5,29,Matches
Niccolò Zanellato,it ITA,MF,Crotone,22-234,1998,10.6,538,25,136,350,77,6,524,9,13,69.2,9,0,353,1370,525,17,4,0,8,5,408,372,91.2,14,Matches
Cristián Zapata,co COL,DF,Genoa,34-136,1986,6.8,398,90,261,146,5,2,379,0,1,0.0,0,0,226,1102,575,7,2,0,1,0,258,257,99.6,1,Matches
Duván Zapata,co COL,FW,Atalanta,29-318,1991,14.2,661,15,33,228,437,150,631,24,48,50.0,29,1,516,2284,1150,74,17,23,53,53,875,540,61.7,228,Matches
Gabriele Zappa,it ITA,"DF,FW",Cagliari,21-053,1999,17.7,1057,60,305,447,377,33,883,14,29,48.3,15,1,594,2985,1863,90,34,3,9,16,735,617,83.9,48,Matches
Davide Zappacosta,it ITA,DF,Genoa,28-247,1992,9.0,546,33,158,230,193,16,450,13,33,39.4,13,2,341,1857,960,46,15,4,15,16,378,314,83.1,25,Matches
Simone Zaza,it ITA,FW,Torino,29-233,1991,8.8,295,2,28,143,137,50,285,5,11,45.5,7,0,165,531,180,9,3,5,28,10,411,219,53.3,58,Matches
Marvin Zeegelaar,nl NED,DF,Udinese,30-185,1990,14.2,705,39,173,308,261,26,636,17,28,60.7,19,1,433,1954,1002,40,15,2,20,22,491,416,84.7,34,Matches
Piotr Zieliński,pl POL,MF,Napoli,26-269,1994,13.5,822,12,97,469,342,36,786,30,44,68.2,30,8,607,3801,2161,110,48,8,20,19,745,648,87.0,88,Matches
Joshua Zirkzee,nl NED,FW,Parma,19-267,2001,0.4,16,0,1,8,9,4,15,2,2,100.0,2,0,9,41,31,4,0,1,3,1,20,11,55.0,5,Matches
Jeroen Zoet,nl NED,GK,Spezia,30-038,1991,1.7,64,58,64,0,0,0,51,0,0,,0,0,33,150,80,0,0,0,0,0,37,37,100.0,0,Matches
Filip Đuričić,rs SRB,"MF,FW",Sassuolo,29-014,1992,12.7,651,8,71,302,328,63,641,21,29,72.4,21,6,486,2585,1452,73,29,13,27,41,654,506,77.4,97,Matches
