player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Kenny Lala,fr FRA,DF,Strasbourg,29-133,1991,20.4,1320,70,372,638,408,18,1052,20,34,58.8,21,0,806,4498,2595,111,44,3,26,34,872,770,88.3,40,Matches
Loïck Landre,fr FRA,DF,Nîmes,28-284,1992,11.2,583,72,326,283,9,7,562,2,2,100.0,2,0,353,1921,1170,20,0,0,0,1,383,376,98.2,3,Matches
Julien Laporte,fr FRA,DF,Lorient,27-101,1993,16.0,911,112,545,402,17,7,887,2,3,66.7,2,0,520,2693,1451,32,2,0,3,3,552,542,98.2,1,Matches
Gautier Larsonneur,fr FRA,GK,Brest,23-356,1997,23.0,920,824,918,4,0,0,673,1,1,100.0,1,0,454,2263,1355,0,0,0,1,0,419,417,99.5,0,Matches
Paul Lasne,fr FRA,MF,Brest,32-028,1989,13.5,885,54,326,512,95,7,874,4,5,80.0,5,0,585,2690,1138,41,9,3,10,2,644,622,96.6,11,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,22-071,1998,10.5,480,7,59,215,255,37,449,27,42,64.3,28,0,376,2312,1531,71,27,9,31,31,479,330,68.9,70,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,33-172,1987,10.5,577,45,245,334,30,2,566,3,3,100.0,3,0,348,1546,851,13,3,0,6,5,409,388,94.9,2,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",Brest,22-298,1998,6.3,256,12,43,113,117,21,254,6,13,46.2,6,0,158,709,364,23,7,3,23,26,229,162,70.7,61,Matches
Enzo Le Fée,fr FRA,"MF,FW",Lorient,21-010,2000,10.2,601,16,119,365,160,9,569,16,30,53.3,17,1,398,2270,1286,66,14,3,23,24,472,402,85.2,43,Matches
Vincent Le Goff,fr FRA,DF,Lorient,31-121,1989,14.0,865,39,273,454,194,10,720,5,11,45.5,6,0,474,2352,1386,58,25,1,9,7,543,486,89.5,18,Matches
Damien Le Tallec,fr FRA,"MF,DF",Montpellier,30-300,1990,9.1,348,27,91,211,59,11,338,0,0,,0,0,147,696,238,11,4,0,4,1,214,193,90.2,15,Matches
James Lea Siliki,fr FRA,MF,Rennes,24-246,1996,2.7,173,3,22,101,60,5,173,1,5,20.0,1,0,107,590,331,12,4,0,3,1,155,139,89.7,22,Matches
Jean-Louis Leca,fr FRA,GK,Lens,35-145,1985,23.9,763,680,761,2,0,0,545,0,0,,0,0,344,1688,927,0,0,0,0,0,329,327,99.4,0,Matches
Benjamin Lecomte,fr FRA,GK,Monaco,29-293,1991,14.0,530,430,521,11,0,0,410,0,0,,0,0,251,1166,576,0,0,0,0,0,266,265,99.6,0,Matches
Pierre Lees-Melou,fr FRA,MF,Nice,27-264,1993,14.7,992,43,259,577,232,22,972,8,16,50.0,11,0,683,3778,2065,82,28,1,8,16,794,716,90.2,55,Matches
Fabien Lemoine,fr FRA,MF,Lorient,33-334,1987,11.3,894,32,249,579,118,11,877,3,4,75.0,3,0,586,2371,1127,40,13,1,16,8,681,637,93.5,18,Matches
Aaron Leya Iseka,be BEL,FW,Metz,23-090,1997,6.0,161,4,15,89,66,19,155,5,8,62.5,6,0,102,431,205,13,5,4,13,5,277,125,45.1,29,Matches
Dimitri Liénard,fr FRA,MF,Strasbourg,33-000,1988,9.3,599,11,115,349,169,8,535,6,7,85.7,6,0,385,2264,1037,45,10,1,6,7,424,385,90.8,22,Matches
Isaac Lihadji,fr FRA,MF,Lille,18-309,2002,2.1,143,2,11,64,77,10,134,10,17,58.8,10,0,105,520,343,18,5,5,7,7,124,91,73.4,16,Matches
Pol Lirola,es ESP,DF,Marseille,23-184,1997,3.3,218,12,62,115,64,2,183,1,4,25.0,1,0,120,727,425,17,12,0,7,4,131,119,90.8,7,Matches
Anthony Lopes,pt POR,GK,Lyon,30-135,1990,24.0,794,649,774,22,0,0,589,1,1,100.0,1,0,369,1581,853,1,0,0,1,0,362,361,99.7,0,Matches
Rony Lopes,pt POR,"FW,MF",Nice,25-047,1995,12.2,625,8,57,299,328,44,557,20,41,48.8,22,1,458,2664,1359,76,27,7,28,23,571,441,77.2,83,Matches
Maxime Lopez,fr FRA,"FW,MF",Marseille,23-071,1997,1.5,68,1,15,38,20,3,67,1,1,100.0,1,0,41,249,147,9,2,1,4,0,78,55,70.5,6,Matches
Jordan Lotomba,ch SUI,DF,Nice,22-137,1998,17.4,1216,39,360,607,347,29,1028,20,41,48.8,21,1,770,4085,2475,114,35,5,17,26,891,780,87.5,54,Matches
Imran Louza,fr FRA,MF,Nantes,21-288,1999,15.3,916,20,182,542,247,17,853,15,25,60.0,15,0,582,2699,1480,62,19,4,12,20,770,637,82.7,58,Matches
Jean Lucas,br BRA,MF,Brest,22-236,1998,2.5,207,2,31,141,53,6,200,5,7,71.4,5,1,166,1043,576,28,4,3,1,9,178,163,91.6,7,Matches
Jean Lucas,br BRA,MF,Lyon,22-236,1998,1.9,157,3,25,100,44,3,156,8,12,66.7,9,0,131,702,318,13,6,2,4,2,130,122,93.8,7,Matches
Florentino Luís,pt POR,MF,Monaco,21-178,1999,2.4,173,5,43,104,30,1,170,2,2,100.0,2,0,104,373,187,7,1,0,1,2,134,127,94.8,1,Matches
Yann M'Vila,fr FRA,"MF,FW",Saint-Étienne,30-229,1990,0.2,15,0,7,8,1,0,15,0,0,,0,0,5,9,7,0,0,0,0,0,10,10,100.0,0,Matches
Yvann Macon,fr FRA,DF,Saint-Étienne,22-135,1998,6.0,397,29,174,184,69,3,318,13,15,86.7,13,1,204,1270,771,29,13,1,7,10,209,189,90.4,9,Matches
Hugo Magnetti,fr FRA,MF,Brest,22-259,1998,1.0,74,3,19,44,13,0,72,4,4,100.0,4,0,56,239,148,6,2,0,4,0,57,50,87.7,3,Matches
Hicham Mahou,fr FRA,DF,Nice,21-226,1999,0.4,25,0,7,8,11,0,23,0,0,,0,0,11,77,49,3,1,0,0,0,16,14,87.5,0,Matches
Habib Maïga,ci CIV,MF,Metz,25-043,1996,18.3,1027,36,267,668,176,21,1011,19,27,70.4,20,1,697,3535,1945,79,31,3,17,26,725,672,92.7,34,Matches
Mike Maignan,fr FRA,GK,Lille,25-077,1995,24.0,734,646,726,9,0,0,543,0,0,,0,0,346,1644,931,0,0,0,2,0,317,314,99.1,0,Matches
Josh Maja,ng NGA,FW,Bordeaux,22-048,1998,8.9,280,10,30,161,99,30,271,6,11,54.5,7,0,195,754,298,15,3,6,19,14,367,207,56.4,69,Matches
Radosław Majecki,pl POL,GK,Monaco,21-089,1999,1.0,39,30,39,0,0,0,27,0,0,,0,0,22,90,36,0,0,0,0,0,20,20,100.0,0,Matches
Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,29-147,1991,5.3,193,2,21,93,98,20,191,7,14,50.0,7,1,152,866,586,32,13,5,11,16,234,153,65.4,43,Matches
Marco Majouga,fr FRA,"FW,MF",Nîmes,19-280,2001,1.2,46,0,4,20,29,6,46,2,3,66.7,3,0,37,282,206,11,4,2,2,2,59,36,61.0,7,Matches
Adilson Malanda,fr FRA,MF,Nîmes,19-107,2001,0.2,10,0,1,6,3,0,9,0,1,0.0,0,0,4,7,0,0,0,0,1,1,10,8,80.0,2,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,21-047,1999,5.0,256,10,83,167,35,2,253,7,9,77.8,7,0,202,1142,668,17,5,0,5,6,200,192,96.0,7,Matches
Vincent Manceau,fr FRA,DF,Angers,31-218,1989,15.7,1038,50,332,519,239,4,854,5,8,62.5,5,0,553,2213,1303,53,22,1,3,3,642,599,93.3,12,Matches
Steve Mandanda,fr FRA,GK,Marseille,35-322,1985,21.0,801,714,799,3,0,0,569,1,1,100.0,1,0,378,1696,888,1,0,0,0,0,349,349,100.0,0,Matches
Reinildo Mandava,mz MOZ,DF,Lille,27-023,1994,10.8,791,27,220,437,183,7,682,6,10,60.0,7,0,469,1883,1035,43,13,1,5,7,503,465,92.4,19,Matches
Thomas Mangani,fr FRA,MF,Angers,33-290,1987,18.6,1349,45,299,854,252,11,1238,7,11,63.6,7,0,843,3629,1499,55,11,1,11,11,931,886,95.2,21,Matches
Vito Mannone,it ITA,GK,Monaco,32-348,1988,9.0,299,268,298,2,0,0,223,0,0,,0,0,162,580,260,0,0,0,0,0,162,161,99.4,0,Matches
Myziane Maolida,fr FRA,"FW,MF",Nice,21-365,1999,4.3,183,5,22,87,92,19,182,7,19,36.8,7,0,146,706,351,22,7,3,8,10,199,147,73.9,39,Matches
Faitout Maouassa,fr FRA,DF,Rennes,22-222,1998,8.9,689,27,187,362,194,10,601,13,25,52.0,14,0,416,2168,1418,82,24,2,14,7,490,455,92.9,13,Matches
Fernando Marçal,br BRA,DF,Lyon,31-360,1989,0.9,77,1,15,58,16,0,73,0,0,,0,0,57,551,374,14,2,0,0,0,55,54,98.2,0,Matches
Marcelo,br BRA,DF,Lyon,33-269,1987,21.0,1597,200,718,918,65,27,1561,1,2,50.0,1,0,1063,6091,3735,92,3,0,1,2,1176,1149,97.7,7,Matches
Dario Maresic,at AUT,DF,Reims,21-137,1999,4.5,319,46,146,176,21,0,307,0,0,,0,0,184,1238,789,24,6,0,2,1,231,226,97.8,1,Matches
Jordan Marié,fr FRA,MF,Dijon,29-137,1991,7.4,427,9,106,275,66,3,416,7,9,77.8,7,0,231,772,366,16,1,0,11,6,307,280,91.2,15,Matches
Guillermo Maripán,cl CHI,DF,Monaco,26-283,1994,10.5,732,81,367,391,26,15,715,0,0,,0,0,498,2843,1718,33,4,1,3,1,557,545,97.8,3,Matches
Marquinhos,br BRA,DF,Paris S-G,26-275,1994,12.6,1032,120,431,606,62,14,1017,1,2,50.0,1,0,717,3794,2346,66,10,0,3,3,782,767,98.1,8,Matches
Jonas Martin,fr FRA,MF,Rennes,30-310,1990,3.4,250,8,62,167,28,4,243,4,5,80.0,4,0,154,588,281,14,0,1,2,6,176,167,94.9,4,Matches
Pablo Martinez,fr FRA,DF,Nîmes,31-358,1989,6.0,365,44,214,183,3,2,350,0,0,,0,0,223,1346,853,13,1,0,1,2,239,234,97.9,0,Matches
Gelson Martins,pt POR,"MF,FW",Monaco,25-278,1995,14.4,767,6,80,335,414,82,764,38,67,56.7,39,1,648,3417,1904,118,25,16,44,47,769,569,74.0,123,Matches
Sylvain Marveaux,fr FRA,"MF,FW",Lorient,34-304,1986,2.2,112,6,22,66,29,4,109,4,4,100.0,4,0,88,495,288,12,3,2,3,7,92,77,83.7,9,Matches
Pape Matar Sarr,sn SEN,MF,Metz,18-152,2002,5.2,356,14,104,238,50,2,348,3,5,60.0,3,0,258,1846,958,36,12,1,8,3,254,247,97.2,4,Matches
Eliot Matazo,be BEL,MF,Monaco,18-364,2002,1.3,41,1,12,27,4,2,41,0,2,0.0,0,0,25,115,27,0,0,0,0,1,29,24,82.8,1,Matches
Chrislain Matsima,fr FRA,DF,Monaco,18-274,2002,3.7,287,20,96,176,35,4,277,3,4,75.0,3,0,212,1147,720,27,7,0,0,2,211,205,97.2,3,Matches
Tony Mauricio,fr FRA,MF,Lens,26-328,1994,3.8,307,4,42,174,113,6,273,6,10,60.0,6,0,198,760,334,13,6,1,4,6,234,211,90.2,23,Matches
Stephy Mavididi,eng ENG,"FW,MF",Montpellier,22-258,1998,10.6,400,5,55,190,188,36,391,11,27,40.7,13,0,290,1481,742,40,11,7,36,31,469,293,62.5,91,Matches
Youssef Maziz,fr FRA,"MF,FW",Metz,22-234,1998,2.0,94,1,12,59,32,3,80,3,5,60.0,3,0,62,282,154,9,5,0,4,2,78,64,82.1,4,Matches
Kylian Mbappé,fr FRA,"FW,MF",Paris S-G,22-055,1998,15.9,847,4,30,279,614,173,818,61,122,50.0,67,8,673,3780,2548,159,37,46,37,35,966,725,75.1,190,Matches
Nathanael Mbuku,fr FRA,MF,Reims,18-334,2002,13.4,463,4,71,213,219,35,452,24,30,80.0,25,0,363,1922,1120,63,16,5,21,30,448,324,72.3,63,Matches
Facundo Medina,ar ARG,DF,Lens,21-261,1999,14.7,1259,101,584,725,25,10,1229,4,5,80.0,5,0,872,4686,2890,79,2,0,7,7,923,902,97.7,4,Matches
Farid El Melali,dz ALG,"FW,MF",Angers,23-215,1997,2.8,170,1,26,83,79,18,167,14,27,51.9,16,1,144,844,547,26,7,7,11,13,160,124,77.5,30,Matches
Birger Meling,no NOR,DF,Nîmes,26-058,1994,11.9,722,45,251,340,189,17,605,10,14,71.4,10,0,395,2378,1271,52,20,4,5,10,446,386,86.5,31,Matches
Houboulang Mendes,fr FRA,DF,Lorient,22-285,1998,10.3,529,27,181,229,153,3,425,4,7,57.1,4,1,283,1275,704,39,17,0,16,15,317,280,88.3,24,Matches
Pedro Mendes,pt POR,DF,Montpellier,30-135,1990,16.9,912,91,537,405,30,7,892,2,2,100.0,2,0,542,2922,1606,32,6,0,2,3,612,595,97.2,2,Matches
Thiago Mendes,br BRA,MF,Lyon,28-335,1992,15.2,1087,43,242,700,194,13,1063,8,13,61.5,8,0,750,3030,1517,49,14,1,3,8,799,766,95.9,26,Matches
Batista Mendy,fr FRA,MF,Nantes,21-032,2000,0.3,32,1,4,30,2,0,31,0,0,,0,0,25,151,84,4,1,0,0,2,27,27,100.0,3,Matches
Edouard Mendy,sn SEN,GK,Rennes,28-349,1992,1.0,30,26,30,1,0,0,22,0,0,,0,0,17,91,64,0,0,0,0,0,16,16,100.0,0,Matches
Clément Michelin,fr FRA,DF,Lens,23-278,1997,9.8,629,28,130,317,212,13,514,3,5,60.0,3,0,326,1578,911,45,8,0,7,7,395,352,89.1,24,Matches
Florian Miguel,fr FRA,DF,Nîmes,24-165,1996,11.1,674,84,407,253,50,9,620,1,1,100.0,1,0,385,1924,1057,11,1,1,4,6,428,408,95.3,7,Matches
Arkadiusz Milik,pl POL,FW,Marseille,26-351,1994,1.0,40,0,0,21,19,5,37,2,2,100.0,2,0,28,118,64,5,0,0,5,2,64,32,50.0,8,Matches
Enzo Millot,fr FRA,MF,Monaco,18-211,2002,0.5,36,0,2,21,17,2,30,0,0,,0,0,19,59,25,2,1,1,1,3,28,22,78.6,3,Matches
Stefan Mitrović,rs SRB,DF,Strasbourg,30-267,1990,16.9,846,139,533,356,17,9,823,1,1,100.0,1,0,498,3082,1784,28,0,0,3,3,540,528,97.8,9,Matches
Anthony Modeste,fr FRA,FW,Saint-Étienne,32-305,1988,1.3,38,1,5,16,18,4,38,1,2,50.0,2,0,19,38,17,1,0,0,3,1,58,31,53.4,4,Matches
Terem Moffi,ng NGA,FW,Lorient,21-264,1999,10.2,304,3,12,161,159,47,284,11,17,64.7,11,0,191,795,514,29,12,5,47,25,447,208,46.5,71,Matches
Florent Mollet,fr FRA,MF,Montpellier,29-086,1991,15.5,890,12,154,492,314,40,818,13,27,48.1,14,1,632,3742,1591,73,23,6,17,16,803,654,81.4,80,Matches
Thomas Monconduit,fr FRA,MF,Lorient,30-003,1991,8.9,566,21,148,357,99,4,544,6,14,42.9,6,0,339,1718,1047,36,11,1,11,8,415,380,91.6,21,Matches
Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,32-178,1988,4.0,202,4,30,83,98,11,191,5,13,38.5,6,0,130,585,229,14,2,2,1,16,169,133,78.7,24,Matches
Jérémy Morel,mg MAD,DF,Lorient,36-317,1984,21.0,1158,136,605,539,66,8,1071,6,13,46.2,7,1,632,3121,1547,33,4,0,6,7,702,680,96.9,8,Matches
Aimen Moueffek,fr FRA,"DF,MF",Saint-Étienne,19-310,2001,6.5,407,31,139,243,56,5,349,16,27,59.3,18,1,234,1304,843,30,8,0,6,13,221,199,90.0,4,Matches
Harold Moukoudi,cm CMR,DF,Saint-Étienne,23-078,1997,16.0,950,103,527,455,26,11,921,9,10,90.0,9,1,600,2820,1645,31,7,0,3,6,643,617,96.0,1,Matches
Jessy Moulin,fr FRA,GK,Saint-Étienne,35-031,1986,24.0,801,735,801,0,0,0,581,0,0,,0,0,370,1552,874,0,0,0,1,0,328,326,99.4,0,Matches
Steve Mounié,bj BEN,FW,Brest,26-137,1994,17.9,643,28,83,302,295,102,633,8,11,72.7,9,0,313,1482,532,29,10,1,42,31,791,491,62.1,107,Matches
Samuel Moutoussamy,cd COD,FW,Nantes,24-185,1996,0.9,37,0,3,18,19,0,36,0,0,,0,0,31,98,62,5,2,0,3,0,45,33,73.3,6,Matches
Loris Mouyokolo,cg CGO,DF,Lorient,19-267,2001,0.2,9,2,6,3,0,0,9,0,0,,0,0,6,31,0,0,0,0,1,0,4,4,100.0,0,Matches
Benoît Mukinayi,fr FRA,DF,Monaco,19-324,2001,21.3,1769,172,823,1029,55,22,1740,1,1,100.0,1,0,1169,6095,3633,87,10,0,5,4,1318,1303,98.9,8,Matches
Marshall Munetsi,zw ZIM,MF,Reims,24-236,1996,10.9,590,40,195,365,68,4,586,9,11,81.8,11,1,357,1792,778,26,5,0,10,17,377,355,94.2,5,Matches
Stanley N'Soki,fr FRA,DF,Nice,21-310,1999,11.1,979,91,449,531,46,14,946,3,8,37.5,5,0,635,3304,1832,53,2,1,6,13,702,687,97.9,4,Matches
Yuto Nagatomo,jp JPN,DF,Marseille,34-154,1986,9.1,529,29,161,295,100,3,447,7,10,70.0,7,0,295,1437,647,40,13,0,6,3,333,294,88.3,11,Matches
Paul Nardi,fr FRA,GK,Lorient,26-271,1994,18.0,547,482,545,5,0,0,349,0,0,,0,0,220,1022,595,0,0,0,0,0,167,166,99.4,0,Matches
Keylor Navas,cr CRC,GK,Paris S-G,34-060,1986,15.5,427,399,427,0,0,0,318,1,1,100.0,1,0,197,890,528,0,0,0,0,0,206,204,99.0,0,Matches
Papa Ndiaga Yade,sn SEN,"FW,MF",Metz,21-039,2000,6.3,254,4,37,111,129,24,246,15,21,71.4,15,0,191,1030,639,32,10,6,19,21,283,166,58.7,38,Matches
Bridge Ndilu,fr FRA,"FW,MF",Nantes,20-207,2000,0.5,34,0,4,16,18,3,34,2,4,50.0,2,0,26,138,74,4,1,0,2,1,35,28,80.0,6,Matches
Dan Ndoye,ch SUI,"FW,MF",Nice,20-111,2000,4.5,185,3,27,65,100,32,178,6,16,37.5,7,0,136,741,450,23,1,9,20,10,218,138,63.3,48,Matches
Neymar,br BRA,"FW,MF",Paris S-G,29-008,1992,9.6,817,1,54,402,466,75,760,65,110,59.1,73,13,671,3998,2409,142,44,15,37,30,778,671,86.2,115,Matches
Yvan Neyou,cm CMR,MF,Saint-Étienne,24-041,1997,18.0,1085,18,313,720,149,16,1068,34,47,72.3,38,2,789,4533,2367,92,18,0,11,16,846,792,93.6,35,Matches
Muzinga Ngonda,cd COD,DF,Dijon,26-044,1994,16.5,1287,80,475,675,211,10,1101,30,44,68.2,32,1,741,3204,1839,84,29,3,12,18,727,687,94.5,18,Matches
Ahmad Ngouyamsa,cm CMR,DF,Dijon,20-054,2000,1.6,106,11,50,53,11,0,85,0,2,0.0,0,0,45,207,89,1,0,0,2,0,50,49,98.0,0,Matches
Opa Nguette,sn SEN,"FW,MF",Metz,26-220,1994,12.6,495,7,53,232,252,61,487,35,56,62.5,38,1,371,1628,915,47,17,9,48,56,633,362,57.2,98,Matches
Ibrahima Niane,sn SEN,FW,Metz,21-339,1999,5.2,197,6,13,94,102,32,191,9,18,50.0,10,1,124,576,245,16,4,3,22,12,264,158,59.8,67,Matches
M'Baye Niang,sn SEN,FW,Rennes,26-056,1994,4.7,141,5,11,66,70,26,134,1,4,25.0,1,0,93,286,68,2,0,1,13,13,233,109,46.8,39,Matches
Casimir Ninga,td CHA,FW,Angers,27-272,1993,0.3,15,2,3,9,5,0,15,2,3,66.7,3,0,14,63,56,3,0,0,1,1,18,11,61.1,5,Matches
Arnaud Nordin,fr FRA,"FW,MF",Saint-Étienne,22-241,1998,12.9,487,5,58,234,249,42,468,23,38,60.5,24,2,370,2434,1446,66,27,11,22,30,533,366,68.7,75,Matches
Gerzino Nyamsi,fr FRA,DF,Rennes,24-022,1997,5.3,389,27,188,220,11,2,388,2,4,50.0,2,0,273,1306,666,14,3,0,1,2,302,296,98.0,1,Matches
Steven Nzonzi,fr FRA,MF,Rennes,32-060,1988,19.9,1856,45,480,1269,207,19,1824,3,4,75.0,3,0,1270,4924,2336,93,37,2,7,9,1597,1529,95.7,42,Matches
Jonas Omlin,ch SUI,GK,Montpellier,27-034,1994,18.7,642,573,640,2,0,0,445,1,1,100.0,1,0,284,1508,939,0,0,0,0,0,226,224,99.1,0,Matches
Henry Onyekuru,ng NGA,FW,Monaco,23-253,1997,1.6,46,0,7,22,25,5,46,4,6,66.7,4,0,33,246,166,8,5,1,2,2,68,36,52.9,11,Matches
Otávio,br BRA,MF,Bordeaux,26-285,1994,17.3,1093,62,357,713,84,2,1074,6,12,50.0,7,1,738,2996,1284,33,7,0,8,8,783,751,95.9,3,Matches
Remi Oudin,fr FRA,"FW,MF",Bordeaux,24-087,1996,17.3,862,34,200,402,315,52,822,12,30,40.0,12,1,555,2844,1373,71,19,14,30,21,774,604,78.0,97,Matches
Alexandre Oukidja,dz ALG,GK,Metz,32-209,1988,23.0,789,684,782,8,0,0,507,2,2,100.0,2,0,300,1733,983,0,0,0,1,0,224,223,99.6,0,Matches
Ambroise Oyongo,cm CMR,DF,Montpellier,29-236,1991,6.2,377,35,144,189,69,1,319,2,5,40.0,2,0,227,1093,534,27,5,0,5,4,238,221,92.9,6,Matches
Pablo,br BRA,DF,Bordeaux,29-237,1991,12.0,841,109,499,373,15,12,833,0,0,,0,0,546,2761,1269,14,0,0,5,3,579,566,97.8,0,Matches
Vincent Pajot,fr FRA,MF,Metz,30-178,1990,7.1,413,14,116,256,57,7,394,3,3,100.0,3,0,235,1105,507,19,3,0,1,5,288,261,90.6,10,Matches
Nicolas Pallois,fr FRA,DF,Nantes,33-147,1987,19.8,1122,131,549,597,30,10,1087,13,19,68.4,14,1,647,3546,2063,61,7,0,4,7,638,613,96.1,5,Matches
Jonathan Panzo,eng ENG,DF,Dijon,20-111,2000,13.3,878,163,613,303,14,6,860,6,6,100.0,6,0,541,3137,1599,25,3,0,3,1,588,577,98.1,1,Matches
Lucas Paquetá,br BRA,MF,Lyon,23-170,1997,13.6,831,21,165,490,226,36,817,17,28,60.7,18,1,640,2936,1652,82,18,6,13,23,662,599,90.5,50,Matches
Gaëtan Paquiez,fr FRA,DF,Nîmes,26-364,1994,9.1,438,42,151,214,101,4,346,4,12,33.3,5,0,198,1123,764,28,10,1,7,4,235,200,85.1,5,Matches
Rubén Pardo,es ESP,"MF,FW",Bordeaux,28-114,1992,0.3,15,0,1,9,6,0,14,0,0,,0,0,10,35,6,0,0,0,1,0,12,12,100.0,1,Matches
Leandro Paredes,ar ARG,MF,Paris S-G,26-229,1994,9.3,999,39,219,695,140,1,973,2,4,50.0,2,0,725,3287,1860,61,14,0,5,3,832,820,98.6,7,Matches
Mateo Pavlović,ba BIH,DF,Angers,30-249,1990,5.4,278,37,165,126,6,6,271,0,0,,0,0,161,827,358,5,0,0,1,1,178,173,97.2,3,Matches
Strahinja Pavlović,rs SRB,DF,Monaco,19-265,2001,0.0,3,0,2,0,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,1,Matches
Dimitri Payet,fr FRA,"FW,MF",Marseille,33-321,1987,12.4,766,16,85,376,358,43,678,23,35,65.7,24,0,521,2615,1550,83,27,12,18,30,691,565,81.8,78,Matches
Yohann Pelé,fr FRA,GK,Marseille,38-101,1982,1.0,27,24,26,1,0,0,21,0,0,,0,0,7,26,25,0,0,0,0,0,11,11,100.0,0,Matches
Pietro Pellegri,it ITA,"FW,MF",Monaco,19-333,2001,2.3,74,0,6,29,47,18,74,3,6,50.0,4,0,49,334,211,10,2,5,6,10,122,58,47.5,20,Matches
Andy Pelmard,fr FRA,DF,Nice,20-338,2000,10.1,793,68,359,450,49,2,746,4,5,80.0,4,0,569,3821,2194,60,8,1,3,4,612,591,96.6,3,Matches
Timothee Pembele,fr FRA,DF,Paris S-G,18-157,2002,4.2,304,21,94,165,70,11,283,7,13,53.8,7,0,213,966,569,26,13,3,5,4,238,225,94.5,6,Matches
Mathias Pereira Lage,pt POR,"FW,MF",Angers,24-075,1996,10.4,422,18,75,213,171,24,415,15,26,57.7,17,0,278,1383,724,30,22,2,19,16,445,285,64.0,57,Matches
Danilo Pereira,pt POR,"DF,MF",Paris S-G,29-157,1991,5.8,495,36,214,290,29,7,490,4,4,100.0,4,1,349,1689,950,23,1,0,1,6,383,377,98.4,2,Matches
Manuel Perez,fr FRA,MF,Lens,29-278,1991,1.4,59,5,13,39,9,0,56,0,0,,0,0,29,120,43,3,1,0,1,2,31,30,96.8,1,Matches
Romain Perraud,fr FRA,DF,Brest,23-144,1997,20.9,1470,83,523,648,433,30,1266,22,38,57.9,25,3,936,5550,3393,116,52,7,15,14,1012,895,88.4,44,Matches
Lucas Perrin,fr FRA,DF,Marseille,22-086,1998,1.5,68,9,37,31,6,3,64,0,0,,0,0,29,160,80,3,1,0,1,0,35,34,97.1,0,Matches
Rayan Philippe,fr FRA,FW,Dijon,20-113,2000,1.0,33,1,1,14,20,8,29,0,1,0.0,0,0,20,50,15,2,1,1,6,6,39,22,56.4,7,Matches
Romain Philippoteaux,fr FRA,FW,Nîmes,32-348,1988,2.4,99,0,14,41,51,9,91,4,10,40.0,4,2,59,236,131,9,3,0,2,1,90,66,73.3,12,Matches
Romain Philippoteaux,fr FRA,"MF,FW",Brest,32-348,1988,5.1,220,6,47,86,103,12,214,5,12,41.7,6,0,157,764,381,19,2,2,11,4,204,155,76.0,31,Matches
Jérémy Pied,fr FRA,DF,Lille,31-356,1989,2.6,227,6,52,121,74,3,198,1,1,100.0,1,0,132,815,492,29,10,0,0,4,159,148,93.1,9,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,Brest,22-245,1998,16.1,1062,60,347,528,253,16,900,30,41,73.2,30,1,671,3033,1751,62,21,4,8,10,700,640,91.4,36,Matches
Maxime Poundjé,fr FRA,DF,Bordeaux,28-181,1992,3.2,190,7,54,108,41,0,166,3,4,75.0,3,0,128,774,452,23,4,0,1,3,134,127,94.8,4,Matches
Sanjin Prcić,ba BIH,MF,Strasbourg,27-085,1993,3.4,225,5,66,141,41,0,212,1,2,50.0,2,0,151,777,417,15,3,0,1,1,158,148,93.7,3,Matches
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,30-036,1991,11.9,641,6,92,369,240,40,591,24,53,45.3,26,1,448,2513,1373,60,24,8,30,42,635,453,71.3,83,Matches
Anthony Racioppi,ch SUI,GK,Dijon,22-044,1998,15.0,522,481,520,2,0,0,346,1,1,100.0,1,0,197,775,460,0,0,0,1,0,190,188,98.9,0,Matches
Nemanja Radonjić,rs SRB,FW,Marseille,24-364,1996,4.4,211,2,30,92,104,22,207,8,19,42.1,8,1,152,863,620,38,4,7,8,15,244,151,61.9,32,Matches
Aleksandar Radovanović,rs SRB,DF,Lens,27-094,1993,1.0,51,4,27,26,0,0,49,0,0,,0,0,29,138,41,0,0,0,0,0,35,34,97.1,0,Matches
Rafinha,br BRA,MF,Paris S-G,28-001,1993,8.8,771,11,126,443,261,26,743,23,31,74.2,24,3,584,3066,1604,80,25,5,21,19,653,594,91.0,44,Matches
Predrag Rajković,rs SRB,GK,Reims,25-105,1995,22.5,889,723,882,10,0,0,618,0,0,,0,0,413,2287,1095,0,0,0,0,0,374,373,99.7,0,Matches
