player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
Pape Matar Sarr,sn SEN,MF,Metz,18-152,2002,5.2,17,3.28,15,0,1,1,0,0,2,0.39,2,0,0,0,0,0,0,Matches
Eliot Matazo,be BEL,MF,Monaco,18-364,2002,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Chrislain Matsima,fr FRA,DF,Monaco,18-274,2002,3.7,2,0.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Tony Mauricio,fr FRA,MF,Lens,26-328,1994,3.8,23,6.00,14,5,2,1,1,0,3,0.78,0,3,0,0,0,0,0,Matches
Stephy Mavididi,eng ENG,"FW,MF",Montpellier,22-258,1998,10.6,18,1.70,11,1,2,3,1,0,2,0.19,1,0,0,1,0,0,0,Matches
Youssef Maziz,fr FRA,"MF,FW",Metz,22-234,1998,2.0,11,5.56,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Kylian Mbappé,fr FRA,"FW,MF",Paris S-G,22-055,1998,15.9,72,4.53,47,0,13,5,7,0,19,1.19,9,0,6,1,3,0,0,Matches
Nathanael Mbuku,fr FRA,MF,Reims,18-334,2002,13.4,34,2.54,24,2,0,2,5,1,4,0.30,2,0,0,1,1,0,0,Matches
Facundo Medina,ar ARG,DF,Lens,21-261,1999,14.7,17,1.16,15,2,0,0,0,0,1,0.07,0,1,0,0,0,0,0,Matches
Farid El Melali,dz ALG,"FW,MF",Angers,23-215,1997,2.8,8,2.90,4,0,1,0,3,0,3,1.09,1,0,1,0,1,0,0,Matches
Birger Meling,no NOR,DF,Nîmes,26-058,1994,11.9,17,1.43,15,1,1,0,0,0,3,0.25,2,0,1,0,0,0,0,Matches
Houboulang Mendes,fr FRA,DF,Lorient,22-285,1998,10.3,6,0.58,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Pedro Mendes,pt POR,DF,Montpellier,30-135,1990,16.9,5,0.30,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Thiago Mendes,br BRA,MF,Lyon,28-335,1992,15.2,29,1.91,27,0,1,1,0,0,2,0.13,2,0,0,0,0,0,0,Matches
Batista Mendy,fr FRA,MF,Nantes,21-032,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Edouard Mendy,sn SEN,GK,Rennes,28-349,1992,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Clément Michelin,fr FRA,DF,Lens,23-278,1997,9.8,19,1.94,13,4,0,1,0,1,2,0.20,2,0,0,0,0,0,0,Matches
Florian Miguel,fr FRA,DF,Nîmes,24-165,1996,11.1,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Arkadiusz Milik,pl POL,FW,Marseille,26-351,1994,1.0,2,1.98,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Enzo Millot,fr FRA,MF,Monaco,18-211,2002,0.5,1,2.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Stefan Mitrović,rs SRB,DF,Strasbourg,30-267,1990,16.9,8,0.47,6,0,1,1,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Anthony Modeste,fr FRA,FW,Saint-Étienne,32-305,1988,1.3,2,1.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Terem Moffi,ng NGA,FW,Lorient,21-264,1999,10.2,25,2.45,20,0,2,2,1,0,2,0.20,0,0,0,1,1,0,0,Matches
Florent Mollet,fr FRA,MF,Montpellier,29-086,1991,15.5,40,2.57,24,9,0,0,5,2,4,0.26,3,1,0,0,0,0,0,Matches
Thomas Monconduit,fr FRA,MF,Lorient,30-003,1991,8.9,23,2.59,13,2,3,3,1,1,1,0.11,0,0,0,1,0,0,0,Matches
Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,32-178,1988,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jérémy Morel,mg MAD,DF,Lorient,36-317,1984,21.0,13,0.62,9,2,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Aimen Moueffek,fr FRA,"DF,MF",Saint-Étienne,19-310,2001,6.5,14,2.16,10,0,1,0,2,1,0,0.00,0,0,0,0,0,0,0,Matches
Harold Moukoudi,cm CMR,DF,Saint-Étienne,23-078,1997,16.0,9,0.56,8,0,0,1,0,0,1,0.06,0,0,0,1,0,0,0,Matches
Jessy Moulin,fr FRA,GK,Saint-Étienne,35-031,1986,24.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Steve Mounié,bj BEN,FW,Brest,26-137,1994,17.9,33,1.85,23,0,0,5,3,2,7,0.39,6,0,0,0,1,0,0,Matches
Samuel Moutoussamy,cd COD,FW,Nantes,24-185,1996,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Loris Mouyokolo,cg CGO,DF,Lorient,19-267,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Benoît Mukinayi,fr FRA,DF,Monaco,19-324,2001,21.3,16,0.75,13,0,0,2,0,1,2,0.09,2,0,0,0,0,0,0,Matches
Marshall Munetsi,zw ZIM,MF,Reims,24-236,1996,10.9,11,1.01,10,0,0,0,1,0,1,0.09,0,0,0,0,1,0,0,Matches
Stanley N'Soki,fr FRA,DF,Nice,21-310,1999,11.1,3,0.27,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Yuto Nagatomo,jp JPN,DF,Marseille,34-154,1986,9.1,4,0.44,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Paul Nardi,fr FRA,GK,Lorient,26-271,1994,18.0,2,0.11,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Keylor Navas,cr CRC,GK,Paris S-G,34-060,1986,15.5,2,0.13,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Papa Ndiaga Yade,sn SEN,"FW,MF",Metz,21-039,2000,6.3,24,3.82,18,1,3,0,1,1,3,0.48,3,0,0,0,0,0,0,Matches
Bridge Ndilu,fr FRA,"FW,MF",Nantes,20-207,2000,0.5,2,4.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dan Ndoye,ch SUI,"FW,MF",Nice,20-111,2000,4.5,6,1.34,2,0,1,2,1,0,1,0.22,0,0,0,1,0,0,0,Matches
Neymar,br BRA,"FW,MF",Paris S-G,29-008,1992,9.6,74,7.69,47,10,6,3,8,0,14,1.45,9,0,2,1,2,0,0,Matches
Yvan Neyou,cm CMR,MF,Saint-Étienne,24-041,1997,18.0,27,1.50,20,0,3,2,1,1,1,0.06,1,0,0,0,0,0,0,Matches
Muzinga Ngonda,cd COD,DF,Dijon,26-044,1994,16.5,21,1.27,19,1,1,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Ahmad Ngouyamsa,cm CMR,DF,Dijon,20-054,2000,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Opa Nguette,sn SEN,"FW,MF",Metz,26-220,1994,12.6,24,1.91,14,0,4,1,5,0,3,0.24,1,0,1,0,1,0,0,Matches
Ibrahima Niane,sn SEN,FW,Metz,21-339,1999,5.2,13,2.48,5,0,1,3,4,0,2,0.38,0,0,1,0,1,0,0,Matches
M'Baye Niang,sn SEN,FW,Rennes,26-056,1994,4.7,3,0.64,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Casimir Ninga,td CHA,FW,Angers,27-272,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Arnaud Nordin,fr FRA,"FW,MF",Saint-Étienne,22-241,1998,12.9,43,3.32,17,4,8,5,9,0,8,0.62,3,1,3,1,0,0,0,Matches
Gerzino Nyamsi,fr FRA,DF,Rennes,24-022,1997,5.3,2,0.38,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Steven Nzonzi,fr FRA,MF,Rennes,32-060,1988,19.9,23,1.16,22,0,0,0,1,0,1,0.05,1,0,0,0,0,0,0,Matches
Jonas Omlin,ch SUI,GK,Montpellier,27-034,1994,18.7,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Henry Onyekuru,ng NGA,FW,Monaco,23-253,1997,1.6,6,3.86,4,0,2,0,0,0,2,1.29,1,0,1,0,0,0,0,Matches
Otávio,br BRA,MF,Bordeaux,26-285,1994,17.3,14,0.81,11,0,1,0,1,1,1,0.06,1,0,0,0,0,0,0,Matches
Remi Oudin,fr FRA,"FW,MF",Bordeaux,24-087,1996,17.3,39,2.25,30,4,0,0,4,1,6,0.35,4,1,0,0,1,0,0,Matches
Alexandre Oukidja,dz ALG,GK,Metz,32-209,1988,23.0,7,0.30,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ambroise Oyongo,cm CMR,DF,Montpellier,29-236,1991,6.2,6,0.97,5,0,0,0,1,0,2,0.32,2,0,0,0,0,0,0,Matches
Pablo,br BRA,DF,Bordeaux,29-237,1991,12.0,3,0.25,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vincent Pajot,fr FRA,MF,Metz,30-178,1990,7.1,11,1.55,5,3,0,0,1,2,3,0.42,2,0,0,0,0,1,0,Matches
Nicolas Pallois,fr FRA,DF,Nantes,33-147,1987,19.8,7,0.35,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0,0,Matches
Jonathan Panzo,eng ENG,DF,Dijon,20-111,2000,13.3,4,0.30,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Lucas Paquetá,br BRA,MF,Lyon,23-170,1997,13.6,46,3.39,37,0,1,1,4,3,7,0.52,5,0,0,1,0,1,0,Matches
Gaëtan Paquiez,fr FRA,DF,Nîmes,26-364,1994,9.1,8,0.88,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Rubén Pardo,es ESP,"MF,FW",Bordeaux,28-114,1992,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Leandro Paredes,ar ARG,MF,Paris S-G,26-229,1994,9.3,12,1.29,9,1,0,2,0,0,2,0.22,2,0,0,0,0,0,0,Matches
Mateo Pavlović,ba BIH,DF,Angers,30-249,1990,5.4,2,0.37,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Strahinja Pavlović,rs SRB,DF,Monaco,19-265,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dimitri Payet,fr FRA,"FW,MF",Marseille,33-321,1987,12.4,51,4.11,31,13,3,1,2,1,5,0.40,3,1,1,0,0,0,0,Matches
Yohann Pelé,fr FRA,GK,Marseille,38-101,1982,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Pietro Pellegri,it ITA,"FW,MF",Monaco,19-333,2001,2.3,4,1.72,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Andy Pelmard,fr FRA,DF,Nice,20-338,2000,10.1,3,0.30,3,0,0,0,0,0,1,0.10,1,0,0,0,0,0,0,Matches
Timothee Pembele,fr FRA,DF,Paris S-G,18-157,2002,4.2,6,1.43,3,0,1,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Mathias Pereira Lage,pt POR,"FW,MF",Angers,24-075,1996,10.4,22,2.11,16,1,2,2,0,1,1,0.10,0,1,0,0,0,0,0,Matches
Danilo Pereira,pt POR,"DF,MF",Paris S-G,29-157,1991,5.8,5,0.87,4,0,0,1,0,0,1,0.17,1,0,0,0,0,0,0,Matches
Manuel Perez,fr FRA,MF,Lens,29-278,1991,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Romain Perraud,fr FRA,DF,Brest,23-144,1997,20.9,49,2.35,41,2,2,2,2,0,12,0.57,11,0,1,0,0,0,0,Matches
Lucas Perrin,fr FRA,DF,Marseille,22-086,1998,1.5,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Rayan Philippe,fr FRA,FW,Dijon,20-113,2000,1.0,1,0.97,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Romain Philippoteaux,fr FRA,FW,Nîmes,32-348,1988,2.4,6,2.52,4,1,1,0,0,0,2,0.84,1,0,1,0,0,0,0,Matches
Romain Philippoteaux,fr FRA,"MF,FW",Brest,32-348,1988,5.1,10,1.97,9,0,0,1,0,0,1,0.20,0,0,0,1,0,0,0,Matches
Jérémy Pied,fr FRA,DF,Lille,31-356,1989,2.6,3,1.17,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,Brest,22-245,1998,16.1,29,1.80,24,2,0,0,3,0,0,0.00,0,0,0,0,0,0,0,Matches
Maxime Poundjé,fr FRA,DF,Bordeaux,28-181,1992,3.2,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sanjin Prcić,ba BIH,MF,Strasbourg,27-085,1993,3.4,5,1.49,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,30-036,1991,11.9,46,3.85,26,9,3,2,3,3,5,0.42,4,1,0,0,0,0,0,Matches
Anthony Racioppi,ch SUI,GK,Dijon,22-044,1998,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nemanja Radonjić,rs SRB,FW,Marseille,24-364,1996,4.4,10,2.27,7,0,2,1,0,0,1,0.23,1,0,0,0,0,0,0,Matches
Aleksandar Radovanović,rs SRB,DF,Lens,27-094,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Rafinha,br BRA,MF,Paris S-G,28-001,1993,8.8,35,3.96,21,6,2,3,2,1,5,0.57,3,0,0,0,1,1,0,Matches
Predrag Rajković,rs SRB,GK,Reims,25-105,1995,22.5,2,0.09,1,1,0,0,0,0,1,0.04,0,1,0,0,0,0,0,Matches
Jeff Reine-Adélaïde,fr FRA,"MF,FW",Nice,23-027,1998,11.8,32,2.72,20,4,5,0,3,0,3,0.26,2,0,0,0,1,0,0,Matches
Jeff Reine-Adélaïde,fr FRA,FW,Lyon,23-027,1998,0.3,1,3.75,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Panagiotis Retsos,gr GRE,DF,Saint-Étienne,22-188,1998,3.0,3,0.99,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Baptiste Reynet,fr FRA,GK,Nîmes,30-108,1990,23.0,4,0.17,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
Sergio Rico,es ESP,GK,Paris S-G,27-165,1993,7.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Renaud Ripart,fr FRA,"FW,MF",Nîmes,27-336,1993,19.8,26,1.32,17,1,5,1,2,0,1,0.05,0,0,0,1,0,0,0,Matches
Mihailo Ristić,rs SRB,DF,Montpellier,25-105,1995,15.8,34,2.15,24,2,2,3,2,1,4,0.25,3,0,0,1,0,0,0,Matches
Maxence Rivera,fr FRA,"MF,FW",Saint-Étienne,18-259,2002,2.1,3,1.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Christopher Rocchia,fr FRA,DF,Marseille,23-012,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Valentin Rongier,fr FRA,MF,Marseille,26-068,1994,16.8,26,1.55,20,0,0,3,1,2,3,0.18,2,0,0,0,0,1,0,Matches
Nolan Roux,fr FRA,FW,Nîmes,32-349,1988,7.1,6,0.85,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Daniele Rugani,it ITA,DF,Rennes,26-199,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kays Ruiz,ma MAR,"FW,MF",Paris S-G,18-171,2002,2.1,5,2.42,4,0,0,0,1,0,1,0.48,1,0,0,0,0,0,0,Matches
Georginio Rutter,fr FRA,"FW,MF",Rennes,18-299,2002,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Roli Pereira de Sa,fr FRA,MF,Nantes,24-065,1996,0.1,1,15.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Idriss Saadi,dz ALG,"FW,MF",Strasbourg,29-005,1992,1.3,2,1.58,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Youssouf Sabaly,sn SEN,DF,Bordeaux,27-345,1993,20.5,41,2.00,28,2,5,1,5,0,5,0.24,2,1,0,0,2,0,0,Matches
Hiroki Sakai,jp JPN,DF,Marseille,30-307,1990,20.1,27,1.35,25,2,0,0,0,0,3,0.15,2,1,0,0,0,0,0,Matches
Moïse Sakava,cm CMR,MF,Reims,20-049,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
William Saliba,fr FRA,DF,Nice,19-326,2001,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Romain Salin,fr FRA,GK,Rennes,36-199,1984,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mama Samba Baldé,gw GNB,FW,Dijon,25-099,1995,15.6,33,2.12,16,0,5,5,5,2,2,0.13,1,0,1,0,0,0,0,Matches
Junior Sambia,fr FRA,"DF,MF",Montpellier,24-159,1996,15.4,49,3.19,40,1,3,0,5,0,9,0.59,8,0,0,0,1,0,0,Matches
Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,34-327,1986,9.1,20,2.20,13,7,0,0,0,0,1,0.11,1,0,0,0,0,0,0,Matches
Renato Sanches,pt POR,MF,Lille,23-179,1997,8.0,21,2.61,15,4,0,2,0,0,3,0.37,2,0,0,1,0,0,0,Matches
Morgan Sanson,fr FRA,MF,Marseille,26-179,1994,9.2,17,1.85,12,1,0,2,1,1,4,0.44,2,1,0,0,1,0,0,Matches
Baptiste Santamaria,fr FRA,MF,Angers,25-341,1995,3.0,8,2.67,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,28-278,1992,9.9,37,3.74,31,1,1,4,0,0,6,0.61,5,0,0,1,0,0,0,Matches
Bouna Sarr,gn GUI,DF,Marseille,29-013,1992,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sidy Sarr,sn SEN,MF,Nîmes,24-253,1996,3.7,3,0.81,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Téji Savanier,fr FRA,MF,Montpellier,29-053,1991,14.6,76,5.20,26,32,6,4,6,2,6,0.41,2,2,1,0,1,0,0,Matches
Aurélien Scheidler,fr FRA,FW,Dijon,22-254,1998,3.8,6,1.58,4,0,0,1,0,1,1,0.26,0,0,0,1,0,0,0,Matches
Morgan Schneiderlin,fr FRA,MF,Nice,31-097,1989,14.8,15,1.02,14,0,0,0,0,1,1,0.07,1,0,0,0,0,0,0,Matches
Jean Seri,ci CIV,MF,Bordeaux,29-209,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mahame Siby,fr FRA,MF,Strasbourg,24-221,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,19-004,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Djibril Sidibé,fr FRA,DF,Monaco,28-199,1992,11.7,31,2.66,21,9,0,0,1,0,3,0.26,1,2,0,0,0,0,0,Matches
Kaj Sierhuis,nl NED,FW,Reims,22-292,1998,6.0,12,2.00,11,0,0,0,1,0,1,0.17,1,0,0,0,0,0,0,Matches
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,23-197,1997,12.7,24,1.89,20,1,0,1,2,0,5,0.39,4,0,0,0,1,0,0,Matches
Florent da Silva,fr FRA,FW,Lyon,17-317,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Gabriel Silva,br BRA,DF,Saint-Étienne,29-276,1991,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mohamed Simakan,fr FRA,DF,Strasbourg,20-286,2000,17.9,14,0.78,10,0,1,0,2,1,2,0.11,2,0,0,0,0,0,0,Matches
Moses Simon,ng NGA,"MF,FW",Nantes,25-216,1995,14.2,31,2.18,20,6,2,2,1,0,1,0.07,1,0,0,0,0,0,0,Matches
Ibrahima Sissoko,fr FRA,MF,Strasbourg,23-109,1997,19.6,21,1.07,18,0,0,2,1,0,2,0.10,2,0,0,0,0,0,0,Matches
Nelson Sissoko,fr FRA,DF,Saint-Étienne,23-343,1997,5.3,5,0.95,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Petar Škuletić,rs SRB,"FW,MF",Montpellier,30-229,1990,1.0,3,2.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Islam Slimani,dz ALG,FW,Lyon,32-240,1988,0.8,2,2.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Brandon Soppy,fr FRA,"DF,MF",Rennes,18-358,2002,4.1,5,1.23,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Florian Sotoca,fr FRA,FW,Lens,30-111,1990,19.7,44,2.23,29,0,4,1,10,0,6,0.30,6,0,0,0,0,0,0,Matches
Cheick Souaré,fr FRA,MF,Marseille,18-163,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Rayan Souici,fr FRA,DF,Saint-Étienne,22-351,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adama Soumaoro,fr FRA,DF,Lille,28-240,1992,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Boubakary Soumaré,fr FRA,MF,Lille,21-352,1999,12.7,20,1.58,18,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Yaya Soumaré,fr FRA,FW,Lyon,21-021,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Arnaud Souquet,fr FRA,DF,Montpellier,29-001,1992,10.5,19,1.82,16,1,1,1,0,0,2,0.19,2,0,0,0,0,0,0,Matches
Saidou Sow,gn GUI,DF,Saint-Étienne,18-224,2002,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kevin Strootman,nl NED,MF,Marseille,31-000,1990,2.6,4,1.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Issiaga Sylla,gn GUI,DF,Lens,27-043,1994,11.2,18,1.60,12,3,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Eddy Sylvestre,fr FRA,"FW,MF",Nice,21-168,1999,1.1,2,1.86,1,0,0,0,1,0,1,0.93,0,0,0,0,1,0,0,Matches
Flavien Tait,fr FRA,"MF,FW",Rennes,28-011,1993,6.6,21,3.20,12,3,5,0,0,1,2,0.30,1,0,1,0,0,0,0,Matches
Heriberto Tavares,pt POR,"MF,FW",Brest,23-360,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Warren Tchimbembé,fr FRA,"MF,FW",Metz,22-298,1998,4.9,9,1.84,7,0,0,1,0,1,2,0.41,1,0,0,1,0,0,0,Matches
Aurélien Tchouaméni,fr FRA,MF,Monaco,21-017,2000,21.5,36,1.68,26,0,1,4,4,1,5,0.23,4,0,0,0,1,0,0,Matches
Martin Terrier,fr FRA,"FW,MF",Rennes,23-346,1997,14.1,46,3.27,31,1,4,5,4,1,6,0.43,4,0,1,0,1,0,0,Matches
Kenny Tete,nl NED,DF,Lyon,25-127,1995,0.2,1,4.50,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Florian Thauvin,fr FRA,"FW,MF",Marseille,28-018,1993,18.0,59,3.29,34,18,2,0,5,0,10,0.56,5,4,1,0,0,0,0,Matches
Sada Thioub,sn SEN,"FW,MF",Angers,25-257,1995,10.0,40,4.01,27,0,8,2,3,0,3,0.30,2,0,0,1,0,0,0,Matches
Romain Thomas,fr FRA,DF,Angers,32-246,1988,19.6,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adrien Thomasson,fr FRA,MF,Strasbourg,27-065,1993,16.4,45,2.74,31,2,3,3,3,3,2,0.12,1,0,1,0,0,0,0,Matches
Khéphren Thuram-Ulie,fr FRA,MF,Nice,19-324,2001,11.3,9,0.79,7,1,0,0,0,1,1,0.09,1,0,0,0,0,0,0,Matches
Cheikh Tidiane Sabaly,sn SEN,MF,Metz,21-346,1999,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,Nice,21-045,1999,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Karl Toko Ekambi,cm CMR,FW,Lyon,28-152,1992,18.3,66,3.61,42,0,11,7,2,4,11,0.60,8,0,2,0,1,0,0,Matches
Tyron Tormin,fr FRA,"MF,FW",Saint-Étienne,19-229,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Abdoulaye Touré,fr FRA,MF,Nantes,26-347,1994,12.6,28,2.22,23,0,2,2,1,0,2,0.16,2,0,0,0,0,0,0,Matches
Amadou Traore,fr FRA,"MF,FW",Bordeaux,18-343,2002,1.2,4,3.36,4,0,0,0,0,0,1,0.84,1,0,0,0,0,0,0,Matches
Charles Traore,ml MLI,DF,Nantes,29-043,1992,10.4,2,0.19,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hamari Traoré,ml MLI,DF,Rennes,29-017,1992,19.5,52,2.67,49,1,0,1,1,0,2,0.10,2,0,0,0,0,0,0,Matches
Ismaël Traoré,ci CIV,DF,Angers,34-179,1986,23.0,16,0.70,15,0,0,0,0,1,3,0.13,3,0,0,0,0,0,0,Matches
Miguel Trauco,pe PER,DF,Saint-Étienne,28-172,1992,12.9,30,2.32,23,6,0,1,0,0,2,0.15,2,0,0,0,0,0,0,Matches
Alexis Trouillet,fr FRA,MF,Nice,20-052,2000,0.7,4,5.63,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adrien Truffert,fr FRA,"DF,MF",Rennes,19-085,2001,12.1,27,2.23,23,0,1,1,2,0,4,0.33,3,0,0,0,1,0,0,Matches
Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,19-036,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Matthieu Udol,fr FRA,DF,Metz,24-330,1996,12.0,20,1.66,18,1,0,0,0,1,1,0.08,1,0,0,0,0,0,0,Matches
Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,28-169,1992,15.3,29,1.89,11,0,8,7,3,0,2,0.13,0,0,1,1,0,0,0,Matches
